10.0.2.2_19.19.19.7,165,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130.225.254.116_19.19.19.8,358506,102910,778366,1238408,10318,1650203,462836,216678,4422,624976,971366,1118766,17688,912406,2255220,751740,10318,322806,2948,2948,206360,470206,561594,210782,78122,14740,972840,766480,14740,571912,633820,633820,16214,493790,17688,594022,934516,1510850,866712,53064,1614030,69278,340494,0,88440,1053910,937464,29480,0,0,104654,1356080,773850,568964,834284,795960,339020,38324,32428,567490,1947154,1851344,103180,616132,1292698,1096656,1338392,471680,42746,921250,536536,75174,966944,1127610,1496110,0,1015586,173932,356708,829862,910932,0,0,386188,697202,619080,568964,613184,1476948,782694,70752,54538,1474,0,0,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
163.178.174.25_19.19.19.6,329962,19006,543240,1935624,2618828,1474,19162,25058,784168,530778,29711,5896,0,11792,2948,306592,980600,11688,1474,0,0,177908,598444,573386,551276,1133678,1464118,0,58960,641190,978506,814944,1127610,1095182,1214576,1143824,165088,0,39798,673618,0,119394,430408,346390,1301512,57486,950730,860816,1404722,409772,160666,56012,869660,834284,745844,176880,60434,735526,959574,1547700,89914,41272,89914,452518,58960,122342,340494,813648,1033274,1108448,760584,159192,1180674,1538856,393558,269742,2011298,75504,259424,759110,549802,601392,1158564,0,383240,635294,981684,538010,198990,42746,0,1474,0,0,1474,0,0,0,0,0,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
192.38.78.162_19.19.19.7,1521,33537,339960,348934,10318,872868,643276,1474,4422,586652,411636,7370,965692,563144,33902,1102918,742374,1092716,698676,697202,605814,377344,574860,829862,604340,1304490,0,306592,994950,868186,882926,658878,794486,1134980,958100,29480,1372380,152726,319858,409772,0,54538,1183622,590468,1373658,587444,26532,999372,1388508,70752,2123812,669830,42746,993476,915354,420090,39798,1145298,390446,0,53064,1080804,770902,39798,602866,583704,134134,209308,39798,399454,28006,1260270,1300864,1289840,0,26532,82544,844602,412720,421564,757636,739948,185724,352286,1118766,655930,698676,510004,0,0,339020,89914,1474,0,0,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
193.166.3.3_19.19.19.9,72586,225948,33866,29480,0,0,350812,140753,21360,31244,39798,899831,1025325,38662,0,517374,1110612,847550,767954,850498,737000,371448,436304,657404,938938,1298594,101706,389136,881452,89914,510004,644138,399798,144452,975646,1301000,1029806,176880,1021482,294992,144452,1421334,981938,688358,1641832,1458920,1102552,0,0,931568,1953558,0,263846,0,453992,1143824,206360,710468,1210154,0,138556,794486,767076,0,374396,635294,663300,675092,291852,82544,747932,0,235840,0,793012,1319230,0,935990,563068,530640,769428,1030326,0,508868,1096656,50442,17688,0,0,0,72280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
194.2.0.36_19.19.19.10,409,0,0,0,0,0,190042,140468,491982,834808,0,937334,1105097,838706,1180674,0,907984,1054276,579282,17688,0,667490,142456,177270,520322,583704,660352,378818,650034,486420,114972,8844,1474,641190,114010,19162,0,0,222574,759374,54538,340494,898172,1236666,22110,331650,643242,20636,1084794,2948,522158,10318,679514,1039170,438636,16214,837094,0,0,0,9315,540678,783640,481318,10318,706628,1041162,33960,532114,864270,251944,311014,983158,864686,268268,16214,807616,393116,56012,126764,470206,770756,49254,277112,737000,672144,356708,14740,836400,500768,33902,753772,716364,691306,1234006,882152,68680,1474,0,0,1474,0,0,0,0,0,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,
202.38.97.230_19.19.19.4,151204,554338,0,30954,0,0,581474,165462,114972,907984,434830,209308,931568,902088,0,542432,732578,844602,580756,1037696,742896,529166,0,476102,169510,222574,1294172,0,885874,538010,206360,711942,0,361130,0,529166,0,754688,1134980,0,1463682,1998744,0,81877,0,0,741422,635294,25058,0,1463682,1275010,542432,303644,78122,4422,890296,182776,256476,1488740,532114,381766,1765852,54538,1474,507400,639716,834284,191620,19162,4422,837232,41272,290378,1742268,117920,540118,707520,456940,28006,228470,851972,966944,1549174,1474,0,19162,0,558646,1931308,763532,0,1474,0,0,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
203.0.178.32_19.19.19.1,409,112,22746,75424,154300,0,511894,777262,1457176,82066,0,48642,409,0,0,931568,264580,57478,263846,402402,675342,487020,188672,377344,409772,717838,912302,95810,226996,1202784,372922,206360,340494,229944,182776,315436,728156,67804,112024,1474,762058,792598,0,451044,1567924,124418,405350,963192,4422,756162,1300068,1002320,13266,657742,1099320,100232,207834,884400,1112870,10318,1096656,154770,316910,14740,11792,735526,599918,153296,7370,8844,847550,550076,20636,963996,1327158,1474,0,989054,807010,91260,264136,706046,0,260898,42746,11792,17688,455466,918302,432390,371112,864142,302280,1474,0,0,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
219.216.128.25_19.19.19.5,139160,668424,141130,20636,0,0,266794,1121528,1325038,14740,377344,1469578,1474,461362,23584,397980,182776,283008,779746,1252900,841654,399454,602866,574860,1009690,977262,905036,32428,624976,635294,713416,938938,237314,471680,1006742,0,60434,277112,50116,1036222,1417988,459888,893244,1510648,275638,1086338,56012,664774,1220472,1076020,221100,1339866,1000846,64856,504108,0,486420,1099604,1593394,0,767954,613184,113498,807752,933042,760584,505582,66330,1025904,1254374,1037696,0,1474,0,0,387662,0,406824,737000,467258,760584,592548,860816,1158564,0,263846,507056,427460,0,0,425986,0,1474,0,0,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31.193.177.85_19.19.19.2,409,0,33545,582580,2069990,699382,1104026,1381138,0,32428,210782,1070124,777057,0,1033274,582230,22110,0,570438,846076,0,477576,483472,714890,807752,679514,395032,1474,8844,206360,963996,1140996,713416,860068,804804,1328074,4422,644138,44220,369974,1176252,718628,1149720,777714,605338,8844,1351214,10318,647538,807042,25058,1319230,914728,17688,493790,10318,507056,968864,884400,16214,57486,240262,0,336072,1164460,857868,1116748,616052,0,328980,993476,16214,595496,1216050,516248,8844,939608,713738,0,810838,713416,372922,866712,0,28006,732578,11792,256476,521796,26532,719312,19162,707520,498212,0,1474,0,0,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
