117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.153258,very-weak
122.152.116.24_19.19.19.20.out.average,0.058523,very-weak
130.133.3.130_19.19.19.12.out.average,0.069441,very-weak
130.161.131.20_19.19.19.21.out.average,-0.011391,very-weak
130.206.1.5_19.19.19.35.out.average,0.003834,very-weak
130.225.254.116_19.19.19.8.out.average,-0.036032,very-weak
130.236.254.50_19.19.19.37.out.average,0.074705,very-weak
130.75.2.22_19.19.19.13.out.average,0.064782,very-weak
137.189.4.14_19.19.19.15.out.average,-0.027619,very-weak
140.117.11.7_19.19.19.39.out.average,0.041968,very-weak
140.128.9.18_19.19.19.38.out.average,0.000403,very-weak
141.217.0.199_19.19.19.47.out.average,0.008223,very-weak
147.102.222.211_19.19.19.14.out.average,-0.104031,very-weak
149.20.37.36_19.19.19.22.out.average,-0.080741,very-weak
153.19.251.225_19.19.19.28.out.average,0.018194,very-weak
155.210.4.101_19.19.19.34.out.average,-0.061987,very-weak
162.213.3.248_19.19.19.49.out.average,0.030458,very-weak
163.1.160.163_19.19.19.46.out.average,0.039928,very-weak
163.178.174.25_19.19.19.6.out.average,-0.042116,very-weak
185.87.121.190_19.19.19.41.out.average,-0.033707,very-weak
192.38.78.162_19.19.19.7.out.average,0.067242,very-weak
193.136.164.6_19.19.19.29.out.average,0.033570,very-weak
193.166.3.3_19.19.19.9.out.average,-0.030791,very-weak
193.6.176.62_19.19.19.16.out.average,-0.062731,very-weak
194.105.226.20_19.19.19.17.out.average,-0.050743,very-weak
194.116.84.15_19.19.19.18.out.average,-0.005746,very-weak
194.2.0.36_19.19.19.10.out.average,0.011195,very-weak
195.14.50.21_19.19.19.32.out.average,-0.040862,very-weak
202.28.209.254_19.19.19.40.out.average,0.027273,very-weak
202.38.97.230_19.19.19.4.out.average,-0.012016,very-weak
202.8.44.105_19.19.19.23.out.average,0.023466,very-weak
202.90.159.172_19.19.19.25.out.average,0.005625,very-weak
203.0.178.32_19.19.19.1.out.average,-0.009394,very-weak
203.178.132.80_19.19.19.19.out.average,0.122578,very-weak
212.110.161.69_19.19.19.45.out.average,0.040643,very-weak
212.191.2.18_19.19.19.26.out.average,0.209488,weak
212.191.2.18_19.19.19.27.out.average,0.001824,very-weak
212.47.239.32_19.19.19.11.out.average,0.070667,very-weak
213.166.187.92_19.19.19.36.out.average,-0.036456,very-weak
213.229.119.169_19.19.19.44.out.average,0.084160,very-weak
219.216.128.25_19.19.19.5.out.average,-0.000140,very-weak
23.79.234.240_19.19.19.48.out.average,0.067773,very-weak
31.193.177.85_19.19.19.2.out.average,-0.023938,very-weak
5.101.158.166_19.19.19.31.out.average,-0.061537,very-weak
58.28.25.150_19.19.19.24.out.average,-0.096845,very-weak
62.44.96.38_19.19.19.3.out.average,0.040305,very-weak
78.154.171.62_19.19.19.43.out.average,-0.004084,very-weak
78.96.7.8_19.19.19.30.out.average,0.002876,very-weak
95.173.191.11_19.19.19.42.out.average,0.001439,very-weak
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,-0.001064,very-weak
122.152.116.24_19.19.19.20.out.average,0.267817,weak
130.133.3.130_19.19.19.12.out.average,-0.041664,very-weak
130.161.131.20_19.19.19.21.out.average,-0.063056,very-weak
130.206.1.5_19.19.19.35.out.average,-0.024644,very-weak
130.225.254.116_19.19.19.8.out.average,-0.010481,very-weak
130.236.254.50_19.19.19.37.out.average,-0.096620,very-weak
130.75.2.22_19.19.19.13.out.average,-0.077877,very-weak
137.189.4.14_19.19.19.15.out.average,-0.062880,very-weak
140.117.11.7_19.19.19.39.out.average,-0.040282,very-weak
140.128.9.18_19.19.19.38.out.average,0.008091,very-weak
141.217.0.199_19.19.19.47.out.average,0.013336,very-weak
147.102.222.211_19.19.19.14.out.average,-0.039465,very-weak
149.20.37.36_19.19.19.22.out.average,-0.087410,very-weak
153.19.251.225_19.19.19.28.out.average,0.053769,very-weak
155.210.4.101_19.19.19.34.out.average,0.003870,very-weak
162.213.3.248_19.19.19.49.out.average,-0.041308,very-weak
163.1.160.163_19.19.19.46.out.average,-0.019991,very-weak
163.178.174.25_19.19.19.6.out.average,-0.074464,very-weak
185.87.121.190_19.19.19.41.out.average,0.074004,very-weak
192.38.78.162_19.19.19.7.out.average,0.059885,very-weak
193.136.164.6_19.19.19.29.out.average,0.030920,very-weak
193.166.3.3_19.19.19.9.out.average,0.029513,very-weak
