117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.706563,strong
122.152.116.24_19.19.19.20.out.average,0.088414,very-weak
130.133.3.130_19.19.19.12.out.average,0.048201,very-weak
130.161.131.20_19.19.19.21.out.average,-0.023945,very-weak
130.206.1.5_19.19.19.35.out.average,0.075293,very-weak
130.225.254.116_19.19.19.8.out.average,0.003903,very-weak
130.236.254.50_19.19.19.37.out.average,0.020874,very-weak
130.75.2.22_19.19.19.13.out.average,0.014409,very-weak
137.189.4.14_19.19.19.15.out.average,0.175992,very-weak
140.117.11.7_19.19.19.39.out.average,0.130897,very-weak
140.128.9.18_19.19.19.38.out.average,-0.063781,very-weak
141.217.0.199_19.19.19.47.out.average,0.013920,very-weak
147.102.222.211_19.19.19.14.out.average,0.052684,very-weak
149.20.37.36_19.19.19.22.out.average,0.094063,very-weak
153.19.251.225_19.19.19.28.out.average,0.129248,very-weak
155.210.4.101_19.19.19.34.out.average,0.109015,very-weak
162.213.3.248_19.19.19.49.out.average,-0.010125,very-weak
163.1.160.163_19.19.19.46.out.average,0.106977,very-weak
163.178.174.25_19.19.19.6.out.average,0.036311,very-weak
185.87.121.190_19.19.19.41.out.average,0.090438,very-weak
192.38.78.162_19.19.19.7.out.average,0.201972,weak
193.136.164.6_19.19.19.29.out.average,0.116620,very-weak
193.166.3.3_19.19.19.9.out.average,0.108677,very-weak
193.6.176.62_19.19.19.16.out.average,-0.095633,very-weak
194.105.226.20_19.19.19.17.out.average,-0.040729,very-weak
194.116.84.15_19.19.19.18.out.average,-0.012552,very-weak
194.2.0.36_19.19.19.10.out.average,0.014411,very-weak
195.14.50.21_19.19.19.32.out.average,0.065234,very-weak
202.28.209.254_19.19.19.40.out.average,0.083624,very-weak
202.38.97.230_19.19.19.4.out.average,0.082121,very-weak
202.8.44.105_19.19.19.23.out.average,0.082798,very-weak
202.90.159.172_19.19.19.25.out.average,-0.047166,very-weak
203.0.178.32_19.19.19.1.out.average,0.080129,very-weak
203.178.132.80_19.19.19.19.out.average,0.012442,very-weak
212.110.161.69_19.19.19.45.out.average,-0.040335,very-weak
212.191.2.18_19.19.19.26.out.average,-0.012441,very-weak
212.191.2.18_19.19.19.27.out.average,0.150427,very-weak
212.47.239.32_19.19.19.11.out.average,0.018212,very-weak
213.166.187.92_19.19.19.36.out.average,0.144249,very-weak
213.229.119.169_19.19.19.44.out.average,0.013435,very-weak
219.216.128.25_19.19.19.5.out.average,0.055925,very-weak
23.79.234.240_19.19.19.48.out.average,-0.022359,very-weak
31.193.177.85_19.19.19.2.out.average,0.008066,very-weak
5.101.158.166_19.19.19.31.out.average,0.025697,very-weak
58.28.25.150_19.19.19.24.out.average,-0.008712,very-weak
62.44.96.38_19.19.19.3.out.average,0.050109,very-weak
78.154.171.62_19.19.19.43.out.average,-0.018929,very-weak
78.96.7.8_19.19.19.30.out.average,0.083833,very-weak
95.173.191.11_19.19.19.42.out.average,0.103810,very-weak
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,0.057791,very-weak
122.152.116.24_19.19.19.20.out.average,0.660156,strong
130.133.3.130_19.19.19.12.out.average,0.216909,weak
130.161.131.20_19.19.19.21.out.average,-0.001768,very-weak
130.206.1.5_19.19.19.35.out.average,0.059944,very-weak
130.225.254.116_19.19.19.8.out.average,0.104671,very-weak
130.236.254.50_19.19.19.37.out.average,0.015460,very-weak
130.75.2.22_19.19.19.13.out.average,-0.039863,very-weak
137.189.4.14_19.19.19.15.out.average,0.141631,very-weak
140.117.11.7_19.19.19.39.out.average,-0.106535,very-weak
140.128.9.18_19.19.19.38.out.average,-0.045901,very-weak
141.217.0.199_19.19.19.47.out.average,0.032952,very-weak
147.102.222.211_19.19.19.14.out.average,-0.118011,very-weak
149.20.37.36_19.19.19.22.out.average,0.065439,very-weak
153.19.251.225_19.19.19.28.out.average,-0.106782,very-weak
155.210.4.101_19.19.19.34.out.average,-0.066595,very-weak
162.213.3.248_19.19.19.49.out.average,0.043028,very-weak
163.1.160.163_19.19.19.46.out.average,-0.042814,very-weak
