117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,-0.421627,moderate
122.152.116.24_19.19.19.20.out.average,-0.239932,weak
130.133.3.130_19.19.19.12.out.average,-0.099233,very-weak
130.161.131.20_19.19.19.21.out.average,0.078382,very-weak
130.206.1.5_19.19.19.35.out.average,-0.142727,very-weak
130.225.254.116_19.19.19.8.out.average,0.049345,very-weak
130.236.254.50_19.19.19.37.out.average,-0.023380,very-weak
130.75.2.22_19.19.19.13.out.average,-0.234283,weak
137.189.4.14_19.19.19.15.out.average,-0.189560,very-weak
140.117.11.7_19.19.19.39.out.average,-0.086645,very-weak
140.128.9.18_19.19.19.38.out.average,-0.301085,weak
141.217.0.199_19.19.19.47.out.average,0.082310,very-weak
147.102.222.211_19.19.19.14.out.average,-0.106003,very-weak
149.20.37.36_19.19.19.22.out.average,-0.165925,very-weak
153.19.251.225_19.19.19.28.out.average,0.040471,very-weak
155.210.4.101_19.19.19.34.out.average,-0.382732,weak
162.213.3.248_19.19.19.49.out.average,-0.153774,very-weak
163.1.221.67_19.19.19.46.out.average,-0.232918,weak
163.178.174.25_19.19.19.6.out.average,0.083210,very-weak
185.87.121.190_19.19.19.41.out.average,0.081186,very-weak
192.38.78.162_19.19.19.7.out.average,-0.353075,weak
193.136.164.6_19.19.19.29.out.average,-0.105549,very-weak
193.166.3.3_19.19.19.9.out.average,-0.170651,very-weak
193.6.176.62_19.19.19.16.out.average,-0.424096,moderate
194.105.226.20_19.19.19.17.out.average,0.026085,very-weak
194.116.84.15_19.19.19.18.out.average,-0.202910,weak
194.2.0.36_19.19.19.10.out.average,0.000561,very-weak
195.14.50.21_19.19.19.32.out.average,0.083336,very-weak
202.28.209.254_19.19.19.40.out.average,0.097548,very-weak
202.38.97.230_19.19.19.4.out.average,-0.130531,very-weak
202.8.44.105_19.19.19.23.out.average,-0.223400,weak
202.90.159.172_19.19.19.25.out.average,-0.175474,very-weak
203.0.178.32_19.19.19.1.out.average,-0.252570,weak
203.178.132.80_19.19.19.19.out.average,0.048815,very-weak
212.110.161.69_19.19.19.45.out.average,0.005673,very-weak
212.191.2.18_19.19.19.26.out.average,-0.210474,weak
212.191.2.18_19.19.19.27.out.average,-0.032385,very-weak
212.47.239.32_19.19.19.11.out.average,-0.003808,very-weak
213.166.187.92_19.19.19.36.out.average,-0.037892,very-weak
213.229.119.169_19.19.19.44.out.average,-0.235724,weak
219.216.128.25_19.19.19.5.out.average,-0.016043,very-weak
23.79.234.240_19.19.19.48.out.average,-0.011362,very-weak
31.193.177.85_19.19.19.2.out.average,-0.035927,very-weak
5.101.158.166_19.19.19.31.out.average,-0.190612,weak
58.28.25.150_19.19.19.24.out.average,-0.004698,very-weak
62.44.96.38_19.19.19.3.out.average,-0.014972,very-weak
78.154.171.62_19.19.19.43.out.average,0.043274,very-weak
78.96.7.8_19.19.19.30.out.average,-0.076296,very-weak
95.173.191.11_19.19.19.42.out.average,-0.267828,weak
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,-0.237167,weak
122.152.116.24_19.19.19.20.out.average,-0.431439,moderate
130.133.3.130_19.19.19.12.out.average,-0.421070,moderate
130.161.131.20_19.19.19.21.out.average,0.097091,very-weak
130.206.1.5_19.19.19.35.out.average,-0.329206,weak
130.225.254.116_19.19.19.8.out.average,0.190984,weak
130.236.254.50_19.19.19.37.out.average,0.229170,weak
130.75.2.22_19.19.19.13.out.average,-0.502568,moderate
137.189.4.14_19.19.19.15.out.average,-0.479711,moderate
140.117.11.7_19.19.19.39.out.average,0.224166,weak
140.128.9.18_19.19.19.38.out.average,-0.145115,very-weak
141.217.0.199_19.19.19.47.out.average,0.183952,very-weak
147.102.222.211_19.19.19.14.out.average,-0.349581,weak
149.20.37.36_19.19.19.22.out.average,-0.459607,moderate
153.19.251.225_19.19.19.28.out.average,0.182253,very-weak
155.210.4.101_19.19.19.34.out.average,-0.294937,weak
162.213.3.248_19.19.19.49.out.average,-0.324134,weak
163.1.221.67_19.19.19.46.out.average,-0.443023,moderate
163.178.174.25_19.19.19.6.out.average,0.136201,very-weak
185.87.121.190_19.19.19.41.out.average,0.218167,weak
192.38.78.162_19.19.19.7.out.average,-0.370235,weak
193.136.164.6_19.19.19.29.out.average,-0.417985,moderate
193.166.3.3_19.19.19.9.out.average,-0.339548,weak
193.6.176.62_19.19.19.16.out.average,-0.165000,very-weak
194.105.226.20_19.19.19.17.out.average,0.269652,weak
194.116.84.15_19.19.19.18.out.average,-0.324021,weak
194.2.0.36_19.19.19.10.out.average,-0.075718,very-weak
195.14.50.21_19.19.19.32.out.average,0.165609,very-weak
202.28.209.254_19.19.19.40.out.average,0.053809,very-weak
202.38.97.230_19.19.19.4.out.average,-0.061692,very-weak
202.8.44.105_19.19.19.23.out.average,-0.071639,very-weak
202.90.159.172_19.19.19.25.out.average,-0.387338,weak
203.0.178.32_19.19.19.1.out.average,-0.419287,moderate
203.178.132.80_19.19.19.19.out.average,0.074959,very-weak
212.110.161.69_19.19.19.45.out.average,0.101964,very-weak
212.191.2.18_19.19.19.26.out.average,-0.307064,weak
212.191.2.18_19.19.19.27.out.average,0.127139,very-weak
212.47.239.32_19.19.19.11.out.average,0.117547,very-weak
213.166.187.92_19.19.19.36.out.average,-0.423993,moderate
213.229.119.169_19.19.19.44.out.average,-0.514549,moderate
219.216.128.25_19.19.19.5.out.average,0.002343,very-weak
23.79.234.240_19.19.19.48.out.average,0.259703,weak
31.193.177.85_19.19.19.2.out.average,0.244268,weak
5.101.158.166_19.19.19.31.out.average,-0.409564,moderate
58.28.25.150_19.19.19.24.out.average,-0.204697,weak
62.44.96.38_19.19.19.3.out.average,0.197538,weak
78.154.171.62_19.19.19.43.out.average,0.204930,weak
78.96.7.8_19.19.19.30.out.average,0.108756,very-weak
95.173.191.11_19.19.19.42.out.average,-0.419201,moderate
130.133.3.130_19.19.19.12.out.average, 
117.120.2.17_19.19.19.33.out.average,-0.056801,very-weak
122.152.116.24_19.19.19.20.out.average,0.222852,weak
130.133.3.130_19.19.19.12.out.average,0.999224,very-strong
130.161.131.20_19.19.19.21.out.average,-0.245060,weak
130.206.1.5_19.19.19.35.out.average,0.288562,weak
130.225.254.116_19.19.19.8.out.average,-0.315677,weak
130.236.254.50_19.19.19.37.out.average,-0.349190,weak
130.75.2.22_19.19.19.13.out.average,0.228060,weak
137.189.4.14_19.19.19.15.out.average,0.236413,weak
140.117.11.7_19.19.19.39.out.average,-0.362240,weak
140.128.9.18_19.19.19.38.out.average,0.030920,very-weak
141.217.0.199_19.19.19.47.out.average,-0.302853,weak
147.102.222.211_19.19.19.14.out.average,0.220788,weak
149.20.37.36_19.19.19.22.out.average,0.216393,weak
153.19.251.225_19.19.19.28.out.average,-0.357115,weak
155.210.4.101_19.19.19.34.out.average,0.054376,very-weak
162.213.3.248_19.19.19.49.out.average,0.232243,weak
163.1.221.67_19.19.19.46.out.average,0.229803,weak
163.178.174.25_19.19.19.6.out.average,-0.260050,weak
185.87.121.190_19.19.19.41.out.average,-0.252232,weak
192.38.78.162_19.19.19.7.out.average,0.103021,very-weak
193.136.164.6_19.19.19.29.out.average,0.198236,weak
193.166.3.3_19.19.19.9.out.average,0.243917,weak
193.6.176.62_19.19.19.16.out.average,-0.025103,very-weak
194.105.226.20_19.19.19.17.out.average,-0.416382,moderate
194.116.84.15_19.19.19.18.out.average,0.160832,very-weak
194.2.0.36_19.19.19.10.out.average,0.084335,very-weak
195.14.50.21_19.19.19.32.out.average,-0.147980,very-weak
202.28.209.254_19.19.19.40.out.average,-0.149633,very-weak
202.38.97.230_19.19.19.4.out.average,-0.066487,very-weak
202.8.44.105_19.19.19.23.out.average,-0.047169,very-weak
202.90.159.172_19.19.19.25.out.average,0.272500,weak
203.0.178.32_19.19.19.1.out.average,0.188957,very-weak
203.178.132.80_19.19.19.19.out.average,-0.091211,very-weak
212.110.161.69_19.19.19.45.out.average,-0.339083,weak
212.191.2.18_19.19.19.26.out.average,0.165769,very-weak
212.191.2.18_19.19.19.27.out.average,-0.354869,weak
212.47.239.32_19.19.19.11.out.average,-0.296026,weak
213.166.187.92_19.19.19.36.out.average,0.248085,weak
213.229.119.169_19.19.19.44.out.average,0.288376,weak
219.216.128.25_19.19.19.5.out.average,-0.106054,very-weak
23.79.234.240_19.19.19.48.out.average,-0.396191,moderate
31.193.177.85_19.19.19.2.out.average,-0.399389,moderate
5.101.158.166_19.19.19.31.out.average,0.334084,weak
58.28.25.150_19.19.19.24.out.average,0.226493,weak
62.44.96.38_19.19.19.3.out.average,-0.296385,weak
78.154.171.62_19.19.19.43.out.average,-0.414685,moderate
78.96.7.8_19.19.19.30.out.average,-0.356291,weak
95.173.191.11_19.19.19.42.out.average,0.267732,weak
130.161.131.20_19.19.19.21.out.average, 
117.120.2.17_19.19.19.33.out.average,0.158022,very-weak
122.152.116.24_19.19.19.20.out.average,0.185492,very-weak
130.133.3.130_19.19.19.12.out.average,0.252309,weak
130.161.131.20_19.19.19.21.out.average,-0.454949,moderate
130.206.1.5_19.19.19.35.out.average,0.179234,very-weak
