117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.701840,strong
122.152.116.24_19.19.19.20.out.average,0.035776,very-weak
130.133.3.130_19.19.19.12.out.average,0.090287,very-weak
130.161.131.20_19.19.19.21.out.average,-0.002526,very-weak
130.206.1.5_19.19.19.35.out.average,0.021909,very-weak
130.225.254.116_19.19.19.8.out.average,0.088997,very-weak
130.236.254.50_19.19.19.37.out.average,0.123593,very-weak
130.75.2.22_19.19.19.13.out.average,0.063274,very-weak
137.189.4.14_19.19.19.15.out.average,0.089493,very-weak
140.117.11.7_19.19.19.39.out.average,0.112566,very-weak
140.128.9.18_19.19.19.38.out.average,0.307495,weak
141.217.0.199_19.19.19.47.out.average,0.109477,very-weak
147.102.222.211_19.19.19.14.out.average,0.101837,very-weak
149.20.37.36_19.19.19.22.out.average,0.205305,weak
153.19.251.225_19.19.19.28.out.average,0.246025,weak
155.210.4.101_19.19.19.34.out.average,-0.012502,very-weak
162.213.3.248_19.19.19.49.out.average,0.143931,very-weak
163.1.160.163_19.19.19.46.out.average,0.050722,very-weak
163.178.174.25_19.19.19.6.out.average,0.207879,weak
185.87.121.190_19.19.19.41.out.average,0.146070,very-weak
192.38.78.162_19.19.19.7.out.average,0.052529,very-weak
193.136.164.6_19.19.19.29.out.average,0.035698,very-weak
193.166.3.3_19.19.19.9.out.average,0.077566,very-weak
193.6.176.62_19.19.19.16.out.average,-0.042674,very-weak
194.105.226.20_19.19.19.17.out.average,0.038254,very-weak
194.116.84.15_19.19.19.18.out.average,0.172267,very-weak
194.2.0.36_19.19.19.10.out.average,0.036127,very-weak
195.14.50.21_19.19.19.32.out.average,0.292725,weak
202.28.209.254_19.19.19.40.out.average,0.053355,very-weak
202.38.97.230_19.19.19.4.out.average,0.056148,very-weak
202.8.44.105_19.19.19.23.out.average,0.132485,very-weak
202.90.159.172_19.19.19.25.out.average,0.074291,very-weak
203.0.178.32_19.19.19.1.out.average,0.138930,very-weak
203.178.132.80_19.19.19.19.out.average,0.112802,very-weak
212.110.161.69_19.19.19.45.out.average,0.188559,very-weak
