117.120.2.17_19.19.19.1.out.average, 
117.120.2.17_19.19.19.33.out.average,0.281818,weak
122.152.116.24_19.19.19.20.out.average,0.223316,weak
130.133.3.130_19.19.19.12.out.average,0.242191,weak
130.161.131.20_19.19.19.21.out.average,0.215293,weak
130.206.1.5_19.19.19.35.out.average,0.333559,weak
130.225.254.116_19.19.19.8.out.average,0.177150,very-weak
130.236.254.50_19.19.19.37.out.average,0.224758,weak
130.75.2.22_19.19.19.13.out.average,0.293019,weak
137.189.4.14_19.19.19.15.out.average,0.217452,weak
140.117.11.7_19.19.19.39.out.average,0.181943,very-weak
140.128.9.18_19.19.19.38.out.average,0.293356,weak
141.217.0.199_19.19.19.47.out.average,0.290534,weak
147.102.222.211_19.19.19.14.out.average,0.201626,weak
153.19.251.225_19.19.19.28.out.average,0.119448,very-weak
155.210.4.101_19.19.19.34.out.average,0.164006,very-weak
162.213.3.248_19.19.19.49.out.average,0.239992,weak
163.1.221.67_19.19.19.46.out.average,0.269925,weak
163.178.174.25_19.19.19.6.out.average,0.292847,weak
185.87.121.190_19.19.19.41.out.average,0.162424,very-weak
192.38.78.162_19.19.19.7.out.average,0.199002,weak
193.136.164.6_19.19.19.29.out.average,0.161344,very-weak
193.166.3.3_19.19.19.9.out.average,0.290133,weak
193.6.176.62_19.19.19.16.out.average,0.176249,very-weak
194.105.226.20_19.19.19.17.out.average,0.256070,weak
194.116.84.15_19.19.19.18.out.average,0.282513,weak
194.2.0.36_19.19.19.10.out.average,0.311567,weak
195.14.50.21_19.19.19.32.out.average,0.238804,weak
198.145.20.143_19.19.19.22.out.average,0.203984,weak
202.28.209.254_19.19.19.40.out.average,0.162512,very-weak
202.38.97.230_19.19.19.4.out.average,0.212815,weak
202.8.44.105_19.19.19.23.out.average,0.165767,very-weak
202.90.159.172_19.19.19.25.out.average,0.206551,weak
203.0.178.32_19.19.19.1.out.average,0.259609,weak
203.178.132.80_19.19.19.19.out.average,0.160399,very-weak
212.110.161.69_19.19.19.45.out.average,0.222880,weak
212.191.2.18_19.19.19.26.out.average,0.198081,weak
212.191.2.18_19.19.19.27.out.average,0.193853,weak
212.47.239.32_19.19.19.11.out.average,0.235849,weak
213.166.187.92_19.19.19.36.out.average,0.184494,very-weak
213.229.119.169_19.19.19.44.out.average,0.098625,very-weak
219.216.128.25_19.19.19.5.out.average,0.169644,very-weak
23.79.234.240_19.19.19.48.out.average,0.243546,weak
31.193.177.85_19.19.19.2.out.average,0.277974,weak
5.101.158.166_19.19.19.31.out.average,0.207102,weak
58.28.25.150_19.19.19.24.out.average,0.146652,very-weak
62.44.96.38_19.19.19.3.out.average,0.299535,weak
78.154.171.62_19.19.19.43.out.average,0.025520,very-weak
78.96.7.8_19.19.19.30.out.average,0.119881,very-weak
95.173.191.11_19.19.19.42.out.average,0.198424,weak
117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.999994,very-strong
122.152.116.24_19.19.19.20.out.average,0.185504,very-weak
130.133.3.130_19.19.19.12.out.average,0.140814,very-weak
130.161.131.20_19.19.19.21.out.average,0.232589,weak
130.206.1.5_19.19.19.35.out.average,0.219512,weak
130.225.254.116_19.19.19.8.out.average,0.295925,weak
130.236.254.50_19.19.19.37.out.average,0.287145,weak
130.75.2.22_19.19.19.13.out.average,0.218531,weak
137.189.4.14_19.19.19.15.out.average,0.276903,weak
140.117.11.7_19.19.19.39.out.average,0.215702,weak
140.128.9.18_19.19.19.38.out.average,0.214167,weak
141.217.0.199_19.19.19.47.out.average,0.436696,moderate
147.102.222.211_19.19.19.14.out.average,0.204817,weak
153.19.251.225_19.19.19.28.out.average,0.162732,very-weak
155.210.4.101_19.19.19.34.out.average,0.284083,weak
162.213.3.248_19.19.19.49.out.average,0.297766,weak
163.1.221.67_19.19.19.46.out.average,0.369947,weak
163.178.174.25_19.19.19.6.out.average,0.205942,weak
185.87.121.190_19.19.19.41.out.average,0.279099,weak
