10.0.2.2_19.19.19.12.out.average, 
10.0.2.2_19.19.19.12.out.average,-0.512892,moderate
10.0.2.2_19.19.19.13.out.average,-0.529200,moderate
10.0.2.2_19.19.19.15.out.average,-0.569532,moderate
10.0.2.2_19.19.19.7.out.average,-0.403015,moderate
117.120.2.17_19.19.19.33.out.average,-0.334912,weak
122.152.116.24_19.19.19.20.out.average,-0.137303,very-weak
130.133.3.130_19.19.19.12.out.average,-0.565391,moderate
130.161.131.20_19.19.19.21.out.average,-0.429889,moderate
130.206.1.5_19.19.19.35.out.average,-0.470585,moderate
130.225.254.116_19.19.19.8.out.average,-0.450699,moderate
130.236.254.50_19.19.19.37.out.average,-0.467579,moderate
130.75.2.22_19.19.19.13.out.average,-0.502639,moderate
137.189.4.14_19.19.19.15.out.average,-0.538636,moderate
140.117.11.7_19.19.19.39.out.average,-0.489370,moderate
140.128.9.18_19.19.19.38.out.average,-0.360014,weak
141.217.0.199_19.19.19.47.out.average,-0.418445,moderate
147.102.222.211_19.19.19.14.out.average,-0.448950,moderate
153.19.251.225_19.19.19.28.out.average,-0.468108,moderate
155.210.4.101_19.19.19.34.out.average,-0.451064,moderate
162.213.3.248_19.19.19.49.out.average,-0.413134,moderate
163.1.160.163_19.19.19.46.out.average,-0.436649,moderate
163.178.174.25_19.19.19.6.out.average,-0.500103,moderate
185.87.121.190_19.19.19.41.out.average,-0.462041,moderate
192.38.78.162_19.19.19.7.out.average,-0.405439,moderate
193.136.164.6_19.19.19.29.out.average,-0.421818,moderate
193.166.3.3_19.19.19.9.out.average,-0.477654,moderate
193.6.176.62_19.19.19.16.out.average,-0.479761,moderate
194.105.226.20_19.19.19.17.out.average,-0.445224,moderate
194.116.84.15_19.19.19.18.out.average,-0.508343,moderate
194.2.0.36_19.19.19.10.out.average,-0.440452,moderate
195.14.50.21_19.19.19.32.out.average,-0.335635,weak
198.145.20.143_19.19.19.22.out.average,-0.352744,weak
202.28.209.254_19.19.19.40.out.average,-0.292634,weak
202.38.97.230_19.19.19.4.out.average,-0.603667,strong
202.8.44.105_19.19.19.23.out.average,-0.452573,moderate
202.90.159.172_19.19.19.25.out.average,-0.501744,moderate
203.0.178.32_19.19.19.1.out.average,-0.367821,weak
203.178.132.80_19.19.19.19.out.average,-0.544949,moderate
212.110.161.69_19.19.19.45.out.average,-0.376851,weak
212.191.2.18_19.19.19.26.out.average,-0.408458,moderate
212.191.2.18_19.19.19.27.out.average,-0.380695,weak
212.47.239.32_19.19.19.11.out.average,-0.471342,moderate
213.166.187.92_19.19.19.36.out.average,-0.384665,weak
213.229.119.169_19.19.19.44.out.average,-0.459883,moderate
219.216.128.25_19.19.19.5.out.average,-0.666977,strong
23.79.234.240_19.19.19.48.out.average,-0.470350,moderate
31.193.177.85_19.19.19.2.out.average,-0.444984,moderate
5.101.158.166_19.19.19.31.out.average,-0.421392,moderate
58.28.25.150_19.19.19.24.out.average,-0.444875,moderate
62.44.96.38_19.19.19.3.out.average,-0.517823,moderate
78.154.171.62_19.19.19.43.out.average,-0.251517,weak
78.96.7.8_19.19.19.30.out.average,-0.455716,moderate
95.173.191.11_19.19.19.42.out.average,-0.431014,moderate
10.0.2.2_19.19.19.13.out.average, 
10.0.2.2_19.19.19.12.out.average,-0.512892,moderate
10.0.2.2_19.19.19.13.out.average,-0.529200,moderate
10.0.2.2_19.19.19.15.out.average,-0.569532,moderate
10.0.2.2_19.19.19.7.out.average,-0.403015,moderate
117.120.2.17_19.19.19.33.out.average,-0.334912,weak
122.152.116.24_19.19.19.20.out.average,-0.137303,very-weak
130.133.3.130_19.19.19.12.out.average,-0.565391,moderate
130.161.131.20_19.19.19.21.out.average,-0.429889,moderate
130.206.1.5_19.19.19.35.out.average,-0.470585,moderate
130.225.254.116_19.19.19.8.out.average,-0.450699,moderate
130.236.254.50_19.19.19.37.out.average,-0.467579,moderate
130.75.2.22_19.19.19.13.out.average,-0.502639,moderate
137.189.4.14_19.19.19.15.out.average,-0.538636,moderate
140.117.11.7_19.19.19.39.out.average,-0.489370,moderate
140.128.9.18_19.19.19.38.out.average,-0.360014,weak
141.217.0.199_19.19.19.47.out.average,-0.418445,moderate
147.102.222.211_19.19.19.14.out.average,-0.448950,moderate
153.19.251.225_19.19.19.28.out.average,-0.468108,moderate
155.210.4.101_19.19.19.34.out.average,-0.451064,moderate
162.213.3.248_19.19.19.49.out.average,-0.413134,moderate
163.1.160.163_19.19.19.46.out.average,-0.436649,moderate
163.178.174.25_19.19.19.6.out.average,-0.500103,moderate
185.87.121.190_19.19.19.41.out.average,-0.462041,moderate
192.38.78.162_19.19.19.7.out.average,-0.405439,moderate
193.136.164.6_19.19.19.29.out.average,-0.421818,moderate
193.166.3.3_19.19.19.9.out.average,-0.477654,moderate
193.6.176.62_19.19.19.16.out.average,-0.479761,moderate
194.105.226.20_19.19.19.17.out.average,-0.445224,moderate
194.116.84.15_19.19.19.18.out.average,-0.508343,moderate
194.2.0.36_19.19.19.10.out.average,-0.440452,moderate
195.14.50.21_19.19.19.32.out.average,-0.335635,weak
198.145.20.143_19.19.19.22.out.average,-0.352744,weak
202.28.209.254_19.19.19.40.out.average,-0.292634,weak
202.38.97.230_19.19.19.4.out.average,-0.603667,strong
202.8.44.105_19.19.19.23.out.average,-0.452573,moderate
202.90.159.172_19.19.19.25.out.average,-0.501744,moderate
203.0.178.32_19.19.19.1.out.average,-0.367821,weak
203.178.132.80_19.19.19.19.out.average,-0.544949,moderate
212.110.161.69_19.19.19.45.out.average,-0.376851,weak
212.191.2.18_19.19.19.26.out.average,-0.408458,moderate
212.191.2.18_19.19.19.27.out.average,-0.380695,weak
212.47.239.32_19.19.19.11.out.average,-0.471342,moderate
213.166.187.92_19.19.19.36.out.average,-0.384665,weak
213.229.119.169_19.19.19.44.out.average,-0.459883,moderate
219.216.128.25_19.19.19.5.out.average,-0.666977,strong
23.79.234.240_19.19.19.48.out.average,-0.470350,moderate
31.193.177.85_19.19.19.2.out.average,-0.444984,moderate
5.101.158.166_19.19.19.31.out.average,-0.421392,moderate
58.28.25.150_19.19.19.24.out.average,-0.444875,moderate
62.44.96.38_19.19.19.3.out.average,-0.517823,moderate
78.154.171.62_19.19.19.43.out.average,-0.251517,weak
78.96.7.8_19.19.19.30.out.average,-0.455716,moderate
95.173.191.11_19.19.19.42.out.average,-0.431014,moderate
10.0.2.2_19.19.19.15.out.average, 
10.0.2.2_19.19.19.12.out.average,-0.512892,moderate
10.0.2.2_19.19.19.13.out.average,-0.529200,moderate
10.0.2.2_19.19.19.15.out.average,-0.569532,moderate
10.0.2.2_19.19.19.7.out.average,-0.403015,moderate
117.120.2.17_19.19.19.33.out.average,-0.334912,weak
122.152.116.24_19.19.19.20.out.average,-0.137303,very-weak
130.133.3.130_19.19.19.12.out.average,-0.565391,moderate
130.161.131.20_19.19.19.21.out.average,-0.429889,moderate
130.206.1.5_19.19.19.35.out.average,-0.470585,moderate
130.225.254.116_19.19.19.8.out.average,-0.450699,moderate
130.236.254.50_19.19.19.37.out.average,-0.467579,moderate
130.75.2.22_19.19.19.13.out.average,-0.502639,moderate
137.189.4.14_19.19.19.15.out.average,-0.538636,moderate
140.117.11.7_19.19.19.39.out.average,-0.489370,moderate
140.128.9.18_19.19.19.38.out.average,-0.360014,weak
141.217.0.199_19.19.19.47.out.average,-0.418445,moderate
147.102.222.211_19.19.19.14.out.average,-0.448950,moderate
153.19.251.225_19.19.19.28.out.average,-0.468108,moderate
155.210.4.101_19.19.19.34.out.average,-0.451064,moderate
162.213.3.248_19.19.19.49.out.average,-0.413134,moderate
163.1.160.163_19.19.19.46.out.average,-0.436649,moderate
163.178.174.25_19.19.19.6.out.average,-0.500103,moderate
185.87.121.190_19.19.19.41.out.average,-0.462041,moderate
192.38.78.162_19.19.19.7.out.average,-0.405439,moderate
193.136.164.6_19.19.19.29.out.average,-0.421818,moderate
193.166.3.3_19.19.19.9.out.average,-0.477654,moderate
193.6.176.62_19.19.19.16.out.average,-0.479761,moderate
194.105.226.20_19.19.19.17.out.average,-0.445224,moderate
194.116.84.15_19.19.19.18.out.average,-0.508343,moderate
194.2.0.36_19.19.19.10.out.average,-0.440452,moderate
195.14.50.21_19.19.19.32.out.average,-0.335635,weak
198.145.20.143_19.19.19.22.out.average,-0.352744,weak
202.28.209.254_19.19.19.40.out.average,-0.292634,weak
202.38.97.230_19.19.19.4.out.average,-0.603667,strong
202.8.44.105_19.19.19.23.out.average,-0.452573,moderate
202.90.159.172_19.19.19.25.out.average,-0.501744,moderate
203.0.178.32_19.19.19.1.out.average,-0.367821,weak
203.178.132.80_19.19.19.19.out.average,-0.544949,moderate
212.110.161.69_19.19.19.45.out.average,-0.376851,weak
212.191.2.18_19.19.19.26.out.average,-0.408458,moderate
212.191.2.18_19.19.19.27.out.average,-0.380695,weak
212.47.239.32_19.19.19.11.out.average,-0.471342,moderate
213.166.187.92_19.19.19.36.out.average,-0.384665,weak
213.229.119.169_19.19.19.44.out.average,-0.459883,moderate
219.216.128.25_19.19.19.5.out.average,-0.666977,strong
23.79.234.240_19.19.19.48.out.average,-0.470350,moderate
31.193.177.85_19.19.19.2.out.average,-0.444984,moderate
5.101.158.166_19.19.19.31.out.average,-0.421392,moderate
58.28.25.150_19.19.19.24.out.average,-0.444875,moderate
62.44.96.38_19.19.19.3.out.average,-0.517823,moderate
78.154.171.62_19.19.19.43.out.average,-0.251517,weak
78.96.7.8_19.19.19.30.out.average,-0.455716,moderate
95.173.191.11_19.19.19.42.out.average,-0.431014,moderate
10.0.2.2_19.19.19.7.out.average, 
10.0.2.2_19.19.19.12.out.average,-0.512892,moderate
10.0.2.2_19.19.19.13.out.average,-0.529200,moderate
10.0.2.2_19.19.19.15.out.average,-0.569532,moderate
10.0.2.2_19.19.19.7.out.average,-0.403015,moderate
117.120.2.17_19.19.19.33.out.average,-0.334912,weak
122.152.116.24_19.19.19.20.out.average,-0.137303,very-weak
130.133.3.130_19.19.19.12.out.average,-0.565391,moderate
130.161.131.20_19.19.19.21.out.average,-0.429889,moderate
130.206.1.5_19.19.19.35.out.average,-0.470585,moderate
130.225.254.116_19.19.19.8.out.average,-0.450699,moderate
130.236.254.50_19.19.19.37.out.average,-0.467579,moderate
130.75.2.22_19.19.19.13.out.average,-0.502639,moderate
137.189.4.14_19.19.19.15.out.average,-0.538636,moderate
140.117.11.7_19.19.19.39.out.average,-0.489370,moderate
140.128.9.18_19.19.19.38.out.average,-0.360014,weak
141.217.0.199_19.19.19.47.out.average,-0.418445,moderate
147.102.222.211_19.19.19.14.out.average,-0.448950,moderate
153.19.251.225_19.19.19.28.out.average,-0.468108,moderate
155.210.4.101_19.19.19.34.out.average,-0.451064,moderate
162.213.3.248_19.19.19.49.out.average,-0.413134,moderate
163.1.160.163_19.19.19.46.out.average,-0.436649,moderate
163.178.174.25_19.19.19.6.out.average,-0.500103,moderate
185.87.121.190_19.19.19.41.out.average,-0.462041,moderate
192.38.78.162_19.19.19.7.out.average,-0.405439,moderate
193.136.164.6_19.19.19.29.out.average,-0.421818,moderate
193.166.3.3_19.19.19.9.out.average,-0.477654,moderate
193.6.176.62_19.19.19.16.out.average,-0.479761,moderate
194.105.226.20_19.19.19.17.out.average,-0.445224,moderate
194.116.84.15_19.19.19.18.out.average,-0.508343,moderate
194.2.0.36_19.19.19.10.out.average,-0.440452,moderate
195.14.50.21_19.19.19.32.out.average,-0.335635,weak
198.145.20.143_19.19.19.22.out.average,-0.352744,weak
202.28.209.254_19.19.19.40.out.average,-0.292634,weak
202.38.97.230_19.19.19.4.out.average,-0.603667,strong
202.8.44.105_19.19.19.23.out.average,-0.452573,moderate
202.90.159.172_19.19.19.25.out.average,-0.501744,moderate
203.0.178.32_19.19.19.1.out.average,-0.367821,weak
203.178.132.80_19.19.19.19.out.average,-0.544949,moderate
212.110.161.69_19.19.19.45.out.average,-0.376851,weak
212.191.2.18_19.19.19.26.out.average,-0.408458,moderate
212.191.2.18_19.19.19.27.out.average,-0.380695,weak
212.47.239.32_19.19.19.11.out.average,-0.471342,moderate
213.166.187.92_19.19.19.36.out.average,-0.384665,weak
213.229.119.169_19.19.19.44.out.average,-0.459883,moderate
219.216.128.25_19.19.19.5.out.average,-0.666977,strong
23.79.234.240_19.19.19.48.out.average,-0.470350,moderate
31.193.177.85_19.19.19.2.out.average,-0.444984,moderate
5.101.158.166_19.19.19.31.out.average,-0.421392,moderate
58.28.25.150_19.19.19.24.out.average,-0.444875,moderate
62.44.96.38_19.19.19.3.out.average,-0.517823,moderate
78.154.171.62_19.19.19.43.out.average,-0.251517,weak
78.96.7.8_19.19.19.30.out.average,-0.455716,moderate
95.173.191.11_19.19.19.42.out.average,-0.431014,moderate
