117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.580801,moderate
122.152.116.24_19.19.19.20.out.average,0.151980,very-weak
130.133.3.130_19.19.19.12.out.average,0.059502,very-weak
130.161.131.20_19.19.19.21.out.average,0.316809,weak
130.206.1.5_19.19.19.35.out.average,0.015448,very-weak
130.225.254.116_19.19.19.8.out.average,0.218373,weak
130.236.254.50_19.19.19.37.out.average,0.017847,very-weak
130.75.2.22_19.19.19.13.out.average,0.042507,very-weak
137.189.4.14_19.19.19.15.out.average,-0.176407,very-weak
140.117.11.7_19.19.19.39.out.average,0.096443,very-weak
140.128.9.18_19.19.19.38.out.average,0.005667,very-weak
141.217.0.199_19.19.19.47.out.average,0.114095,very-weak
147.102.222.211_19.19.19.14.out.average,-0.009790,very-weak
153.19.251.225_19.19.19.28.out.average,-0.110962,very-weak
155.210.4.101_19.19.19.34.out.average,-0.107188,very-weak
162.213.3.248_19.19.19.49.out.average,0.032166,very-weak
163.1.221.67_19.19.19.46.out.average,-0.040233,very-weak
163.178.174.25_19.19.19.6.out.average,0.039526,very-weak
185.87.121.190_19.19.19.41.out.average,0.073088,very-weak
192.38.78.162_19.19.19.7.out.average,-0.047175,very-weak
193.136.164.6_19.19.19.29.out.average,-0.070294,very-weak
193.166.3.3_19.19.19.9.out.average,0.238684,weak
193.6.176.62_19.19.19.16.out.average,-0.114151,very-weak
194.105.226.20_19.19.19.17.out.average,-0.106601,very-weak
194.116.84.15_19.19.19.18.out.average,0.135040,very-weak
194.2.0.36_19.19.19.10.out.average,0.007917,very-weak
195.14.50.21_19.19.19.32.out.average,-0.048761,very-weak
198.145.20.143_19.19.19.22.out.average,-0.128232,very-weak
202.28.209.254_19.19.19.40.out.average,0.050385,very-weak
202.38.97.230_19.19.19.4.out.average,0.024314,very-weak
202.8.44.105_19.19.19.23.out.average,-0.019674,very-weak
202.90.159.172_19.19.19.25.out.average,0.136008,very-weak
203.0.178.32_19.19.19.1.out.average,-0.110611,very-weak
203.178.132.80_19.19.19.19.out.average,0.096718,very-weak
212.110.161.69_19.19.19.45.out.average,0.030474,very-weak
212.191.2.18_19.19.19.26.out.average,0.238459,weak
212.191.2.18_19.19.19.27.out.average,0.117515,very-weak
212.47.239.32_19.19.19.11.out.average,-0.033156,very-weak
213.166.187.92_19.19.19.36.out.average,-0.150476,very-weak
213.229.119.169_19.19.19.44.out.average,0.189397,very-weak
219.216.128.25_19.19.19.5.out.average,-0.001109,very-weak
23.79.234.240_19.19.19.48.out.average,0.120400,very-weak
31.193.177.85_19.19.19.2.out.average,0.180544,very-weak
5.101.158.166_19.19.19.31.out.average,0.188338,very-weak
58.28.25.150_19.19.19.24.out.average,0.182198,very-weak
62.44.96.38_19.19.19.3.out.average,0.273086,weak
78.154.171.62_19.19.19.43.out.average,0.186180,very-weak
78.96.7.8_19.19.19.30.out.average,-0.037620,very-weak
95.173.191.11_19.19.19.42.out.average,0.181305,very-weak
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,0.125077,very-weak
122.152.116.24_19.19.19.20.out.average,0.431809,moderate
130.133.3.130_19.19.19.12.out.average,0.098875,very-weak
130.161.131.20_19.19.19.21.out.average,0.084755,very-weak
130.206.1.5_19.19.19.35.out.average,-0.036443,very-weak
130.225.254.116_19.19.19.8.out.average,-0.049384,very-weak
130.236.254.50_19.19.19.37.out.average,0.004025,very-weak
130.75.2.22_19.19.19.13.out.average,0.154096,very-weak
137.189.4.14_19.19.19.15.out.average,-0.028277,very-weak
140.117.11.7_19.19.19.39.out.average,0.071890,very-weak
140.128.9.18_19.19.19.38.out.average,0.153316,very-weak
141.217.0.199_19.19.19.47.out.average,0.031328,very-weak
147.102.222.211_19.19.19.14.out.average,-0.039354,very-weak
153.19.251.225_19.19.19.28.out.average,-0.039408,very-weak
155.210.4.101_19.19.19.34.out.average,0.076819,very-weak
162.213.3.248_19.19.19.49.out.average,-0.030086,very-weak
163.1.221.67_19.19.19.46.out.average,-0.005035,very-weak
163.178.174.25_19.19.19.6.out.average,0.049999,very-weak
185.87.121.190_19.19.19.41.out.average,-0.095598,very-weak
192.38.78.162_19.19.19.7.out.average,-0.053082,very-weak
193.136.164.6_19.19.19.29.out.average,-0.082120,very-weak
193.166.3.3_19.19.19.9.out.average,-0.013461,very-weak
193.6.176.62_19.19.19.16.out.average,-0.061484,very-weak
194.105.226.20_19.19.19.17.out.average,-0.061966,very-weak
194.116.84.15_19.19.19.18.out.average,0.091473,very-weak
194.2.0.36_19.19.19.10.out.average,-0.095011,very-weak
195.14.50.21_19.19.19.32.out.average,-0.127692,very-weak
198.145.20.143_19.19.19.22.out.average,0.059808,very-weak
202.28.209.254_19.19.19.40.out.average,-0.010993,very-weak
202.38.97.230_19.19.19.4.out.average,-0.144631,very-weak
202.8.44.105_19.19.19.23.out.average,0.006125,very-weak
202.90.159.172_19.19.19.25.out.average,-0.078231,very-weak
203.0.178.32_19.19.19.1.out.average,-0.085091,very-weak
203.178.132.80_19.19.19.19.out.average,0.014191,very-weak
212.110.161.69_19.19.19.45.out.average,-0.120902,very-weak
212.191.2.18_19.19.19.26.out.average,-0.014947,very-weak
212.191.2.18_19.19.19.27.out.average,-0.094953,very-weak
212.47.239.32_19.19.19.11.out.average,-0.023629,very-weak
213.166.187.92_19.19.19.36.out.average,0.003659,very-weak
213.229.119.169_19.19.19.44.out.average,0.285862,weak
219.216.128.25_19.19.19.5.out.average,0.012535,very-weak
23.79.234.240_19.19.19.48.out.average,0.020574,very-weak
31.193.177.85_19.19.19.2.out.average,-0.010177,very-weak
5.101.158.166_19.19.19.31.out.average,-0.095412,very-weak
58.28.25.150_19.19.19.24.out.average,0.032901,very-weak
62.44.96.38_19.19.19.3.out.average,-0.031524,very-weak
78.154.171.62_19.19.19.43.out.average,0.062236,very-weak
78.96.7.8_19.19.19.30.out.average,0.050651,very-weak
95.173.191.11_19.19.19.42.out.average,0.138587,very-weak
130.133.3.130_19.19.19.12.out.average, 
117.120.2.17_19.19.19.33.out.average,0.064782,very-weak
122.152.116.24_19.19.19.20.out.average,0.159698,very-weak
130.133.3.130_19.19.19.12.out.average,0.503002,moderate
130.161.131.20_19.19.19.21.out.average,0.143555,very-weak
130.206.1.5_19.19.19.35.out.average,-0.058949,very-weak
130.225.254.116_19.19.19.8.out.average,0.041834,very-weak
130.236.254.50_19.19.19.37.out.average,-0.170098,very-weak
130.75.2.22_19.19.19.13.out.average,0.067640,very-weak
137.189.4.14_19.19.19.15.out.average,0.023463,very-weak
140.117.11.7_19.19.19.39.out.average,0.108425,very-weak
140.128.9.18_19.19.19.38.out.average,0.160611,very-weak
141.217.0.199_19.19.19.47.out.average,0.045515,very-weak
147.102.222.211_19.19.19.14.out.average,0.075192,very-weak
153.19.251.225_19.19.19.28.out.average,-0.150218,very-weak
155.210.4.101_19.19.19.34.out.average,-0.128520,very-weak
162.213.3.248_19.19.19.49.out.average,-0.032721,very-weak
163.1.221.67_19.19.19.46.out.average,-0.087160,very-weak
163.178.174.25_19.19.19.6.out.average,-0.070934,very-weak
185.87.121.190_19.19.19.41.out.average,0.133627,very-weak
192.38.78.162_19.19.19.7.out.average,-0.019815,very-weak
193.136.164.6_19.19.19.29.out.average,-0.115159,very-weak
193.166.3.3_19.19.19.9.out.average,0.090937,very-weak
193.6.176.62_19.19.19.16.out.average,-0.100997,very-weak
194.105.226.20_19.19.19.17.out.average,-0.016059,very-weak
194.116.84.15_19.19.19.18.out.average,0.145374,very-weak
194.2.0.36_19.19.19.10.out.average,0.046867,very-weak
195.14.50.21_19.19.19.32.out.average,-0.022484,very-weak
198.145.20.143_19.19.19.22.out.average,-0.066331,very-weak
202.28.209.254_19.19.19.40.out.average,0.032921,very-weak
202.38.97.230_19.19.19.4.out.average,0.018212,very-weak
202.8.44.105_19.19.19.23.out.average,-0.123772,very-weak
202.90.159.172_19.19.19.25.out.average,-0.020713,very-weak
203.0.178.32_19.19.19.1.out.average,-0.176422,very-weak
203.178.132.80_19.19.19.19.out.average,0.023411,very-weak
212.110.161.69_19.19.19.45.out.average,0.003105,very-weak
212.191.2.18_19.19.19.26.out.average,-0.036329,very-weak
212.191.2.18_19.19.19.27.out.average,0.018666,very-weak
212.47.239.32_19.19.19.11.out.average,0.009468,very-weak
213.166.187.92_19.19.19.36.out.average,0.087525,very-weak
213.229.119.169_19.19.19.44.out.average,0.153725,very-weak
219.216.128.25_19.19.19.5.out.average,0.050456,very-weak
23.79.234.240_19.19.19.48.out.average,0.163969,very-weak
31.193.177.85_19.19.19.2.out.average,-0.022155,very-weak
5.101.158.166_19.19.19.31.out.average,-0.087275,very-weak
58.28.25.150_19.19.19.24.out.average,0.194102,weak
62.44.96.38_19.19.19.3.out.average,0.176285,very-weak
78.154.171.62_19.19.19.43.out.average,-0.028858,very-weak
78.96.7.8_19.19.19.30.out.average,-0.090416,very-weak
95.173.191.11_19.19.19.42.out.average,0.147914,very-weak
130.161.131.20_19.19.19.21.out.average, 
117.120.2.17_19.19.19.33.out.average,0.174920,very-weak
122.152.116.24_19.19.19.20.out.average,-0.033168,very-weak
130.133.3.130_19.19.19.12.out.average,-0.036647,very-weak
130.161.131.20_19.19.19.21.out.average,0.515729,moderate
130.206.1.5_19.19.19.35.out.average,0.020932,very-weak
130.225.254.116_19.19.19.8.out.average,0.191141,weak
