117.120.2.17_19.19.19.1.out.average, 
117.120.2.17_19.19.19.33.out.average,0.999916,very-strong
122.152.116.24_19.19.19.20.out.average,0.988808,very-strong
130.133.3.130_19.19.19.12.out.average,0.995526,very-strong
130.161.131.20_19.19.19.21.out.average,0.999916,very-strong
130.206.1.5_19.19.19.35.out.average,0.999784,very-strong
130.225.254.116_19.19.19.8.out.average,0.991903,very-strong
130.236.254.50_19.19.19.37.out.average,0.996455,very-strong
130.75.2.22_19.19.19.13.out.average,0.995734,very-strong
137.189.4.14_19.19.19.15.out.average,0.989065,very-strong
140.128.9.18_19.19.19.38.out.average,0.999601,very-strong
141.217.0.199_19.19.19.47.out.average,0.999567,very-strong
147.102.222.211_19.19.19.14.out.average,0.993277,very-strong
153.19.251.225_19.19.19.28.out.average,0.995523,very-strong
155.210.4.101_19.19.19.34.out.average,0.997676,very-strong
162.213.3.248_19.19.19.49.out.average,0.999567,very-strong
163.1.160.163_19.19.19.46.out.average,0.999891,very-strong
163.178.174.25_19.19.19.6.out.average,0.996112,very-strong
185.87.121.190_19.19.19.41.out.average,0.995523,very-strong
192.38.78.162_19.19.19.7.out.average,0.994962,very-strong
193.136.164.6_19.19.19.29.out.average,0.997595,very-strong
193.166.3.3_19.19.19.9.out.average,0.999784,very-strong
193.6.176.62_19.19.19.16.out.average,0.995626,very-strong
194.105.226.20_19.19.19.17.out.average,0.999916,very-strong
194.116.84.15_19.19.19.18.out.average,0.999966,very-strong
194.2.0.36_19.19.19.10.out.average,0.999654,very-strong
195.14.50.21_19.19.19.32.out.average,0.994869,very-strong
198.145.20.143_19.19.19.22.out.average,0.993853,very-strong
202.28.209.254_19.19.19.40.out.average,0.999074,very-strong
202.38.97.230_19.19.19.4.out.average,0.993565,very-strong
202.8.44.105_19.19.19.23.out.average,0.992844,very-strong
202.90.159.172_19.19.19.25.out.average,0.997009,very-strong
203.0.178.32_19.19.19.1.out.average,0.995416,very-strong
203.178.132.80_19.19.19.19.out.average,0.999243,very-strong
212.110.161.69_19.19.19.45.out.average,0.999916,very-strong
212.191.2.18_19.19.19.26.out.average,0.998581,very-strong
212.191.2.18_19.19.19.27.out.average,0.998257,very-strong
212.47.239.32_19.19.19.11.out.average,0.996017,very-strong
213.166.187.92_19.19.19.36.out.average,0.997009,very-strong
213.229.119.169_19.19.19.44.out.average,0.991271,very-strong
219.216.128.25_19.19.19.5.out.average,0.990477,very-strong
23.79.234.240_19.19.19.48.out.average,0.999409,very-strong
31.193.177.85_19.19.19.2.out.average,0.999891,very-strong
5.101.158.166_19.19.19.31.out.average,0.999493,very-strong
58.28.25.150_19.19.19.24.out.average,0.999567,very-strong
62.44.96.38_19.19.19.3.out.average,0.995725,very-strong
78.154.171.62_19.19.19.43.out.average,0.995610,very-strong
78.96.7.8_19.19.19.30.out.average,0.999465,very-strong
95.173.191.11_19.19.19.42.out.average,0.989769,very-strong
117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,1.000000,very-strong
122.152.116.24_19.19.19.20.out.average,0.988900,very-strong
130.133.3.130_19.19.19.12.out.average,0.995432,very-strong
130.161.131.20_19.19.19.21.out.average,1.000000,very-strong
130.206.1.5_19.19.19.35.out.average,0.999625,very-strong
130.225.254.116_19.19.19.8.out.average,0.991912,very-strong
130.236.254.50_19.19.19.37.out.average,0.996290,very-strong
130.75.2.22_19.19.19.13.out.average,0.995480,very-strong
137.189.4.14_19.19.19.15.out.average,0.989047,very-strong
140.128.9.18_19.19.19.38.out.average,0.999687,very-strong
141.217.0.199_19.19.19.47.out.average,0.999648,very-strong
147.102.222.211_19.19.19.14.out.average,0.993244,very-strong
153.19.251.225_19.19.19.28.out.average,0.995526,very-strong
155.210.4.101_19.19.19.34.out.average,0.997734,very-strong
162.213.3.248_19.19.19.49.out.average,0.999648,very-strong
163.1.160.163_19.19.19.46.out.average,0.999972,very-strong
163.178.174.25_19.19.19.6.out.average,0.995872,very-strong
185.87.121.190_19.19.19.41.out.average,0.995526,very-strong
192.38.78.162_19.19.19.7.out.average,0.994882,very-strong
193.136.164.6_19.19.19.29.out.average,0.997640,very-strong
193.166.3.3_19.19.19.9.out.average,0.999625,very-strong
193.6.176.62_19.19.19.16.out.average,0.995638,very-strong
194.105.226.20_19.19.19.17.out.average,1.000000,very-strong
194.116.84.15_19.19.19.18.out.average,0.999819,very-strong
194.2.0.36_19.19.19.10.out.average,0.999507,very-strong
195.14.50.21_19.19.19.32.out.average,0.994904,very-strong
198.145.20.143_19.19.19.22.out.average,0.993896,very-strong
202.28.209.254_19.19.19.40.out.average,0.999146,very-strong
202.38.97.230_19.19.19.4.out.average,0.993324,very-strong
202.8.44.105_19.19.19.23.out.average,0.992859,very-strong
202.90.159.172_19.19.19.25.out.average,0.997032,very-strong
203.0.178.32_19.19.19.1.out.average,0.995410,very-strong
203.178.132.80_19.19.19.19.out.average,0.999324,very-strong
212.110.161.69_19.19.19.45.out.average,1.000000,very-strong
212.191.2.18_19.19.19.26.out.average,0.998644,very-strong
212.191.2.18_19.19.19.27.out.average,0.998320,very-strong
212.47.239.32_19.19.19.11.out.average,0.995876,very-strong
213.166.187.92_19.19.19.36.out.average,0.997032,very-strong
213.229.119.169_19.19.19.44.out.average,0.991137,very-strong
219.216.128.25_19.19.19.5.out.average,0.990565,very-strong
23.79.234.240_19.19.19.48.out.average,0.999495,very-strong
31.193.177.85_19.19.19.2.out.average,0.999972,very-strong
5.101.158.166_19.19.19.31.out.average,0.999587,very-strong
58.28.25.150_19.19.19.24.out.average,0.999648,very-strong
62.44.96.38_19.19.19.3.out.average,0.995747,very-strong
78.154.171.62_19.19.19.43.out.average,0.995612,very-strong
78.96.7.8_19.19.19.30.out.average,0.999555,very-strong
95.173.191.11_19.19.19.42.out.average,0.989806,very-strong
122.152.116.24_19.19.19.1.out.average, 
117.120.2.17_19.19.19.33.out.average,0.989020,very-strong
122.152.116.24_19.19.19.20.out.average,0.999793,very-strong
130.133.3.130_19.19.19.12.out.average,0.987371,very-strong
130.161.131.20_19.19.19.21.out.average,0.989020,very-strong
130.206.1.5_19.19.19.35.out.average,0.988931,very-strong
130.225.254.116_19.19.19.8.out.average,0.992936,very-strong
130.236.254.50_19.19.19.37.out.average,0.991243,very-strong
130.75.2.22_19.19.19.13.out.average,0.987831,very-strong
137.189.4.14_19.19.19.15.out.average,0.986147,very-strong
140.128.9.18_19.19.19.38.out.average,0.989643,very-strong
141.217.0.199_19.19.19.47.out.average,0.989020,very-strong
147.102.222.211_19.19.19.14.out.average,0.988974,very-strong
153.19.251.225_19.19.19.28.out.average,0.991414,very-strong
155.210.4.101_19.19.19.34.out.average,0.990349,very-strong
162.213.3.248_19.19.19.49.out.average,0.989020,very-strong
163.1.160.163_19.19.19.46.out.average,0.989020,very-strong
163.178.174.25_19.19.19.6.out.average,0.987369,very-strong
185.87.121.190_19.19.19.41.out.average,0.990338,very-strong
192.38.78.162_19.19.19.7.out.average,0.989047,very-strong
193.136.164.6_19.19.19.29.out.average,0.989020,very-strong
193.166.3.3_19.19.19.9.out.average,0.988931,very-strong
193.6.176.62_19.19.19.16.out.average,0.990643,very-strong
194.105.226.20_19.19.19.17.out.average,0.989020,very-strong
194.116.84.15_19.19.19.18.out.average,0.989277,very-strong
194.2.0.36_19.19.19.10.out.average,0.989277,very-strong
195.14.50.21_19.19.19.32.out.average,0.989887,very-strong
198.145.20.143_19.19.19.22.out.average,0.989931,very-strong
202.28.209.254_19.19.19.40.out.average,0.989020,very-strong
202.38.97.230_19.19.19.4.out.average,0.991745,very-strong
202.8.44.105_19.19.19.23.out.average,0.991997,very-strong
202.90.159.172_19.19.19.25.out.average,0.989308,very-strong
203.0.178.32_19.19.19.1.out.average,0.991362,very-strong
203.178.132.80_19.19.19.19.out.average,0.989020,very-strong
212.110.161.69_19.19.19.45.out.average,0.989020,very-strong
212.191.2.18_19.19.19.26.out.average,0.989020,very-strong
212.191.2.18_19.19.19.27.out.average,0.989020,very-strong
212.47.239.32_19.19.19.11.out.average,0.991084,very-strong
213.166.187.92_19.19.19.36.out.average,0.989308,very-strong
213.229.119.169_19.19.19.44.out.average,0.991570,very-strong
219.216.128.25_19.19.19.5.out.average,0.993052,very-strong
23.79.234.240_19.19.19.48.out.average,0.989762,very-strong
31.193.177.85_19.19.19.2.out.average,0.989020,very-strong
5.101.158.166_19.19.19.31.out.average,0.990333,very-strong
58.28.25.150_19.19.19.24.out.average,0.989020,very-strong
62.44.96.38_19.19.19.3.out.average,0.991578,very-strong
78.154.171.62_19.19.19.43.out.average,0.991422,very-strong
78.96.7.8_19.19.19.30.out.average,0.990349,very-strong
95.173.191.11_19.19.19.42.out.average,0.991610,very-strong
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,0.988900,very-strong
122.152.116.24_19.19.19.20.out.average,1.000000,very-strong
