117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.990714,very-strong
122.152.116.24_19.19.19.20.out.average,0.420046,moderate
130.133.3.130_19.19.19.12.out.average,0.248512,weak
130.161.131.20_19.19.19.21.out.average,0.028133,very-weak
130.206.1.5_19.19.19.35.out.average,-0.081318,very-weak
130.225.254.116_19.19.19.8.out.average,0.039900,very-weak
130.236.254.50_19.19.19.37.out.average,-0.043162,very-weak
130.75.2.22_19.19.19.13.out.average,-0.161055,very-weak
137.189.4.14_19.19.19.15.out.average,-0.067474,very-weak
140.117.11.7_19.19.19.39.out.average,0.445061,moderate
140.128.9.18_19.19.19.38.out.average,-0.031811,very-weak
141.217.0.199_19.19.19.47.out.average,0.151370,very-weak
147.102.222.211_19.19.19.14.out.average,0.114482,very-weak
149.20.37.36_19.19.19.22.out.average,0.139522,very-weak
153.19.251.225_19.19.19.28.out.average,0.048002,very-weak
155.210.4.101_19.19.19.34.out.average,-0.046294,very-weak
162.213.3.248_19.19.19.49.out.average,0.311435,weak
163.1.160.163_19.19.19.46.out.average,0.069025,very-weak
163.178.174.25_19.19.19.6.out.average,-0.025255,very-weak
185.87.121.190_19.19.19.41.out.average,-0.066438,very-weak
192.38.78.162_19.19.19.7.out.average,-0.060764,very-weak
193.136.164.6_19.19.19.29.out.average,-0.055198,very-weak
193.166.3.3_19.19.19.9.out.average,0.568670,moderate
193.6.176.62_19.19.19.16.out.average,0.170398,very-weak
194.105.226.20_19.19.19.17.out.average,0.094201,very-weak
194.116.84.15_19.19.19.18.out.average,0.348984,weak
194.2.0.36_19.19.19.10.out.average,0.336066,weak
195.14.50.21_19.19.19.32.out.average,0.419253,moderate
202.28.209.254_19.19.19.40.out.average,0.452395,moderate
202.38.97.230_19.19.19.4.out.average,0.327367,weak
202.8.44.105_19.19.19.23.out.average,0.488229,moderate
202.90.159.172_19.19.19.25.out.average,0.000714,very-weak
203.0.178.32_19.19.19.1.out.average,0.091186,very-weak
203.178.132.80_19.19.19.19.out.average,0.125771,very-weak
212.110.161.69_19.19.19.45.out.average,0.246574,weak
212.191.2.18_19.19.19.26.out.average,0.003637,very-weak
212.191.2.18_19.19.19.27.out.average,0.382712,weak
212.47.239.32_19.19.19.11.out.average,0.093154,very-weak
213.166.187.92_19.19.19.36.out.average,0.019562,very-weak
213.229.119.169_19.19.19.44.out.average,0.119639,very-weak
219.216.128.25_19.19.19.5.out.average,0.009257,very-weak
23.79.234.240_19.19.19.48.out.average,0.233981,weak
31.193.177.85_19.19.19.2.out.average,0.265170,weak
5.101.158.166_19.19.19.31.out.average,0.099845,very-weak
58.28.25.150_19.19.19.24.out.average,0.331286,weak
62.44.96.38_19.19.19.3.out.average,0.422144,moderate
78.154.171.62_19.19.19.43.out.average,0.252958,weak
78.96.7.8_19.19.19.30.out.average,0.359897,weak
95.173.191.11_19.19.19.42.out.average,0.410239,moderate
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,0.392128,moderate
122.152.116.24_19.19.19.20.out.average,0.988607,very-strong
130.133.3.130_19.19.19.12.out.average,0.115377,very-weak
130.161.131.20_19.19.19.21.out.average,0.065663,very-weak
130.206.1.5_19.19.19.35.out.average,0.104636,very-weak
130.225.254.116_19.19.19.8.out.average,0.165273,very-weak
130.236.254.50_19.19.19.37.out.average,-0.047292,very-weak
130.75.2.22_19.19.19.13.out.average,0.119261,very-weak
137.189.4.14_19.19.19.15.out.average,-0.161814,very-weak
