117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.134435,very-weak
122.152.116.24_19.19.19.20.out.average,0.038077,very-weak
130.133.3.130_19.19.19.12.out.average,0.034329,very-weak
130.161.131.20_19.19.19.21.out.average,-0.035301,very-weak
130.206.1.5_19.19.19.35.out.average,-0.043322,very-weak
130.225.254.116_19.19.19.8.out.average,-0.053268,very-weak
130.236.254.50_19.19.19.37.out.average,-0.018312,very-weak
130.75.2.22_19.19.19.13.out.average,-0.069563,very-weak
137.189.4.14_19.19.19.15.out.average,-0.006934,very-weak
140.117.11.7_19.19.19.39.out.average,0.007623,very-weak
140.128.9.18_19.19.19.38.out.average,0.055882,very-weak
141.217.0.199_19.19.19.47.out.average,-0.009737,very-weak
147.102.222.211_19.19.19.14.out.average,-0.039662,very-weak
153.19.251.225_19.19.19.28.out.average,-0.021478,very-weak
155.210.4.101_19.19.19.34.out.average,-0.019702,very-weak
162.213.3.248_19.19.19.49.out.average,0.042389,very-weak
163.1.221.67_19.19.19.46.out.average,-0.082652,very-weak
163.178.174.25_19.19.19.6.out.average,-0.072885,very-weak
185.87.121.190_19.19.19.41.out.average,-0.039422,very-weak
192.38.78.162_19.19.19.7.out.average,0.074150,very-weak
193.136.164.6_19.19.19.29.out.average,-0.027150,very-weak
193.166.3.3_19.19.19.9.out.average,-0.040461,very-weak
193.6.176.62_19.19.19.16.out.average,0.099841,very-weak
194.105.226.20_19.19.19.17.out.average,0.019180,very-weak
194.116.84.15_19.19.19.18.out.average,-0.127161,very-weak
194.2.0.36_19.19.19.10.out.average,-0.080837,very-weak
195.14.50.21_19.19.19.32.out.average,-0.026461,very-weak
198.145.20.143_19.19.19.22.out.average,-0.054412,very-weak
202.28.209.254_19.19.19.40.out.average,-0.029245,very-weak
202.38.97.230_19.19.19.4.out.average,0.004412,very-weak
202.8.44.105_19.19.19.23.out.average,-0.040666,very-weak
202.90.159.172_19.19.19.25.out.average,-0.003992,very-weak
203.0.178.32_19.19.19.1.out.average,-0.061528,very-weak
203.178.132.80_19.19.19.19.out.average,-0.038156,very-weak
212.110.161.69_19.19.19.45.out.average,0.063669,very-weak
212.191.2.18_19.19.19.26.out.average,0.042954,very-weak
212.191.2.18_19.19.19.27.out.average,-0.095077,very-weak
212.47.239.32_19.19.19.11.out.average,0.070240,very-weak
213.166.187.92_19.19.19.36.out.average,-0.028470,very-weak
213.229.119.169_19.19.19.44.out.average,-0.037557,very-weak
219.216.128.25_19.19.19.5.out.average,-0.065177,very-weak
