10.0.2.2_19.19.19.7.out.average, 
10.0.2.2_19.19.19.7.out.average,1.000000,very-strong
130.225.254.116_19.19.19.8.out.average,0.605341,strong
163.178.174.25_19.19.19.6.out.average,0.621503,strong
192.38.78.162_19.19.19.7.out.average,0.605389,strong
193.166.3.3_19.19.19.9.out.average,0.705265,strong
194.2.0.36_19.19.19.10.out.average,0.613455,strong
202.38.97.230_19.19.19.4.out.average,0.690827,strong
203.0.178.32_19.19.19.1.out.average,0.605426,strong
219.216.128.25_19.19.19.5.out.average,0.660482,strong
31.193.177.85_19.19.19.2.out.average,0.613435,strong
62.44.96.38_19.19.19.3.out.average,0.629598,strong
130.225.254.116_19.19.19.8.out.average, 
10.0.2.2_19.19.19.7.out.average,0.605341,strong
130.225.254.116_19.19.19.8.out.average,0.999998,very-strong
163.178.174.25_19.19.19.6.out.average,0.971412,very-strong
192.38.78.162_19.19.19.7.out.average,0.967200,very-strong
193.166.3.3_19.19.19.9.out.average,0.965238,very-strong
194.2.0.36_19.19.19.10.out.average,0.967302,very-strong
202.38.97.230_19.19.19.4.out.average,0.965274,very-strong
203.0.178.32_19.19.19.1.out.average,0.970409,very-strong
219.216.128.25_19.19.19.5.out.average,0.970961,very-strong
31.193.177.85_19.19.19.2.out.average,0.966395,very-strong
62.44.96.38_19.19.19.3.out.average,0.967789,very-strong
163.178.174.25_19.19.19.6.out.average, 
10.0.2.2_19.19.19.7.out.average,0.621503,strong
130.225.254.116_19.19.19.8.out.average,0.971460,very-strong
163.178.174.25_19.19.19.6.out.average,1.000000,very-strong
192.38.78.162_19.19.19.7.out.average,0.979482,very-strong
193.166.3.3_19.19.19.9.out.average,0.969936,very-strong
194.2.0.36_19.19.19.10.out.average,0.968286,very-strong
202.38.97.230_19.19.19.4.out.average,0.970051,very-strong
203.0.178.32_19.19.19.1.out.average,0.963931,very-strong
219.216.128.25_19.19.19.5.out.average,0.974206,very-strong
31.193.177.85_19.19.19.2.out.average,0.969773,very-strong
62.44.96.38_19.19.19.3.out.average,0.970945,very-strong
192.38.78.162_19.19.19.7.out.average, 
10.0.2.2_19.19.19.7.out.average,0.605381,strong
130.225.254.116_19.19.19.8.out.average,0.967258,very-strong
163.178.174.25_19.19.19.6.out.average,0.979473,very-strong
192.38.78.162_19.19.19.7.out.average,1.000000,very-strong
193.166.3.3_19.19.19.9.out.average,0.970906,very-strong
194.2.0.36_19.19.19.10.out.average,0.966953,very-strong
202.38.97.230_19.19.19.4.out.average,0.969919,very-strong
203.0.178.32_19.19.19.1.out.average,0.966690,very-strong
219.216.128.25_19.19.19.5.out.average,0.973348,very-strong
31.193.177.85_19.19.19.2.out.average,0.972340,very-strong
62.44.96.38_19.19.19.3.out.average,0.970906,very-strong
193.166.3.3_19.19.19.9.out.average, 
10.0.2.2_19.19.19.7.out.average,0.705265,strong
130.225.254.116_19.19.19.8.out.average,0.965265,very-strong
163.178.174.25_19.19.19.6.out.average,0.969936,very-strong
192.38.78.162_19.19.19.7.out.average,0.970891,very-strong
193.166.3.3_19.19.19.9.out.average,1.000000,very-strong
194.2.0.36_19.19.19.10.out.average,0.963822,very-strong
202.38.97.230_19.19.19.4.out.average,0.976286,very-strong
203.0.178.32_19.19.19.1.out.average,0.967098,very-strong
219.216.128.25_19.19.19.5.out.average,0.975673,very-strong
31.193.177.85_19.19.19.2.out.average,0.968380,very-strong
62.44.96.38_19.19.19.3.out.average,0.966291,very-strong
194.2.0.36_19.19.19.10.out.average, 
10.0.2.2_19.19.19.7.out.average,0.613455,strong
130.225.254.116_19.19.19.8.out.average,0.967355,very-strong
163.178.174.25_19.19.19.6.out.average,0.968286,very-strong
192.38.78.162_19.19.19.7.out.average,0.966941,very-strong
193.166.3.3_19.19.19.9.out.average,0.963822,very-strong
194.2.0.36_19.19.19.10.out.average,1.000000,very-strong
202.38.97.230_19.19.19.4.out.average,0.968966,very-strong
203.0.178.32_19.19.19.1.out.average,0.966981,very-strong
219.216.128.25_19.19.19.5.out.average,0.967253,very-strong
31.193.177.85_19.19.19.2.out.average,0.964596,very-strong
62.44.96.38_19.19.19.3.out.average,0.963642,very-strong
202.38.97.230_19.19.19.4.out.average, 
10.0.2.2_19.19.19.7.out.average,0.690827,strong
130.225.254.116_19.19.19.8.out.average,0.965342,very-strong
163.178.174.25_19.19.19.6.out.average,0.970051,very-strong
192.38.78.162_19.19.19.7.out.average,0.969904,very-strong
193.166.3.3_19.19.19.9.out.average,0.976286,very-strong
194.2.0.36_19.19.19.10.out.average,0.968966,very-strong
202.38.97.230_19.19.19.4.out.average,1.000000,very-strong
203.0.178.32_19.19.19.1.out.average,0.969300,very-strong
219.216.128.25_19.19.19.5.out.average,0.980773,very-strong
31.193.177.85_19.19.19.2.out.average,0.966624,very-strong
62.44.96.38_19.19.19.3.out.average,0.969868,very-strong
203.0.178.32_19.19.19.1.out.average, 
10.0.2.2_19.19.19.7.out.average,0.605426,strong
130.225.254.116_19.19.19.8.out.average,0.970464,very-strong
163.178.174.25_19.19.19.6.out.average,0.963931,very-strong
192.38.78.162_19.19.19.7.out.average,0.966672,very-strong
193.166.3.3_19.19.19.9.out.average,0.967098,very-strong
194.2.0.36_19.19.19.10.out.average,0.966981,very-strong
202.38.97.230_19.19.19.4.out.average,0.969300,very-strong
203.0.178.32_19.19.19.1.out.average,1.000000,very-strong
219.216.128.25_19.19.19.5.out.average,0.966960,very-strong
31.193.177.85_19.19.19.2.out.average,0.968924,very-strong
62.44.96.38_19.19.19.3.out.average,0.971969,very-strong
219.216.128.25_19.19.19.5.out.average, 
10.0.2.2_19.19.19.7.out.average,0.660482,strong
130.225.254.116_19.19.19.8.out.average,0.971011,very-strong
