117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,1.000000,very-strong
122.152.116.24_19.19.19.20.out.average,0.182175,very-weak
130.133.3.130_19.19.19.12.out.average,0.162953,very-weak
130.161.131.20_19.19.19.21.out.average,0.198790,weak
130.206.1.5_19.19.19.35.out.average,0.129465,very-weak
130.225.254.116_19.19.19.8.out.average,0.146210,very-weak
130.236.254.50_19.19.19.37.out.average,0.053119,very-weak
130.75.2.22_19.19.19.13.out.average,0.076341,very-weak
137.189.4.14_19.19.19.15.out.average,0.096751,very-weak
140.117.11.7_19.19.19.39.out.average,0.107808,very-weak
140.128.9.18_19.19.19.38.out.average,0.086786,very-weak
141.217.0.199_19.19.19.47.out.average,0.163813,very-weak
147.102.222.211_19.19.19.14.out.average,0.141499,very-weak
149.20.37.36_19.19.19.22.out.average,0.056386,very-weak
153.19.251.225_19.19.19.28.out.average,0.320699,weak
155.210.4.101_19.19.19.34.out.average,0.102798,very-weak
162.213.3.248_19.19.19.49.out.average,0.278735,weak
163.1.160.163_19.19.19.46.out.average,0.134470,very-weak
163.178.174.25_19.19.19.6.out.average,0.140109,very-weak
185.87.121.190_19.19.19.41.out.average,0.071374,very-weak
192.38.78.162_19.19.19.7.out.average,0.115805,very-weak
193.136.164.6_19.19.19.29.out.average,0.099961,very-weak
193.166.3.3_19.19.19.9.out.average,0.025054,very-weak
193.6.176.62_19.19.19.16.out.average,0.243384,weak
194.105.226.20_19.19.19.17.out.average,0.174903,very-weak
194.116.84.15_19.19.19.18.out.average,0.084058,very-weak
194.2.0.36_19.19.19.10.out.average,0.035458,very-weak
195.14.50.21_19.19.19.32.out.average,0.044498,very-weak
202.28.209.254_19.19.19.40.out.average,0.138891,very-weak
202.38.97.230_19.19.19.4.out.average,0.247695,weak
202.8.44.105_19.19.19.23.out.average,0.048583,very-weak
202.90.159.172_19.19.19.25.out.average,0.156866,very-weak
203.0.178.32_19.19.19.1.out.average,-0.023827,very-weak
203.178.132.80_19.19.19.19.out.average,0.176150,very-weak
212.110.161.69_19.19.19.45.out.average,0.220225,weak
212.191.2.18_19.19.19.26.out.average,0.181242,very-weak
212.191.2.18_19.19.19.27.out.average,0.008612,very-weak
212.47.239.32_19.19.19.11.out.average,0.007052,very-weak
213.166.187.92_19.19.19.36.out.average,-0.008859,very-weak
213.229.119.169_19.19.19.44.out.average,0.012469,very-weak
219.216.128.25_19.19.19.5.out.average,0.067374,very-weak
23.79.234.240_19.19.19.48.out.average,0.038391,very-weak
31.193.177.85_19.19.19.2.out.average,0.059115,very-weak
5.101.158.166_19.19.19.31.out.average,0.152918,very-weak
58.28.25.150_19.19.19.24.out.average,0.085848,very-weak
62.44.96.38_19.19.19.3.out.average,0.010611,very-weak
78.154.171.62_19.19.19.43.out.average,0.171581,very-weak
78.96.7.8_19.19.19.30.out.average,0.112129,very-weak
95.173.191.11_19.19.19.42.out.average,0.148343,very-weak
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,0.182175,very-weak
122.152.116.24_19.19.19.20.out.average,1.000000,very-strong
130.133.3.130_19.19.19.12.out.average,0.250080,weak
130.161.131.20_19.19.19.21.out.average,0.060847,very-weak
130.206.1.5_19.19.19.35.out.average,0.114697,very-weak
130.225.254.116_19.19.19.8.out.average,0.058297,very-weak
130.236.254.50_19.19.19.37.out.average,0.114699,very-weak
130.75.2.22_19.19.19.13.out.average,0.251341,weak
137.189.4.14_19.19.19.15.out.average,0.196759,weak
140.117.11.7_19.19.19.39.out.average,0.163750,very-weak
140.128.9.18_19.19.19.38.out.average,0.281285,weak
141.217.0.199_19.19.19.47.out.average,0.113977,very-weak
147.102.222.211_19.19.19.14.out.average,0.193964,weak
149.20.37.36_19.19.19.22.out.average,0.072270,very-weak
153.19.251.225_19.19.19.28.out.average,0.105418,very-weak
155.210.4.101_19.19.19.34.out.average,0.060274,very-weak
162.213.3.248_19.19.19.49.out.average,0.266461,weak
163.1.160.163_19.19.19.46.out.average,0.069466,very-weak
163.178.174.25_19.19.19.6.out.average,0.169221,very-weak
185.87.121.190_19.19.19.41.out.average,0.130430,very-weak
192.38.78.162_19.19.19.7.out.average,0.129073,very-weak
193.136.164.6_19.19.19.29.out.average,0.176906,very-weak
193.166.3.3_19.19.19.9.out.average,0.160303,very-weak
193.6.176.62_19.19.19.16.out.average,0.141787,very-weak
194.105.226.20_19.19.19.17.out.average,0.185379,very-weak
194.116.84.15_19.19.19.18.out.average,0.298968,weak
194.2.0.36_19.19.19.10.out.average,0.036886,very-weak
195.14.50.21_19.19.19.32.out.average,0.175319,very-weak
202.28.209.254_19.19.19.40.out.average,0.183876,very-weak
202.38.97.230_19.19.19.4.out.average,0.201324,weak
202.8.44.105_19.19.19.23.out.average,0.182429,very-weak
202.90.159.172_19.19.19.25.out.average,0.149791,very-weak
203.0.178.32_19.19.19.1.out.average,0.171084,very-weak
203.178.132.80_19.19.19.19.out.average,0.127914,very-weak
212.110.161.69_19.19.19.45.out.average,0.204731,weak
212.191.2.18_19.19.19.26.out.average,0.261160,weak
212.191.2.18_19.19.19.27.out.average,0.115457,very-weak
212.47.239.32_19.19.19.11.out.average,0.228633,weak
213.166.187.92_19.19.19.36.out.average,0.284687,weak
213.229.119.169_19.19.19.44.out.average,0.212732,weak
219.216.128.25_19.19.19.5.out.average,0.124410,very-weak
23.79.234.240_19.19.19.48.out.average,0.005917,very-weak
31.193.177.85_19.19.19.2.out.average,0.212720,weak
5.101.158.166_19.19.19.31.out.average,0.096454,very-weak
58.28.25.150_19.19.19.24.out.average,0.154089,very-weak
62.44.96.38_19.19.19.3.out.average,0.156647,very-weak
78.154.171.62_19.19.19.43.out.average,0.174716,very-weak
78.96.7.8_19.19.19.30.out.average,0.183500,very-weak
95.173.191.11_19.19.19.42.out.average,0.111880,very-weak
130.133.3.130_19.19.19.12.out.average, 
117.120.2.17_19.19.19.33.out.average,0.162953,very-weak
122.152.116.24_19.19.19.20.out.average,0.250080,weak
130.133.3.130_19.19.19.12.out.average,1.000000,very-strong
130.161.131.20_19.19.19.21.out.average,0.234392,weak
130.206.1.5_19.19.19.35.out.average,0.172536,very-weak
130.225.254.116_19.19.19.8.out.average,0.119762,very-weak
130.236.254.50_19.19.19.37.out.average,0.135947,very-weak
130.75.2.22_19.19.19.13.out.average,0.160844,very-weak
137.189.4.14_19.19.19.15.out.average,0.242548,weak
140.117.11.7_19.19.19.39.out.average,0.139668,very-weak
140.128.9.18_19.19.19.38.out.average,0.155793,very-weak
141.217.0.199_19.19.19.47.out.average,0.162971,very-weak
147.102.222.211_19.19.19.14.out.average,0.093205,very-weak
149.20.37.36_19.19.19.22.out.average,0.253848,weak
153.19.251.225_19.19.19.28.out.average,0.204868,weak
155.210.4.101_19.19.19.34.out.average,0.195464,weak
162.213.3.248_19.19.19.49.out.average,0.322938,weak
163.1.160.163_19.19.19.46.out.average,0.058676,very-weak
163.178.174.25_19.19.19.6.out.average,0.211791,weak
185.87.121.190_19.19.19.41.out.average,0.060445,very-weak
192.38.78.162_19.19.19.7.out.average,0.196312,weak
193.136.164.6_19.19.19.29.out.average,0.174768,very-weak
193.166.3.3_19.19.19.9.out.average,0.146226,very-weak
193.6.176.62_19.19.19.16.out.average,0.129337,very-weak
194.105.226.20_19.19.19.17.out.average,0.301162,weak
194.116.84.15_19.19.19.18.out.average,0.135498,very-weak
194.2.0.36_19.19.19.10.out.average,0.125735,very-weak
195.14.50.21_19.19.19.32.out.average,0.128698,very-weak
202.28.209.254_19.19.19.40.out.average,0.131945,very-weak
202.38.97.230_19.19.19.4.out.average,0.102736,very-weak
202.8.44.105_19.19.19.23.out.average,0.120488,very-weak
202.90.159.172_19.19.19.25.out.average,0.150907,very-weak
