117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.987478,very-strong
122.152.116.24_19.19.19.20.out.average,-0.054371,very-weak
130.133.3.130_19.19.19.12.out.average,0.024492,very-weak
130.161.131.20_19.19.19.21.out.average,0.561170,moderate
130.206.1.5_19.19.19.35.out.average,0.413982,moderate
130.225.254.116_19.19.19.8.out.average,-0.061561,very-weak
130.236.254.50_19.19.19.37.out.average,0.343049,weak
130.75.2.22_19.19.19.13.out.average,0.022193,very-weak
137.189.4.14_19.19.19.15.out.average,-0.081639,very-weak
140.117.11.7_19.19.19.39.out.average,0.443480,moderate
140.128.9.18_19.19.19.38.out.average,-0.046330,very-weak
141.217.0.199_19.19.19.47.out.average,0.068317,very-weak
147.102.222.211_19.19.19.14.out.average,-0.046069,very-weak
149.20.37.36_19.19.19.22.out.average,0.169561,very-weak
153.19.251.225_19.19.19.28.out.average,0.403297,moderate
155.210.4.101_19.19.19.34.out.average,0.390045,moderate
162.213.3.248_19.19.19.49.out.average,0.190444,weak
163.1.160.163_19.19.19.46.out.average,0.067788,very-weak
163.178.174.25_19.19.19.6.out.average,0.099680,very-weak
185.87.121.190_19.19.19.41.out.average,-0.099629,very-weak
192.38.78.162_19.19.19.7.out.average,-0.080472,very-weak
193.136.164.6_19.19.19.29.out.average,-0.078895,very-weak
193.166.3.3_19.19.19.9.out.average,0.349777,weak
193.6.176.62_19.19.19.16.out.average,0.245118,weak
194.105.226.20_19.19.19.17.out.average,0.437479,moderate
194.116.84.15_19.19.19.18.out.average,0.356184,weak
194.2.0.36_19.19.19.10.out.average,-0.032169,very-weak
195.14.50.21_19.19.19.32.out.average,0.515895,moderate
202.28.209.254_19.19.19.40.out.average,0.042662,very-weak
202.38.97.230_19.19.19.4.out.average,0.175625,very-weak
202.8.44.105_19.19.19.23.out.average,0.570541,moderate
202.90.159.172_19.19.19.25.out.average,0.149095,very-weak
203.0.178.32_19.19.19.1.out.average,0.111486,very-weak
203.178.132.80_19.19.19.19.out.average,0.034128,very-weak
212.110.161.69_19.19.19.45.out.average,0.040072,very-weak
212.191.2.18_19.19.19.26.out.average,0.110142,very-weak
212.191.2.18_19.19.19.27.out.average,0.061930,very-weak
212.47.239.32_19.19.19.11.out.average,0.114762,very-weak
