112.124.140.210_19.19.19.2.out.average, 
112.124.140.210_19.19.19.2.out.average,1.000000,very-strong
115.124.75.126_19.19.19.24.out.average,0.664537,strong
123.255.202.74_19.19.19.23.out.average,0.697901,strong
129.69.8.112_19.19.19.14.out.average,0.882672,very-strong
130.225.254.116_19.19.19.6.out.average,0.991351,very-strong
134.157.176.20_19.19.19.10.out.average,0.733351,strong
137.189.4.14_19.19.19.18.out.average,0.802182,very-strong
137.226.34.46_19.19.19.12.out.average,0.809568,very-strong
141.76.1.200_19.19.19.15.out.average,0.913306,very-strong
147.102.222.211_19.19.19.17.out.average,0.928948,very-strong
147.229.3.144_19.19.19.3.out.average,0.855010,very-strong
147.52.159.12_19.19.19.16.out.average,0.868861,very-strong
148.6.0.24_19.19.19.19.out.average,0.711420,strong
193.1.193.64_19.19.19.25.out.average,0.879142,very-strong
193.166.3.5_19.19.19.7.out.average,0.938298,very-strong
193.190.67.98_19.19.19.1.out.average,0.943523,very-strong
193.50.27.70_19.19.19.9.out.average,0.826951,very-strong
193.6.176.62_19.19.19.20.out.average,0.910885,very-strong
194.158.119.190_19.19.19.8.out.average,0.906037,very-strong
194.19.194.51_19.19.19.5.out.average,0.936576,very-strong
195.228.252.133_19.19.19.21.out.average,0.686623,strong
202.3.245.121_19.19.19.11.out.average,0.880937,very-strong
212.201.68.60_19.19.19.13.out.average,0.909114,very-strong
212.30.230.86_19.19.19.22.out.average,0.904150,very-strong
46.30.211.12_19.19.19.4.out.average,0.969937,very-strong
115.124.75.126_19.19.19.24.out.average, 
112.124.140.210_19.19.19.2.out.average,0.664537,strong
115.124.75.126_19.19.19.24.out.average,1.000000,very-strong
123.255.202.74_19.19.19.23.out.average,0.923410,very-strong
129.69.8.112_19.19.19.14.out.average,0.874795,very-strong
130.225.254.116_19.19.19.6.out.average,0.696102,strong
134.157.176.20_19.19.19.10.out.average,0.906489,very-strong
137.189.4.14_19.19.19.18.out.average,0.893111,very-strong
137.226.34.46_19.19.19.12.out.average,0.898792,very-strong
141.76.1.200_19.19.19.15.out.average,0.848374,very-strong
147.102.222.211_19.19.19.17.out.average,0.830067,very-strong
147.229.3.144_19.19.19.3.out.average,0.879676,very-strong
147.52.159.12_19.19.19.16.out.average,0.884717,very-strong
148.6.0.24_19.19.19.19.out.average,0.921680,very-strong
193.1.193.64_19.19.19.25.out.average,0.866809,very-strong
193.166.3.5_19.19.19.7.out.average,0.834168,very-strong
193.190.67.98_19.19.19.1.out.average,0.816363,very-strong
193.50.27.70_19.19.19.9.out.average,0.887560,very-strong
193.6.176.62_19.19.19.20.out.average,0.840796,very-strong
194.158.119.190_19.19.19.8.out.average,0.862692,very-strong
194.19.194.51_19.19.19.5.out.average,0.827079,very-strong
195.228.252.133_19.19.19.21.out.average,0.915017,very-strong
202.3.245.121_19.19.19.11.out.average,0.865046,very-strong
212.201.68.60_19.19.19.13.out.average,0.847684,very-strong
212.30.230.86_19.19.19.22.out.average,0.851768,very-strong
46.30.211.12_19.19.19.4.out.average,0.769197,strong
123.255.202.74_19.19.19.23.out.average, 
112.124.140.210_19.19.19.2.out.average,0.697902,strong
115.124.75.126_19.19.19.24.out.average,0.923410,very-strong
123.255.202.74_19.19.19.23.out.average,1.000000,very-strong
129.69.8.112_19.19.19.14.out.average,0.879586,very-strong
130.225.254.116_19.19.19.6.out.average,0.727892,strong
134.157.176.20_19.19.19.10.out.average,0.925429,very-strong
137.189.4.14_19.19.19.18.out.average,0.904200,very-strong
137.226.34.46_19.19.19.12.out.average,0.900441,very-strong
141.76.1.200_19.19.19.15.out.average,0.870815,very-strong
147.102.222.211_19.19.19.17.out.average,0.849681,very-strong
147.229.3.144_19.19.19.3.out.average,0.892020,very-strong
147.52.159.12_19.19.19.16.out.average,0.885426,very-strong
148.6.0.24_19.19.19.19.out.average,0.920530,very-strong
193.1.193.64_19.19.19.25.out.average,0.881933,very-strong
193.166.3.5_19.19.19.7.out.average,0.848018,very-strong
193.190.67.98_19.19.19.1.out.average,0.834210,very-strong
193.50.27.70_19.19.19.9.out.average,0.898787,very-strong
193.6.176.62_19.19.19.20.out.average,0.871405,very-strong
194.158.119.190_19.19.19.8.out.average,0.868811,very-strong
194.19.194.51_19.19.19.5.out.average,0.846087,very-strong
195.228.252.133_19.19.19.21.out.average,0.923566,very-strong
202.3.245.121_19.19.19.11.out.average,0.886831,very-strong
212.201.68.60_19.19.19.13.out.average,0.875448,very-strong
212.30.230.86_19.19.19.22.out.average,0.876695,very-strong
46.30.211.12_19.19.19.4.out.average,0.792414,very-strong
129.69.8.112_19.19.19.14.out.average, 
112.124.140.210_19.19.19.2.out.average,0.882672,very-strong
115.124.75.126_19.19.19.24.out.average,0.874795,very-strong
123.255.202.74_19.19.19.23.out.average,0.879597,very-strong
129.69.8.112_19.19.19.14.out.average,1.000000,very-strong
130.225.254.116_19.19.19.6.out.average,0.899296,very-strong
134.157.176.20_19.19.19.10.out.average,0.903029,very-strong
137.189.4.14_19.19.19.18.out.average,0.935232,very-strong
137.226.34.46_19.19.19.12.out.average,0.927683,very-strong
141.76.1.200_19.19.19.15.out.average,0.947060,very-strong
147.102.222.211_19.19.19.17.out.average,0.950620,very-strong
147.229.3.144_19.19.19.3.out.average,0.950427,very-strong
147.52.159.12_19.19.19.16.out.average,0.955297,very-strong
148.6.0.24_19.19.19.19.out.average,0.898544,very-strong
193.1.193.64_19.19.19.25.out.average,0.943728,very-strong
193.166.3.5_19.19.19.7.out.average,0.957392,very-strong
193.190.67.98_19.19.19.1.out.average,0.950410,very-strong
193.50.27.70_19.19.19.9.out.average,0.944986,very-strong
193.6.176.62_19.19.19.20.out.average,0.956516,very-strong
194.158.119.190_19.19.19.8.out.average,0.956126,very-strong
194.19.194.51_19.19.19.5.out.average,0.949818,very-strong
195.228.252.133_19.19.19.21.out.average,0.894667,very-strong
202.3.245.121_19.19.19.11.out.average,0.960557,very-strong
212.201.68.60_19.19.19.13.out.average,0.957492,very-strong
212.30.230.86_19.19.19.22.out.average,0.950984,very-strong
46.30.211.12_19.19.19.4.out.average,0.925641,very-strong
130.225.254.116_19.19.19.6.out.average, 
112.124.140.210_19.19.19.2.out.average,0.991333,very-strong
115.124.75.126_19.19.19.24.out.average,0.696100,strong
123.255.202.74_19.19.19.23.out.average,0.727899,strong
129.69.8.112_19.19.19.14.out.average,0.899266,very-strong
130.225.254.116_19.19.19.6.out.average,0.999999,very-strong
134.157.176.20_19.19.19.10.out.average,0.762447,strong
137.189.4.14_19.19.19.18.out.average,0.830242,very-strong
137.226.34.46_19.19.19.12.out.average,0.832879,very-strong
141.76.1.200_19.19.19.15.out.average,0.923180,very-strong
147.102.222.211_19.19.19.17.out.average,0.945732,very-strong
147.229.3.144_19.19.19.3.out.average,0.877180,very-strong
147.52.159.12_19.19.19.16.out.average,0.889085,very-strong
148.6.0.24_19.19.19.19.out.average,0.737923,strong
193.1.193.64_19.19.19.25.out.average,0.896278,very-strong
193.166.3.5_19.19.19.7.out.average,0.953632,very-strong
193.190.67.98_19.19.19.1.out.average,0.954290,very-strong
193.50.27.70_19.19.19.9.out.average,0.849640,very-strong
193.6.176.62_19.19.19.20.out.average,0.929365,very-strong
194.158.119.190_19.19.19.8.out.average,0.923671,very-strong
194.19.194.51_19.19.19.5.out.average,0.951243,very-strong
195.228.252.133_19.19.19.21.out.average,0.717822,strong
202.3.245.121_19.19.19.11.out.average,0.899497,very-strong
212.201.68.60_19.19.19.13.out.average,0.924851,very-strong
212.30.230.86_19.19.19.22.out.average,0.920898,very-strong
46.30.211.12_19.19.19.4.out.average,0.978189,very-strong
134.157.176.20_19.19.19.10.out.average, 
112.124.140.210_19.19.19.2.out.average,0.733351,strong
115.124.75.126_19.19.19.24.out.average,0.906489,very-strong
123.255.202.74_19.19.19.23.out.average,0.925438,very-strong
129.69.8.112_19.19.19.14.out.average,0.903029,very-strong
130.225.254.116_19.19.19.6.out.average,0.762464,strong
134.157.176.20_19.19.19.10.out.average,1.000000,very-strong
137.189.4.14_19.19.19.18.out.average,0.924668,very-strong
137.226.34.46_19.19.19.12.out.average,0.910757,very-strong
141.76.1.200_19.19.19.15.out.average,0.887042,very-strong
147.102.222.211_19.19.19.17.out.average,0.884816,very-strong
147.229.3.144_19.19.19.3.out.average,0.917400,very-strong
147.52.159.12_19.19.19.16.out.average,0.908507,very-strong
148.6.0.24_19.19.19.19.out.average,0.927895,very-strong
193.1.193.64_19.19.19.25.out.average,0.897030,very-strong
193.166.3.5_19.19.19.7.out.average,0.868149,very-strong
193.190.67.98_19.19.19.1.out.average,0.862950,very-strong
193.50.27.70_19.19.19.9.out.average,0.921645,very-strong
193.6.176.62_19.19.19.20.out.average,0.881229,very-strong
194.158.119.190_19.19.19.8.out.average,0.889790,very-strong
194.19.194.51_19.19.19.5.out.average,0.867195,very-strong
195.228.252.133_19.19.19.21.out.average,0.904684,very-strong
202.3.245.121_19.19.19.11.out.average,0.897074,very-strong
212.201.68.60_19.19.19.13.out.average,0.891141,very-strong
212.30.230.86_19.19.19.22.out.average,0.896923,very-strong
46.30.211.12_19.19.19.4.out.average,0.819928,very-strong
137.189.4.14_19.19.19.18.out.average, 
112.124.140.210_19.19.19.2.out.average,0.802182,very-strong
115.124.75.126_19.19.19.24.out.average,0.893111,very-strong
123.255.202.74_19.19.19.23.out.average,0.904218,very-strong
129.69.8.112_19.19.19.14.out.average,0.935232,very-strong
130.225.254.116_19.19.19.6.out.average,0.830276,very-strong
134.157.176.20_19.19.19.10.out.average,0.924668,very-strong
137.189.4.14_19.19.19.18.out.average,1.000000,very-strong
137.226.34.46_19.19.19.12.out.average,0.933410,very-strong
141.76.1.200_19.19.19.15.out.average,0.912791,very-strong
147.102.222.211_19.19.19.17.out.average,0.922369,very-strong
147.229.3.144_19.19.19.3.out.average,0.934112,very-strong
147.52.159.12_19.19.19.16.out.average,0.936225,very-strong
148.6.0.24_19.19.19.19.out.average,0.916128,very-strong
193.1.193.64_19.19.19.25.out.average,0.933679,very-strong
