117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,-0.016122,very-weak
122.152.116.24_19.19.19.20.out.average,0.054532,very-weak
130.133.3.130_19.19.19.12.out.average,0.044742,very-weak
130.161.131.20_19.19.19.21.out.average,0.019564,very-weak
130.206.1.5_19.19.19.35.out.average,0.021671,very-weak
130.225.254.116_19.19.19.8.out.average,-0.012822,very-weak
130.236.254.50_19.19.19.37.out.average,0.031403,very-weak
130.75.2.22_19.19.19.13.out.average,-0.034094,very-weak
137.189.4.14_19.19.19.15.out.average,-0.013376,very-weak
140.128.9.18_19.19.19.38.out.average,0.023164,very-weak
141.217.0.199_19.19.19.47.out.average,-0.099375,very-weak
147.102.222.211_19.19.19.14.out.average,-0.046429,very-weak
153.19.251.225_19.19.19.28.out.average,0.005294,very-weak
155.210.4.101_19.19.19.34.out.average,-0.003348,very-weak
162.213.3.248_19.19.19.49.out.average,-0.025044,very-weak
163.1.160.163_19.19.19.46.out.average,0.031397,very-weak
163.178.174.25_19.19.19.6.out.average,-0.004996,very-weak
185.87.121.190_19.19.19.41.out.average,0.061307,very-weak
192.38.78.162_19.19.19.7.out.average,-0.028532,very-weak
193.136.164.6_19.19.19.29.out.average,0.176482,very-weak
193.166.3.3_19.19.19.9.out.average,-0.073596,very-weak
193.6.176.62_19.19.19.16.out.average,-0.043181,very-weak
194.105.226.20_19.19.19.17.out.average,0.004996,very-weak
194.116.84.15_19.19.19.18.out.average,-0.001778,very-weak
194.2.0.36_19.19.19.10.out.average,-0.013793,very-weak
195.14.50.21_19.19.19.32.out.average,-0.027895,very-weak
198.145.20.143_19.19.19.22.out.average,-0.073748,very-weak
202.28.209.254_19.19.19.40.out.average,0.033538,very-weak
202.38.97.230_19.19.19.4.out.average,0.101643,very-weak
202.8.44.105_19.19.19.23.out.average,-0.051099,very-weak
202.90.159.172_19.19.19.25.out.average,0.054192,very-weak
203.0.178.32_19.19.19.1.out.average,0.056951,very-weak
203.178.132.80_19.19.19.19.out.average,-0.017188,very-weak
212.191.2.18_19.19.19.26.out.average,0.009754,very-weak
212.191.2.18_19.19.19.27.out.average,0.017565,very-weak
212.47.239.32_19.19.19.11.out.average,0.119844,very-weak
213.229.119.169_19.19.19.44.out.average,0.013757,very-weak
219.216.128.25_19.19.19.5.out.average,-0.013550,very-weak
23.79.234.240_19.19.19.48.out.average,0.038585,very-weak
31.193.177.85_19.19.19.2.out.average,0.037844,very-weak
5.101.158.166_19.19.19.31.out.average,0.013054,very-weak
58.28.25.150_19.19.19.24.out.average,-0.026931,very-weak
62.44.96.38_19.19.19.3.out.average,-0.051420,very-weak
78.154.171.62_19.19.19.43.out.average,-0.067943,very-weak
78.96.7.8_19.19.19.30.out.average,0.026777,very-weak
95.173.191.11_19.19.19.42.out.average,-0.012466,very-weak
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,0.107612,very-weak
122.152.116.24_19.19.19.20.out.average,0.978068,very-strong
130.133.3.130_19.19.19.12.out.average,0.159558,very-weak
130.161.131.20_19.19.19.21.out.average,0.013116,very-weak
130.206.1.5_19.19.19.35.out.average,0.097524,very-weak
130.225.254.116_19.19.19.8.out.average,0.074359,very-weak
130.236.254.50_19.19.19.37.out.average,0.126996,very-weak
130.75.2.22_19.19.19.13.out.average,0.006438,very-weak
137.189.4.14_19.19.19.15.out.average,-0.036142,very-weak
140.128.9.18_19.19.19.38.out.average,0.122454,very-weak
141.217.0.199_19.19.19.47.out.average,0.061627,very-weak
147.102.222.211_19.19.19.14.out.average,0.044262,very-weak
153.19.251.225_19.19.19.28.out.average,0.083637,very-weak
155.210.4.101_19.19.19.34.out.average,0.015398,very-weak
162.213.3.248_19.19.19.49.out.average,0.015426,very-weak
163.1.160.163_19.19.19.46.out.average,0.052327,very-weak
163.178.174.25_19.19.19.6.out.average,0.006682,very-weak
185.87.121.190_19.19.19.41.out.average,0.135669,very-weak
192.38.78.162_19.19.19.7.out.average,-0.029328,very-weak
193.136.164.6_19.19.19.29.out.average,0.195115,weak
193.166.3.3_19.19.19.9.out.average,0.059772,very-weak
193.6.176.62_19.19.19.16.out.average,-0.035922,very-weak
194.105.226.20_19.19.19.17.out.average,0.058673,very-weak
194.116.84.15_19.19.19.18.out.average,-0.073166,very-weak
194.2.0.36_19.19.19.10.out.average,0.086209,very-weak
195.14.50.21_19.19.19.32.out.average,0.049845,very-weak
198.145.20.143_19.19.19.22.out.average,0.140926,very-weak
202.28.209.254_19.19.19.40.out.average,0.021716,very-weak
202.38.97.230_19.19.19.4.out.average,0.270435,weak
202.8.44.105_19.19.19.23.out.average,0.092618,very-weak
202.90.159.172_19.19.19.25.out.average,-0.070610,very-weak
203.0.178.32_19.19.19.1.out.average,-0.014985,very-weak
203.178.132.80_19.19.19.19.out.average,-0.012795,very-weak
212.191.2.18_19.19.19.26.out.average,0.087553,very-weak
212.191.2.18_19.19.19.27.out.average,0.000302,very-weak
212.47.239.32_19.19.19.11.out.average,0.038261,very-weak
213.229.119.169_19.19.19.44.out.average,0.135427,very-weak
219.216.128.25_19.19.19.5.out.average,-0.019652,very-weak
23.79.234.240_19.19.19.48.out.average,0.104135,very-weak
31.193.177.85_19.19.19.2.out.average,0.075693,very-weak
5.101.158.166_19.19.19.31.out.average,0.098282,very-weak
58.28.25.150_19.19.19.24.out.average,0.040357,very-weak
62.44.96.38_19.19.19.3.out.average,-0.076471,very-weak
78.154.171.62_19.19.19.43.out.average,0.062949,very-weak
78.96.7.8_19.19.19.30.out.average,-0.013424,very-weak
95.173.191.11_19.19.19.42.out.average,-0.070889,very-weak
130.133.3.130_19.19.19.12.out.average, 
117.120.2.17_19.19.19.33.out.average,0.014363,very-weak
122.152.116.24_19.19.19.20.out.average,0.142785,very-weak
130.133.3.130_19.19.19.12.out.average,0.987953,very-strong
130.161.131.20_19.19.19.21.out.average,0.111230,very-weak
130.206.1.5_19.19.19.35.out.average,0.086636,very-weak
130.225.254.116_19.19.19.8.out.average,0.132765,very-weak
130.236.254.50_19.19.19.37.out.average,0.076041,very-weak
130.75.2.22_19.19.19.13.out.average,-0.000713,very-weak
137.189.4.14_19.19.19.15.out.average,0.027987,very-weak
140.128.9.18_19.19.19.38.out.average,0.036872,very-weak
141.217.0.199_19.19.19.47.out.average,0.058094,very-weak
147.102.222.211_19.19.19.14.out.average,0.096521,very-weak
153.19.251.225_19.19.19.28.out.average,0.150904,very-weak
155.210.4.101_19.19.19.34.out.average,-0.064016,very-weak
162.213.3.248_19.19.19.49.out.average,0.163495,very-weak
163.1.160.163_19.19.19.46.out.average,0.095112,very-weak
163.178.174.25_19.19.19.6.out.average,0.081770,very-weak
185.87.121.190_19.19.19.41.out.average,0.145740,very-weak
192.38.78.162_19.19.19.7.out.average,-0.031110,very-weak
193.136.164.6_19.19.19.29.out.average,0.002661,very-weak
193.166.3.3_19.19.19.9.out.average,-0.007083,very-weak
193.6.176.62_19.19.19.16.out.average,-0.005686,very-weak
194.105.226.20_19.19.19.17.out.average,0.065470,very-weak
194.116.84.15_19.19.19.18.out.average,0.059826,very-weak
194.2.0.36_19.19.19.10.out.average,0.035643,very-weak
195.14.50.21_19.19.19.32.out.average,0.014797,very-weak
198.145.20.143_19.19.19.22.out.average,0.107146,very-weak
202.28.209.254_19.19.19.40.out.average,-0.055198,very-weak
202.38.97.230_19.19.19.4.out.average,-0.024072,very-weak
202.8.44.105_19.19.19.23.out.average,0.114363,very-weak
202.90.159.172_19.19.19.25.out.average,-0.040232,very-weak
203.0.178.32_19.19.19.1.out.average,-0.026696,very-weak
203.178.132.80_19.19.19.19.out.average,-0.010169,very-weak
212.191.2.18_19.19.19.26.out.average,0.197730,weak
212.191.2.18_19.19.19.27.out.average,-0.059361,very-weak
212.47.239.32_19.19.19.11.out.average,0.035655,very-weak
213.229.119.169_19.19.19.44.out.average,0.131983,very-weak
219.216.128.25_19.19.19.5.out.average,-0.002414,very-weak
23.79.234.240_19.19.19.48.out.average,-0.023930,very-weak
31.193.177.85_19.19.19.2.out.average,0.029993,very-weak
