117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.550786,moderate
122.152.116.24_19.19.19.20.out.average,-0.108002,very-weak
130.133.3.130_19.19.19.12.out.average,-0.075344,very-weak
130.161.131.20_19.19.19.21.out.average,-0.003656,very-weak
130.206.1.5_19.19.19.35.out.average,0.027589,very-weak
130.225.254.116_19.19.19.8.out.average,0.048477,very-weak
130.236.254.50_19.19.19.37.out.average,-0.065645,very-weak
130.75.2.22_19.19.19.13.out.average,0.094735,very-weak
137.189.4.14_19.19.19.15.out.average,0.204676,weak
140.117.11.7_19.19.19.39.out.average,-0.017668,very-weak
140.128.9.18_19.19.19.38.out.average,-0.098125,very-weak
141.217.0.199_19.19.19.47.out.average,0.067822,very-weak
147.102.222.211_19.19.19.14.out.average,0.117419,very-weak
153.19.251.225_19.19.19.28.out.average,-0.012551,very-weak
155.210.4.101_19.19.19.34.out.average,0.081074,very-weak
162.213.3.248_19.19.19.49.out.average,-0.140535,very-weak
163.1.221.67_19.19.19.46.out.average,-0.025192,very-weak
163.178.174.25_19.19.19.6.out.average,0.044611,very-weak
185.87.121.190_19.19.19.41.out.average,-0.024120,very-weak
192.38.78.162_19.19.19.7.out.average,0.113044,very-weak
193.136.164.6_19.19.19.29.out.average,0.070258,very-weak
193.166.3.3_19.19.19.9.out.average,0.026365,very-weak
193.6.176.62_19.19.19.16.out.average,0.054341,very-weak
194.105.226.20_19.19.19.17.out.average,0.235976,weak
194.116.84.15_19.19.19.18.out.average,0.054555,very-weak
194.2.0.36_19.19.19.10.out.average,0.042669,very-weak
195.14.50.21_19.19.19.32.out.average,-0.097141,very-weak
198.145.20.143_19.19.19.22.out.average,-0.076142,very-weak
202.28.209.254_19.19.19.40.out.average,0.036562,very-weak
202.38.97.230_19.19.19.4.out.average,-0.029311,very-weak
202.8.44.105_19.19.19.23.out.average,-0.000460,very-weak
202.90.159.172_19.19.19.25.out.average,0.002479,very-weak
203.0.178.32_19.19.19.1.out.average,-0.160583,very-weak
203.178.132.80_19.19.19.19.out.average,-0.032167,very-weak
212.110.161.69_19.19.19.45.out.average,0.023379,very-weak
212.191.2.18_19.19.19.26.out.average,-0.017314,very-weak
212.191.2.18_19.19.19.27.out.average,0.058240,very-weak
212.47.239.32_19.19.19.11.out.average,0.062050,very-weak
213.166.187.92_19.19.19.36.out.average,0.060331,very-weak
213.229.119.169_19.19.19.44.out.average,-0.109851,very-weak
219.216.128.25_19.19.19.5.out.average,-0.079982,very-weak
23.79.234.240_19.19.19.48.out.average,-0.068220,very-weak
31.193.177.85_19.19.19.2.out.average,-0.052079,very-weak
5.101.158.166_19.19.19.31.out.average,0.176316,very-weak
58.28.25.150_19.19.19.24.out.average,0.085688,very-weak
62.44.96.38_19.19.19.3.out.average,0.084726,very-weak
78.154.171.62_19.19.19.43.out.average,-0.053099,very-weak
78.96.7.8_19.19.19.30.out.average,-0.109179,very-weak
95.173.191.11_19.19.19.42.out.average,-0.076359,very-weak
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,-0.053270,very-weak
122.152.116.24_19.19.19.20.out.average,0.600653,strong
130.133.3.130_19.19.19.12.out.average,0.039538,very-weak
130.161.131.20_19.19.19.21.out.average,-0.063635,very-weak
130.206.1.5_19.19.19.35.out.average,0.033314,very-weak
130.225.254.116_19.19.19.8.out.average,0.084859,very-weak
130.236.254.50_19.19.19.37.out.average,0.040183,very-weak
130.75.2.22_19.19.19.13.out.average,0.003439,very-weak
137.189.4.14_19.19.19.15.out.average,0.044122,very-weak
140.117.11.7_19.19.19.39.out.average,0.194320,weak
140.128.9.18_19.19.19.38.out.average,-0.010300,very-weak
141.217.0.199_19.19.19.47.out.average,-0.034817,very-weak
147.102.222.211_19.19.19.14.out.average,-0.068256,very-weak
153.19.251.225_19.19.19.28.out.average,0.146298,very-weak
155.210.4.101_19.19.19.34.out.average,0.046080,very-weak
162.213.3.248_19.19.19.49.out.average,0.018113,very-weak
163.1.221.67_19.19.19.46.out.average,0.080752,very-weak
163.178.174.25_19.19.19.6.out.average,-0.036515,very-weak
185.87.121.190_19.19.19.41.out.average,-0.149105,very-weak
192.38.78.162_19.19.19.7.out.average,-0.004242,very-weak
193.136.164.6_19.19.19.29.out.average,0.072126,very-weak
193.166.3.3_19.19.19.9.out.average,0.005524,very-weak
193.6.176.62_19.19.19.16.out.average,0.220924,weak
194.105.226.20_19.19.19.17.out.average,-0.008350,very-weak
194.116.84.15_19.19.19.18.out.average,0.040261,very-weak
194.2.0.36_19.19.19.10.out.average,0.028175,very-weak
195.14.50.21_19.19.19.32.out.average,0.216276,weak
198.145.20.143_19.19.19.22.out.average,-0.054532,very-weak
202.28.209.254_19.19.19.40.out.average,0.008633,very-weak
202.38.97.230_19.19.19.4.out.average,0.036637,very-weak
202.8.44.105_19.19.19.23.out.average,0.010327,very-weak
202.90.159.172_19.19.19.25.out.average,0.115021,very-weak
203.0.178.32_19.19.19.1.out.average,-0.044297,very-weak
203.178.132.80_19.19.19.19.out.average,0.095648,very-weak
212.110.161.69_19.19.19.45.out.average,-0.066045,very-weak
212.191.2.18_19.19.19.26.out.average,0.250661,weak
212.191.2.18_19.19.19.27.out.average,0.109840,very-weak
212.47.239.32_19.19.19.11.out.average,0.020728,very-weak
213.166.187.92_19.19.19.36.out.average,0.002465,very-weak
213.229.119.169_19.19.19.44.out.average,-0.021542,very-weak
219.216.128.25_19.19.19.5.out.average,0.016544,very-weak
23.79.234.240_19.19.19.48.out.average,0.005519,very-weak
31.193.177.85_19.19.19.2.out.average,-0.064981,very-weak
5.101.158.166_19.19.19.31.out.average,-0.110982,very-weak
58.28.25.150_19.19.19.24.out.average,-0.060598,very-weak
62.44.96.38_19.19.19.3.out.average,-0.003069,very-weak
78.154.171.62_19.19.19.43.out.average,0.141474,very-weak
78.96.7.8_19.19.19.30.out.average,0.230030,weak
95.173.191.11_19.19.19.42.out.average,0.208579,weak
130.133.3.130_19.19.19.12.out.average, 
117.120.2.17_19.19.19.33.out.average,-0.023404,very-weak
122.152.116.24_19.19.19.20.out.average,0.109353,very-weak
130.133.3.130_19.19.19.12.out.average,0.661338,strong
130.161.131.20_19.19.19.21.out.average,-0.073524,very-weak
130.206.1.5_19.19.19.35.out.average,0.114783,very-weak
130.225.254.116_19.19.19.8.out.average,0.031572,very-weak
130.236.254.50_19.19.19.37.out.average,0.010909,very-weak
130.75.2.22_19.19.19.13.out.average,0.138179,very-weak
137.189.4.14_19.19.19.15.out.average,0.219486,weak
140.117.11.7_19.19.19.39.out.average,-0.048289,very-weak
140.128.9.18_19.19.19.38.out.average,-0.051603,very-weak
141.217.0.199_19.19.19.47.out.average,0.069467,very-weak
147.102.222.211_19.19.19.14.out.average,0.015596,very-weak
153.19.251.225_19.19.19.28.out.average,0.108995,very-weak
155.210.4.101_19.19.19.34.out.average,0.059085,very-weak
162.213.3.248_19.19.19.49.out.average,-0.035942,very-weak
163.1.221.67_19.19.19.46.out.average,0.062379,very-weak
163.178.174.25_19.19.19.6.out.average,-0.035359,very-weak
185.87.121.190_19.19.19.41.out.average,-0.088245,very-weak
192.38.78.162_19.19.19.7.out.average,0.190142,weak
193.136.164.6_19.19.19.29.out.average,0.113445,very-weak
193.166.3.3_19.19.19.9.out.average,-0.082154,very-weak
193.6.176.62_19.19.19.16.out.average,0.199466,weak
194.105.226.20_19.19.19.17.out.average,0.081022,very-weak
194.116.84.15_19.19.19.18.out.average,0.015402,very-weak
194.2.0.36_19.19.19.10.out.average,0.079201,very-weak
195.14.50.21_19.19.19.32.out.average,0.024504,very-weak
198.145.20.143_19.19.19.22.out.average,-0.005643,very-weak
202.28.209.254_19.19.19.40.out.average,0.051718,very-weak
202.38.97.230_19.19.19.4.out.average,0.005077,very-weak
202.8.44.105_19.19.19.23.out.average,0.088180,very-weak
202.90.159.172_19.19.19.25.out.average,0.138602,very-weak
203.0.178.32_19.19.19.1.out.average,-0.018686,very-weak
203.178.132.80_19.19.19.19.out.average,0.125779,very-weak
212.110.161.69_19.19.19.45.out.average,-0.100120,very-weak
212.191.2.18_19.19.19.26.out.average,0.107228,very-weak
212.191.2.18_19.19.19.27.out.average,0.052235,very-weak
212.47.239.32_19.19.19.11.out.average,0.013953,very-weak
213.166.187.92_19.19.19.36.out.average,0.019703,very-weak
213.229.119.169_19.19.19.44.out.average,-0.074991,very-weak
219.216.128.25_19.19.19.5.out.average,0.102624,very-weak
23.79.234.240_19.19.19.48.out.average,-0.103843,very-weak
31.193.177.85_19.19.19.2.out.average,-0.052660,very-weak
5.101.158.166_19.19.19.31.out.average,-0.013164,very-weak
58.28.25.150_19.19.19.24.out.average,-0.025518,very-weak
62.44.96.38_19.19.19.3.out.average,0.057088,very-weak
78.154.171.62_19.19.19.43.out.average,0.110206,very-weak
78.96.7.8_19.19.19.30.out.average,0.114054,very-weak
95.173.191.11_19.19.19.42.out.average,0.089990,very-weak
130.161.131.20_19.19.19.21.out.average, 
117.120.2.17_19.19.19.33.out.average,0.164866,very-weak
122.152.116.24_19.19.19.20.out.average,-0.042495,very-weak
130.133.3.130_19.19.19.12.out.average,-0.031790,very-weak
130.161.131.20_19.19.19.21.out.average,0.718884,strong
130.206.1.5_19.19.19.35.out.average,0.007095,very-weak
130.225.254.116_19.19.19.8.out.average,-0.010709,very-weak
130.236.254.50_19.19.19.37.out.average,0.054742,very-weak
130.75.2.22_19.19.19.13.out.average,0.220006,weak
137.189.4.14_19.19.19.15.out.average,0.075024,very-weak
140.117.11.7_19.19.19.39.out.average,-0.120487,very-weak
140.128.9.18_19.19.19.38.out.average,0.064851,very-weak
141.217.0.199_19.19.19.47.out.average,0.038715,very-weak
147.102.222.211_19.19.19.14.out.average,0.079295,very-weak
153.19.251.225_19.19.19.28.out.average,-0.095532,very-weak
155.210.4.101_19.19.19.34.out.average,-0.140244,very-weak
162.213.3.248_19.19.19.49.out.average,0.090539,very-weak
163.1.221.67_19.19.19.46.out.average,-0.057701,very-weak
163.178.174.25_19.19.19.6.out.average,0.129977,very-weak
185.87.121.190_19.19.19.41.out.average,0.147177,very-weak
192.38.78.162_19.19.19.7.out.average,0.168726,very-weak
193.136.164.6_19.19.19.29.out.average,0.049249,very-weak
193.166.3.3_19.19.19.9.out.average,0.113253,very-weak
193.6.176.62_19.19.19.16.out.average,-0.026028,very-weak
194.105.226.20_19.19.19.17.out.average,0.190854,weak
194.116.84.15_19.19.19.18.out.average,-0.040578,very-weak
194.2.0.36_19.19.19.10.out.average,-0.024380,very-weak
195.14.50.21_19.19.19.32.out.average,-0.041943,very-weak
198.145.20.143_19.19.19.22.out.average,-0.043172,very-weak
202.28.209.254_19.19.19.40.out.average,0.076389,very-weak
202.38.97.230_19.19.19.4.out.average,0.102721,very-weak
202.8.44.105_19.19.19.23.out.average,-0.048927,very-weak
202.90.159.172_19.19.19.25.out.average,0.032957,very-weak
203.0.178.32_19.19.19.1.out.average,0.075312,very-weak
203.178.132.80_19.19.19.19.out.average,0.037683,very-weak
212.110.161.69_19.19.19.45.out.average,0.186230,very-weak
212.191.2.18_19.19.19.26.out.average,-0.009448,very-weak
212.191.2.18_19.19.19.27.out.average,-0.034655,very-weak
212.47.239.32_19.19.19.11.out.average,0.173325,very-weak
213.166.187.92_19.19.19.36.out.average,0.193933,weak
213.229.119.169_19.19.19.44.out.average,-0.027035,very-weak
219.216.128.25_19.19.19.5.out.average,-0.093580,very-weak
23.79.234.240_19.19.19.48.out.average,0.044039,very-weak
31.193.177.85_19.19.19.2.out.average,0.232177,weak
5.101.158.166_19.19.19.31.out.average,0.042224,very-weak
58.28.25.150_19.19.19.24.out.average,0.233862,weak
62.44.96.38_19.19.19.3.out.average,0.175390,very-weak
78.154.171.62_19.19.19.43.out.average,0.038636,very-weak
78.96.7.8_19.19.19.30.out.average,0.095775,very-weak
95.173.191.11_19.19.19.42.out.average,0.021488,very-weak
130.206.1.5_19.19.19.35.out.average, 
117.120.2.17_19.19.19.33.out.average,0.045872,very-weak
122.152.116.24_19.19.19.20.out.average,-0.080443,very-weak
130.133.3.130_19.19.19.12.out.average,0.110977,very-weak
130.161.131.20_19.19.19.21.out.average,0.056204,very-weak
130.206.1.5_19.19.19.35.out.average,0.668544,strong
130.225.254.116_19.19.19.8.out.average,0.035339,very-weak
130.236.254.50_19.19.19.37.out.average,0.190880,weak
130.75.2.22_19.19.19.13.out.average,0.015925,very-weak
