117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.206548,weak
122.152.116.24_19.19.19.20.out.average,-0.119118,very-weak
130.133.3.130_19.19.19.12.out.average,-0.020166,very-weak
130.161.131.20_19.19.19.21.out.average,-0.074489,very-weak
130.206.1.5_19.19.19.35.out.average,0.028396,very-weak
130.225.254.116_19.19.19.8.out.average,-0.074497,very-weak
130.236.254.50_19.19.19.37.out.average,-0.009719,very-weak
130.75.2.22_19.19.19.13.out.average,-0.030133,very-weak
137.189.4.14_19.19.19.15.out.average,0.033723,very-weak
140.117.11.7_19.19.19.39.out.average,0.084005,very-weak
140.128.9.18_19.19.19.38.out.average,-0.090390,very-weak
141.217.0.199_19.19.19.47.out.average,0.001861,very-weak
147.102.222.211_19.19.19.14.out.average,-0.073240,very-weak
149.20.37.36_19.19.19.22.out.average,-0.005938,very-weak
153.19.251.225_19.19.19.28.out.average,-0.161794,very-weak
155.210.4.101_19.19.19.34.out.average,0.045280,very-weak
162.213.3.248_19.19.19.49.out.average,0.089894,very-weak
163.1.160.163_19.19.19.46.out.average,-0.101350,very-weak
163.178.174.25_19.19.19.6.out.average,-0.032301,very-weak
185.87.121.190_19.19.19.41.out.average,0.023670,very-weak
192.38.78.162_19.19.19.7.out.average,0.042044,very-weak
193.136.164.6_19.19.19.29.out.average,0.023278,very-weak
193.166.3.3_19.19.19.9.out.average,0.003177,very-weak
193.6.176.62_19.19.19.16.out.average,0.056131,very-weak
194.105.226.20_19.19.19.17.out.average,-0.007299,very-weak
194.116.84.15_19.19.19.18.out.average,-0.077703,very-weak
194.2.0.36_19.19.19.10.out.average,-0.034220,very-weak
195.14.50.21_19.19.19.32.out.average,-0.168257,very-weak
202.28.209.254_19.19.19.40.out.average,-0.113398,very-weak
202.38.97.230_19.19.19.4.out.average,-0.110832,very-weak
202.8.44.105_19.19.19.23.out.average,-0.008009,very-weak
202.90.159.172_19.19.19.25.out.average,-0.053240,very-weak
203.0.178.32_19.19.19.1.out.average,-0.011944,very-weak
203.178.132.80_19.19.19.19.out.average,0.021337,very-weak
212.110.161.69_19.19.19.45.out.average,0.164597,very-weak
212.191.2.18_19.19.19.26.out.average,-0.029280,very-weak
212.191.2.18_19.19.19.27.out.average,-0.150581,very-weak
212.47.239.32_19.19.19.11.out.average,0.035393,very-weak
213.166.187.92_19.19.19.36.out.average,0.020912,very-weak
213.229.119.169_19.19.19.44.out.average,0.086368,very-weak
219.216.128.25_19.19.19.5.out.average,0.081940,very-weak
23.79.234.240_19.19.19.48.out.average,-0.032299,very-weak
31.193.177.85_19.19.19.2.out.average,0.098284,very-weak
5.101.158.166_19.19.19.31.out.average,0.072481,very-weak
58.28.25.150_19.19.19.24.out.average,-0.051710,very-weak
62.44.96.38_19.19.19.3.out.average,-0.065993,very-weak
78.154.171.62_19.19.19.43.out.average,0.041545,very-weak
78.96.7.8_19.19.19.30.out.average,0.080864,very-weak
95.173.191.11_19.19.19.42.out.average,0.028746,very-weak
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,-0.098874,very-weak
122.152.116.24_19.19.19.20.out.average,0.346505,weak
130.133.3.130_19.19.19.12.out.average,0.040347,very-weak
130.161.131.20_19.19.19.21.out.average,-0.005816,very-weak
130.206.1.5_19.19.19.35.out.average,0.030084,very-weak
130.225.254.116_19.19.19.8.out.average,0.056208,very-weak
130.236.254.50_19.19.19.37.out.average,0.157399,very-weak
130.75.2.22_19.19.19.13.out.average,0.002407,very-weak
137.189.4.14_19.19.19.15.out.average,-0.001228,very-weak
140.117.11.7_19.19.19.39.out.average,0.021440,very-weak
140.128.9.18_19.19.19.38.out.average,-0.073035,very-weak
141.217.0.199_19.19.19.47.out.average,-0.076965,very-weak
147.102.222.211_19.19.19.14.out.average,-0.162800,very-weak
149.20.37.36_19.19.19.22.out.average,-0.000274,very-weak
153.19.251.225_19.19.19.28.out.average,0.005167,very-weak
155.210.4.101_19.19.19.34.out.average,-0.040932,very-weak
162.213.3.248_19.19.19.49.out.average,0.114205,very-weak
163.1.160.163_19.19.19.46.out.average,-0.006425,very-weak
163.178.174.25_19.19.19.6.out.average,0.007020,very-weak
185.87.121.190_19.19.19.41.out.average,-0.007298,very-weak
192.38.78.162_19.19.19.7.out.average,0.093530,very-weak
193.136.164.6_19.19.19.29.out.average,-0.115170,very-weak
193.166.3.3_19.19.19.9.out.average,-0.009158,very-weak
193.6.176.62_19.19.19.16.out.average,0.073383,very-weak
194.105.226.20_19.19.19.17.out.average,0.006204,very-weak
194.116.84.15_19.19.19.18.out.average,-0.123952,very-weak
194.2.0.36_19.19.19.10.out.average,-0.055036,very-weak
195.14.50.21_19.19.19.32.out.average,-0.025227,very-weak
202.28.209.254_19.19.19.40.out.average,-0.105365,very-weak
202.38.97.230_19.19.19.4.out.average,-0.025154,very-weak
202.8.44.105_19.19.19.23.out.average,0.055673,very-weak
202.90.159.172_19.19.19.25.out.average,0.051072,very-weak
203.0.178.32_19.19.19.1.out.average,0.091564,very-weak
203.178.132.80_19.19.19.19.out.average,-0.070375,very-weak
212.110.161.69_19.19.19.45.out.average,-0.011407,very-weak
212.191.2.18_19.19.19.26.out.average,-0.021832,very-weak
212.191.2.18_19.19.19.27.out.average,0.080728,very-weak
212.47.239.32_19.19.19.11.out.average,-0.120091,very-weak
213.166.187.92_19.19.19.36.out.average,0.120198,very-weak
213.229.119.169_19.19.19.44.out.average,0.095437,very-weak
219.216.128.25_19.19.19.5.out.average,0.026065,very-weak
23.79.234.240_19.19.19.48.out.average,0.112940,very-weak
31.193.177.85_19.19.19.2.out.average,-0.003364,very-weak
5.101.158.166_19.19.19.31.out.average,0.010202,very-weak
58.28.25.150_19.19.19.24.out.average,0.011184,very-weak
62.44.96.38_19.19.19.3.out.average,0.145433,very-weak
78.154.171.62_19.19.19.43.out.average,-0.019351,very-weak
78.96.7.8_19.19.19.30.out.average,0.026443,very-weak
95.173.191.11_19.19.19.42.out.average,0.071187,very-weak
130.133.3.130_19.19.19.12.out.average, 
117.120.2.17_19.19.19.33.out.average,0.156495,very-weak
122.152.116.24_19.19.19.20.out.average,0.004579,very-weak
130.133.3.130_19.19.19.12.out.average,0.281789,weak
130.161.131.20_19.19.19.21.out.average,-0.041808,very-weak
130.206.1.5_19.19.19.35.out.average,0.072569,very-weak
130.225.254.116_19.19.19.8.out.average,-0.004406,very-weak
130.236.254.50_19.19.19.37.out.average,0.076735,very-weak
130.75.2.22_19.19.19.13.out.average,-0.049013,very-weak
137.189.4.14_19.19.19.15.out.average,0.008409,very-weak
140.117.11.7_19.19.19.39.out.average,0.124964,very-weak
140.128.9.18_19.19.19.38.out.average,-0.191215,weak
141.217.0.199_19.19.19.47.out.average,0.114786,very-weak
147.102.222.211_19.19.19.14.out.average,-0.047062,very-weak
149.20.37.36_19.19.19.22.out.average,0.050344,very-weak
153.19.251.225_19.19.19.28.out.average,-0.131334,very-weak
155.210.4.101_19.19.19.34.out.average,-0.026793,very-weak
162.213.3.248_19.19.19.49.out.average,0.185687,very-weak
163.1.160.163_19.19.19.46.out.average,0.000958,very-weak
163.178.174.25_19.19.19.6.out.average,0.032487,very-weak
185.87.121.190_19.19.19.41.out.average,0.085897,very-weak
192.38.78.162_19.19.19.7.out.average,-0.037860,very-weak
193.136.164.6_19.19.19.29.out.average,0.153535,very-weak
193.166.3.3_19.19.19.9.out.average,0.094605,very-weak
