117.120.2.17_19.19.19.33.out.average, 
95.173.191.11_19.19.19.42.out.average,0.206662,weak
130.225.254.116_19.19.19.8.out.average, 
117.120.2.17_19.19.19.33.out.average,0.184316,very-weak
122.152.116.24_19.19.19.20.out.average,0.202406,weak
130.133.3.130_19.19.19.12.out.average,0.092471,very-weak
130.161.131.20_19.19.19.21.out.average,0.228449,weak
130.206.1.5_19.19.19.35.out.average,0.131192,very-weak
130.225.254.116_19.19.19.8.out.average,1.000000,very-strong
130.236.254.50_19.19.19.37.out.average,0.223728,weak
130.75.2.22_19.19.19.13.out.average,0.110846,very-weak
137.189.4.14_19.19.19.15.out.average,0.134768,very-weak
140.117.11.7_19.19.19.39.out.average,0.062892,very-weak
140.128.9.18_19.19.19.38.out.average,0.149245,very-weak
141.217.0.199_19.19.19.47.out.average,0.154387,very-weak
147.102.222.211_19.19.19.14.out.average,0.143580,very-weak
149.20.37.36_19.19.19.22.out.average,0.173565,very-weak
153.19.251.225_19.19.19.28.out.average,0.243344,weak
155.210.4.101_19.19.19.34.out.average,0.247109,weak
162.213.3.248_19.19.19.49.out.average,0.274354,weak
163.1.160.163_19.19.19.46.out.average,0.148678,very-weak
163.178.174.25_19.19.19.6.out.average,0.185406,very-weak
185.87.121.190_19.19.19.41.out.average,0.140507,very-weak
192.38.78.162_19.19.19.7.out.average,0.123021,very-weak
193.136.164.6_19.19.19.29.out.average,0.180025,very-weak
193.166.3.3_19.19.19.9.out.average,0.055387,very-weak
193.6.176.62_19.19.19.16.out.average,0.188858,very-weak
194.105.226.20_19.19.19.17.out.average,0.091959,very-weak
194.116.84.15_19.19.19.18.out.average,0.083944,very-weak
194.2.0.36_19.19.19.10.out.average,0.242120,weak
195.14.50.21_19.19.19.32.out.average,0.296168,weak
202.28.209.254_19.19.19.40.out.average,0.067617,very-weak
202.38.97.230_19.19.19.4.out.average,0.160668,very-weak
202.8.44.105_19.19.19.23.out.average,0.100271,very-weak
202.90.159.172_19.19.19.25.out.average,0.079957,very-weak
203.0.178.32_19.19.19.1.out.average,0.147136,very-weak
203.178.132.80_19.19.19.19.out.average,0.104171,very-weak
212.110.161.69_19.19.19.45.out.average,0.263556,weak
212.191.2.18_19.19.19.26.out.average,0.153596,very-weak
212.191.2.18_19.19.19.27.out.average,0.244423,weak
212.47.239.32_19.19.19.11.out.average,0.286935,weak
213.166.187.92_19.19.19.36.out.average,0.217154,weak
213.229.119.169_19.19.19.44.out.average,0.170091,very-weak
219.216.128.25_19.19.19.5.out.average,0.127645,very-weak
23.79.234.240_19.19.19.48.out.average,0.128103,very-weak
31.193.177.85_19.19.19.2.out.average,0.311024,weak
5.101.158.166_19.19.19.31.out.average,0.262913,weak
58.28.25.150_19.19.19.24.out.average,0.178985,very-weak
62.44.96.38_19.19.19.3.out.average,0.164228,very-weak
78.154.171.62_19.19.19.43.out.average,0.094911,very-weak
78.96.7.8_19.19.19.30.out.average,0.136535,very-weak
95.173.191.11_19.19.19.42.out.average,0.151870,very-weak
130.236.254.50_19.19.19.37.out.average, 
117.120.2.17_19.19.19.33.out.average,0.176665,very-weak
122.152.116.24_19.19.19.20.out.average,0.288342,weak
130.133.3.130_19.19.19.12.out.average,0.054163,very-weak
130.161.131.20_19.19.19.21.out.average,0.210167,weak
130.206.1.5_19.19.19.35.out.average,0.239381,weak
130.225.254.116_19.19.19.8.out.average,0.223678,weak
130.236.254.50_19.19.19.37.out.average,1.000000,very-strong
130.75.2.22_19.19.19.13.out.average,0.122165,very-weak
137.189.4.14_19.19.19.15.out.average,0.149797,very-weak
140.117.11.7_19.19.19.39.out.average,0.146311,very-weak
140.128.9.18_19.19.19.38.out.average,0.227837,weak
141.217.0.199_19.19.19.47.out.average,0.290305,weak
147.102.222.211_19.19.19.14.out.average,0.084022,very-weak
149.20.37.36_19.19.19.22.out.average,0.290136,weak
153.19.251.225_19.19.19.28.out.average,0.041916,very-weak
155.210.4.101_19.19.19.34.out.average,0.185418,very-weak
162.213.3.248_19.19.19.49.out.average,0.220772,weak
163.1.160.163_19.19.19.46.out.average,0.046512,very-weak
163.178.174.25_19.19.19.6.out.average,0.245522,weak
185.87.121.190_19.19.19.41.out.average,0.138935,very-weak
192.38.78.162_19.19.19.7.out.average,0.142938,very-weak
193.136.164.6_19.19.19.29.out.average,0.112533,very-weak
193.166.3.3_19.19.19.9.out.average,0.140164,very-weak
193.6.176.62_19.19.19.16.out.average,0.188628,very-weak
194.105.226.20_19.19.19.17.out.average,0.138689,very-weak
194.116.84.15_19.19.19.18.out.average,0.217441,weak
194.2.0.36_19.19.19.10.out.average,0.139770,very-weak
195.14.50.21_19.19.19.32.out.average,0.227715,weak
202.28.209.254_19.19.19.40.out.average,0.106380,very-weak
202.38.97.230_19.19.19.4.out.average,0.078807,very-weak
202.8.44.105_19.19.19.23.out.average,0.035804,very-weak
202.90.159.172_19.19.19.25.out.average,0.053964,very-weak
203.0.178.32_19.19.19.1.out.average,0.178370,very-weak
203.178.132.80_19.19.19.19.out.average,0.198653,weak
212.110.161.69_19.19.19.45.out.average,0.083866,very-weak
212.191.2.18_19.19.19.26.out.average,0.184745,very-weak
212.191.2.18_19.19.19.27.out.average,0.156220,very-weak
212.47.239.32_19.19.19.11.out.average,0.365998,weak
213.166.187.92_19.19.19.36.out.average,0.246869,weak
213.229.119.169_19.19.19.44.out.average,0.198448,weak
219.216.128.25_19.19.19.5.out.average,0.240288,weak
23.79.234.240_19.19.19.48.out.average,0.271964,weak
31.193.177.85_19.19.19.2.out.average,0.169562,very-weak
5.101.158.166_19.19.19.31.out.average,0.284671,weak
58.28.25.150_19.19.19.24.out.average,0.100205,very-weak
62.44.96.38_19.19.19.3.out.average,0.232225,weak
78.154.171.62_19.19.19.43.out.average,0.107523,very-weak
78.96.7.8_19.19.19.30.out.average,0.147007,very-weak
95.173.191.11_19.19.19.42.out.average,0.091674,very-weak
130.75.2.22_19.19.19.13.out.average, 
117.120.2.17_19.19.19.33.out.average,0.288374,weak
122.152.116.24_19.19.19.20.out.average,0.021848,very-weak
130.133.3.130_19.19.19.12.out.average,0.006682,very-weak
130.161.131.20_19.19.19.21.out.average,0.147529,very-weak
130.206.1.5_19.19.19.35.out.average,0.208213,weak
130.225.254.116_19.19.19.8.out.average,0.110742,very-weak
130.236.254.50_19.19.19.37.out.average,0.122176,very-weak
130.75.2.22_19.19.19.13.out.average,0.999995,very-strong
137.189.4.14_19.19.19.15.out.average,0.122198,very-weak
140.117.11.7_19.19.19.39.out.average,0.166214,very-weak
140.128.9.18_19.19.19.38.out.average,0.136545,very-weak
141.217.0.199_19.19.19.47.out.average,0.179035,very-weak
147.102.222.211_19.19.19.14.out.average,0.151380,very-weak
149.20.37.36_19.19.19.22.out.average,0.077674,very-weak
153.19.251.225_19.19.19.28.out.average,0.262651,weak
155.210.4.101_19.19.19.34.out.average,0.194774,weak
162.213.3.248_19.19.19.49.out.average,0.098028,very-weak
163.1.160.163_19.19.19.46.out.average,0.229116,weak
163.178.174.25_19.19.19.6.out.average,0.075046,very-weak
185.87.121.190_19.19.19.41.out.average,0.279640,weak
192.38.78.162_19.19.19.7.out.average,0.130485,very-weak
193.136.164.6_19.19.19.29.out.average,0.115709,very-weak
193.166.3.3_19.19.19.9.out.average,0.125738,very-weak
193.6.176.62_19.19.19.16.out.average,0.191552,weak
194.105.226.20_19.19.19.17.out.average,0.195300,weak
194.116.84.15_19.19.19.18.out.average,0.106307,very-weak
194.2.0.36_19.19.19.10.out.average,0.158554,very-weak
195.14.50.21_19.19.19.32.out.average,0.261401,weak
202.28.209.254_19.19.19.40.out.average,0.201269,weak
202.38.97.230_19.19.19.4.out.average,0.244500,weak
202.8.44.105_19.19.19.23.out.average,0.203713,weak
202.90.159.172_19.19.19.25.out.average,0.121800,very-weak
203.0.178.32_19.19.19.1.out.average,0.135717,very-weak
203.178.132.80_19.19.19.19.out.average,0.076124,very-weak
212.110.161.69_19.19.19.45.out.average,0.135526,very-weak
212.191.2.18_19.19.19.26.out.average,0.144682,very-weak
212.191.2.18_19.19.19.27.out.average,0.142124,very-weak
212.47.239.32_19.19.19.11.out.average,0.137303,very-weak
213.166.187.92_19.19.19.36.out.average,0.139292,very-weak
213.229.119.169_19.19.19.44.out.average,0.198931,weak
219.216.128.25_19.19.19.5.out.average,0.200004,weak
23.79.234.240_19.19.19.48.out.average,0.130817,very-weak
31.193.177.85_19.19.19.2.out.average,0.098627,very-weak
5.101.158.166_19.19.19.31.out.average,0.213806,weak
58.28.25.150_19.19.19.24.out.average,0.184798,very-weak
62.44.96.38_19.19.19.3.out.average,0.235090,weak
78.154.171.62_19.19.19.43.out.average,0.147292,very-weak
78.96.7.8_19.19.19.30.out.average,0.177545,very-weak
95.173.191.11_19.19.19.42.out.average,0.332527,weak
137.189.4.14_19.19.19.15.out.average, 
117.120.2.17_19.19.19.33.out.average,0.144528,very-weak
122.152.116.24_19.19.19.20.out.average,0.025895,very-weak
130.133.3.130_19.19.19.12.out.average,0.015639,very-weak
130.161.131.20_19.19.19.21.out.average,0.187823,very-weak
130.206.1.5_19.19.19.35.out.average,0.067165,very-weak
130.225.254.116_19.19.19.8.out.average,0.121259,very-weak
130.236.254.50_19.19.19.37.out.average,0.157712,very-weak
130.75.2.22_19.19.19.13.out.average,0.132841,very-weak
137.189.4.14_19.19.19.15.out.average,0.988131,very-strong
140.117.11.7_19.19.19.39.out.average,0.017562,very-weak
140.128.9.18_19.19.19.38.out.average,0.143660,very-weak
141.217.0.199_19.19.19.47.out.average,0.147051,very-weak
147.102.222.211_19.19.19.14.out.average,0.189670,very-weak
149.20.37.36_19.19.19.22.out.average,0.031513,very-weak
153.19.251.225_19.19.19.28.out.average,0.019493,very-weak
155.210.4.101_19.19.19.34.out.average,0.141694,very-weak
162.213.3.248_19.19.19.49.out.average,0.126532,very-weak
163.1.160.163_19.19.19.46.out.average,0.105717,very-weak
163.178.174.25_19.19.19.6.out.average,-0.045333,very-weak
185.87.121.190_19.19.19.41.out.average,0.077668,very-weak
192.38.78.162_19.19.19.7.out.average,0.225703,weak
193.136.164.6_19.19.19.29.out.average,0.117570,very-weak
193.166.3.3_19.19.19.9.out.average,-0.091398,very-weak
193.6.176.62_19.19.19.16.out.average,0.102855,very-weak
194.105.226.20_19.19.19.17.out.average,0.273476,weak
194.116.84.15_19.19.19.18.out.average,0.132719,very-weak
194.2.0.36_19.19.19.10.out.average,-0.003456,very-weak
195.14.50.21_19.19.19.32.out.average,0.112692,very-weak
202.28.209.254_19.19.19.40.out.average,0.072326,very-weak
202.38.97.230_19.19.19.4.out.average,0.094695,very-weak
202.8.44.105_19.19.19.23.out.average,0.189129,very-weak
202.90.159.172_19.19.19.25.out.average,-0.004660,very-weak
203.0.178.32_19.19.19.1.out.average,-0.061780,very-weak
203.178.132.80_19.19.19.19.out.average,0.236771,weak
212.110.161.69_19.19.19.45.out.average,-0.004150,very-weak
212.191.2.18_19.19.19.26.out.average,0.163578,very-weak
212.191.2.18_19.19.19.27.out.average,0.170031,very-weak
212.47.239.32_19.19.19.11.out.average,0.211009,weak
213.166.187.92_19.19.19.36.out.average,0.017004,very-weak
213.229.119.169_19.19.19.44.out.average,0.144036,very-weak
219.216.128.25_19.19.19.5.out.average,0.128671,very-weak
23.79.234.240_19.19.19.48.out.average,0.016584,very-weak
31.193.177.85_19.19.19.2.out.average,0.094808,very-weak
5.101.158.166_19.19.19.31.out.average,0.059606,very-weak
58.28.25.150_19.19.19.24.out.average,0.001303,very-weak
62.44.96.38_19.19.19.3.out.average,0.111116,very-weak
78.154.171.62_19.19.19.43.out.average,0.099398,very-weak
78.96.7.8_19.19.19.30.out.average,0.104216,very-weak
95.173.191.11_19.19.19.42.out.average,-0.074282,very-weak
140.117.11.7_19.19.19.39.out.average, 
117.120.2.17_19.19.19.33.out.average,0.169523,very-weak
122.152.116.24_19.19.19.20.out.average,0.183290,very-weak
130.133.3.130_19.19.19.12.out.average,0.151784,very-weak
130.161.131.20_19.19.19.21.out.average,0.085657,very-weak
130.206.1.5_19.19.19.35.out.average,0.212528,weak
130.225.254.116_19.19.19.8.out.average,0.062892,very-weak
130.236.254.50_19.19.19.37.out.average,0.146288,very-weak
130.75.2.22_19.19.19.13.out.average,0.166094,very-weak
137.189.4.14_19.19.19.15.out.average,0.016765,very-weak
140.117.11.7_19.19.19.39.out.average,1.000000,very-strong
140.128.9.18_19.19.19.38.out.average,0.220906,weak
141.217.0.199_19.19.19.47.out.average,0.061670,very-weak
147.102.222.211_19.19.19.14.out.average,0.089088,very-weak
149.20.37.36_19.19.19.22.out.average,0.166323,very-weak
153.19.251.225_19.19.19.28.out.average,0.233196,weak
155.210.4.101_19.19.19.34.out.average,0.275923,weak
162.213.3.248_19.19.19.49.out.average,0.067086,very-weak
163.1.160.163_19.19.19.46.out.average,-0.009031,very-weak
163.178.174.25_19.19.19.6.out.average,0.114281,very-weak
185.87.121.190_19.19.19.41.out.average,0.076414,very-weak
192.38.78.162_19.19.19.7.out.average,0.112949,very-weak
193.136.164.6_19.19.19.29.out.average,-0.018329,very-weak
193.166.3.3_19.19.19.9.out.average,0.092573,very-weak
193.6.176.62_19.19.19.16.out.average,0.058226,very-weak
194.105.226.20_19.19.19.17.out.average,0.105024,very-weak
194.116.84.15_19.19.19.18.out.average,0.150643,very-weak
