117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.605927,strong
122.152.116.24_19.19.19.20.out.average,-0.046266,very-weak
130.133.3.130_19.19.19.12.out.average,-0.122789,very-weak
130.161.131.20_19.19.19.21.out.average,0.049928,very-weak
130.206.1.5_19.19.19.35.out.average,-0.014182,very-weak
130.225.254.116_19.19.19.8.out.average,-0.034794,very-weak
130.236.254.50_19.19.19.37.out.average,0.017245,very-weak
130.75.2.22_19.19.19.13.out.average,0.135456,very-weak
137.189.4.14_19.19.19.15.out.average,-0.000493,very-weak
140.117.11.7_19.19.19.39.out.average,-0.077404,very-weak
140.128.9.18_19.19.19.38.out.average,-0.016906,very-weak
141.217.0.199_19.19.19.47.out.average,0.048405,very-weak
147.102.222.211_19.19.19.14.out.average,-0.068480,very-weak
149.20.37.36_19.19.19.22.out.average,0.130181,very-weak
153.19.251.225_19.19.19.28.out.average,0.017415,very-weak
155.210.4.101_19.19.19.34.out.average,-0.028847,very-weak
162.213.3.248_19.19.19.49.out.average,0.051014,very-weak
163.1.221.67_19.19.19.46.out.average,-0.083119,very-weak
163.178.174.25_19.19.19.6.out.average,0.004772,very-weak
185.87.121.190_19.19.19.41.out.average,0.061938,very-weak
192.38.78.162_19.19.19.7.out.average,0.007710,very-weak
193.136.164.6_19.19.19.29.out.average,0.007005,very-weak
193.166.3.3_19.19.19.9.out.average,0.029738,very-weak
193.6.176.62_19.19.19.16.out.average,0.019521,very-weak
194.105.226.20_19.19.19.17.out.average,-0.041990,very-weak
194.116.84.15_19.19.19.18.out.average,-0.120712,very-weak
194.2.0.36_19.19.19.10.out.average,-0.039806,very-weak
195.14.50.21_19.19.19.32.out.average,0.009951,very-weak
202.28.209.254_19.19.19.40.out.average,-0.036411,very-weak
202.38.97.230_19.19.19.4.out.average,-0.095768,very-weak
202.8.44.105_19.19.19.23.out.average,-0.008966,very-weak
202.90.159.172_19.19.19.25.out.average,-0.121225,very-weak
203.0.178.32_19.19.19.1.out.average,-0.095032,very-weak
203.178.132.80_19.19.19.19.out.average,0.094779,very-weak
212.110.161.69_19.19.19.45.out.average,-0.052718,very-weak
212.191.2.18_19.19.19.26.out.average,-0.056073,very-weak
212.191.2.18_19.19.19.27.out.average,0.045534,very-weak
212.47.239.32_19.19.19.11.out.average,-0.094084,very-weak
213.166.187.92_19.19.19.36.out.average,0.036341,very-weak
213.229.119.169_19.19.19.44.out.average,-0.060615,very-weak
219.216.128.25_19.19.19.5.out.average,-0.119724,very-weak
23.79.234.240_19.19.19.48.out.average,-0.019065,very-weak
31.193.177.85_19.19.19.2.out.average,-0.048146,very-weak
5.101.158.166_19.19.19.31.out.average,-0.057232,very-weak
58.28.25.150_19.19.19.24.out.average,-0.133104,very-weak
62.44.96.38_19.19.19.3.out.average,0.054320,very-weak
78.154.171.62_19.19.19.43.out.average,-0.079235,very-weak
78.96.7.8_19.19.19.30.out.average,0.071732,very-weak
95.173.191.11_19.19.19.42.out.average,-0.008977,very-weak
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,0.061964,very-weak
122.152.116.24_19.19.19.20.out.average,0.675866,strong
130.133.3.130_19.19.19.12.out.average,0.126427,very-weak
130.161.131.20_19.19.19.21.out.average,0.067227,very-weak
130.206.1.5_19.19.19.35.out.average,0.103624,very-weak
130.225.254.116_19.19.19.8.out.average,0.012658,very-weak
130.236.254.50_19.19.19.37.out.average,-0.011620,very-weak
130.75.2.22_19.19.19.13.out.average,0.096220,very-weak
137.189.4.14_19.19.19.15.out.average,0.065301,very-weak
140.117.11.7_19.19.19.39.out.average,0.015986,very-weak
140.128.9.18_19.19.19.38.out.average,0.164000,very-weak
141.217.0.199_19.19.19.47.out.average,-0.073640,very-weak
147.102.222.211_19.19.19.14.out.average,0.063040,very-weak
149.20.37.36_19.19.19.22.out.average,0.107061,very-weak
153.19.251.225_19.19.19.28.out.average,0.095631,very-weak
155.210.4.101_19.19.19.34.out.average,-0.066019,very-weak
162.213.3.248_19.19.19.49.out.average,0.061260,very-weak
163.1.221.67_19.19.19.46.out.average,0.088803,very-weak
163.178.174.25_19.19.19.6.out.average,-0.019985,very-weak
185.87.121.190_19.19.19.41.out.average,-0.031310,very-weak
192.38.78.162_19.19.19.7.out.average,0.050065,very-weak
193.136.164.6_19.19.19.29.out.average,0.060324,very-weak
193.166.3.3_19.19.19.9.out.average,0.005102,very-weak
193.6.176.62_19.19.19.16.out.average,0.028055,very-weak
194.105.226.20_19.19.19.17.out.average,0.069369,very-weak
194.116.84.15_19.19.19.18.out.average,-0.036983,very-weak
194.2.0.36_19.19.19.10.out.average,0.122949,very-weak
195.14.50.21_19.19.19.32.out.average,0.080934,very-weak
202.28.209.254_19.19.19.40.out.average,0.114261,very-weak
202.38.97.230_19.19.19.4.out.average,-0.011710,very-weak
202.8.44.105_19.19.19.23.out.average,0.035127,very-weak
202.90.159.172_19.19.19.25.out.average,-0.026187,very-weak
203.0.178.32_19.19.19.1.out.average,-0.024330,very-weak
203.178.132.80_19.19.19.19.out.average,0.150213,very-weak
212.110.161.69_19.19.19.45.out.average,0.102346,very-weak
212.191.2.18_19.19.19.26.out.average,0.077592,very-weak
212.191.2.18_19.19.19.27.out.average,-0.065142,very-weak
212.47.239.32_19.19.19.11.out.average,0.001096,very-weak
213.166.187.92_19.19.19.36.out.average,0.009953,very-weak
213.229.119.169_19.19.19.44.out.average,0.102037,very-weak
219.216.128.25_19.19.19.5.out.average,0.075664,very-weak
23.79.234.240_19.19.19.48.out.average,0.109324,very-weak
31.193.177.85_19.19.19.2.out.average,0.162446,very-weak
5.101.158.166_19.19.19.31.out.average,0.088014,very-weak
58.28.25.150_19.19.19.24.out.average,0.137959,very-weak
62.44.96.38_19.19.19.3.out.average,0.007876,very-weak
78.154.171.62_19.19.19.43.out.average,-0.050395,very-weak
78.96.7.8_19.19.19.30.out.average,0.023715,very-weak
95.173.191.11_19.19.19.42.out.average,0.154839,very-weak
130.133.3.130_19.19.19.12.out.average, 
117.120.2.17_19.19.19.33.out.average,-0.012086,very-weak
122.152.116.24_19.19.19.20.out.average,0.053206,very-weak
130.133.3.130_19.19.19.12.out.average,0.616672,strong
130.161.131.20_19.19.19.21.out.average,0.053008,very-weak
130.206.1.5_19.19.19.35.out.average,0.062505,very-weak
130.225.254.116_19.19.19.8.out.average,0.059107,very-weak
130.236.254.50_19.19.19.37.out.average,0.048682,very-weak
130.75.2.22_19.19.19.13.out.average,0.149129,very-weak
137.189.4.14_19.19.19.15.out.average,0.022552,very-weak
140.117.11.7_19.19.19.39.out.average,0.012270,very-weak
140.128.9.18_19.19.19.38.out.average,0.163609,very-weak
141.217.0.199_19.19.19.47.out.average,0.054668,very-weak
147.102.222.211_19.19.19.14.out.average,-0.081783,very-weak
149.20.37.36_19.19.19.22.out.average,0.023957,very-weak
153.19.251.225_19.19.19.28.out.average,0.006365,very-weak
155.210.4.101_19.19.19.34.out.average,0.027466,very-weak
162.213.3.248_19.19.19.49.out.average,0.053154,very-weak
163.1.221.67_19.19.19.46.out.average,-0.026695,very-weak
163.178.174.25_19.19.19.6.out.average,0.071593,very-weak
185.87.121.190_19.19.19.41.out.average,0.041829,very-weak
192.38.78.162_19.19.19.7.out.average,0.192238,weak
193.136.164.6_19.19.19.29.out.average,0.070707,very-weak
193.166.3.3_19.19.19.9.out.average,-0.001516,very-weak
193.6.176.62_19.19.19.16.out.average,0.066706,very-weak
194.105.226.20_19.19.19.17.out.average,0.006440,very-weak
194.116.84.15_19.19.19.18.out.average,0.039254,very-weak
194.2.0.36_19.19.19.10.out.average,0.090801,very-weak
195.14.50.21_19.19.19.32.out.average,0.053113,very-weak
202.28.209.254_19.19.19.40.out.average,0.096222,very-weak
202.38.97.230_19.19.19.4.out.average,-0.008831,very-weak
202.8.44.105_19.19.19.23.out.average,0.180835,very-weak
202.90.159.172_19.19.19.25.out.average,0.007945,very-weak
203.0.178.32_19.19.19.1.out.average,0.081382,very-weak
203.178.132.80_19.19.19.19.out.average,0.080048,very-weak
212.110.161.69_19.19.19.45.out.average,-0.030697,very-weak
212.191.2.18_19.19.19.26.out.average,0.019337,very-weak
212.191.2.18_19.19.19.27.out.average,0.067862,very-weak
212.47.239.32_19.19.19.11.out.average,0.115103,very-weak
213.166.187.92_19.19.19.36.out.average,0.092339,very-weak
213.229.119.169_19.19.19.44.out.average,0.049788,very-weak
219.216.128.25_19.19.19.5.out.average,0.007047,very-weak
23.79.234.240_19.19.19.48.out.average,0.152731,very-weak
31.193.177.85_19.19.19.2.out.average,0.157844,very-weak
5.101.158.166_19.19.19.31.out.average,0.048089,very-weak
58.28.25.150_19.19.19.24.out.average,0.065023,very-weak
62.44.96.38_19.19.19.3.out.average,0.013669,very-weak
78.154.171.62_19.19.19.43.out.average,-0.020189,very-weak
78.96.7.8_19.19.19.30.out.average,-0.001839,very-weak
95.173.191.11_19.19.19.42.out.average,-0.009852,very-weak
130.161.131.20_19.19.19.21.out.average, 
117.120.2.17_19.19.19.33.out.average,0.106225,very-weak
122.152.116.24_19.19.19.20.out.average,0.089423,very-weak
130.133.3.130_19.19.19.12.out.average,0.073316,very-weak
130.161.131.20_19.19.19.21.out.average,0.624556,strong
130.206.1.5_19.19.19.35.out.average,0.096033,very-weak
130.225.254.116_19.19.19.8.out.average,0.132862,very-weak
130.236.254.50_19.19.19.37.out.average,0.024984,very-weak
130.75.2.22_19.19.19.13.out.average,0.131360,very-weak
137.189.4.14_19.19.19.15.out.average,0.040665,very-weak
140.117.11.7_19.19.19.39.out.average,0.030902,very-weak
140.128.9.18_19.19.19.38.out.average,0.086156,very-weak
141.217.0.199_19.19.19.47.out.average,0.087849,very-weak
147.102.222.211_19.19.19.14.out.average,0.017807,very-weak
149.20.37.36_19.19.19.22.out.average,0.162517,very-weak
153.19.251.225_19.19.19.28.out.average,0.158538,very-weak
155.210.4.101_19.19.19.34.out.average,-0.051022,very-weak
162.213.3.248_19.19.19.49.out.average,0.106838,very-weak
163.1.221.67_19.19.19.46.out.average,0.003840,very-weak
163.178.174.25_19.19.19.6.out.average,-0.102530,very-weak
185.87.121.190_19.19.19.41.out.average,0.150015,very-weak
192.38.78.162_19.19.19.7.out.average,0.029737,very-weak
193.136.164.6_19.19.19.29.out.average,0.153019,very-weak
193.166.3.3_19.19.19.9.out.average,-0.015298,very-weak
193.6.176.62_19.19.19.16.out.average,0.021970,very-weak
194.105.226.20_19.19.19.17.out.average,0.043351,very-weak
194.116.84.15_19.19.19.18.out.average,0.100050,very-weak
194.2.0.36_19.19.19.10.out.average,0.044276,very-weak
195.14.50.21_19.19.19.32.out.average,0.064708,very-weak
202.28.209.254_19.19.19.40.out.average,0.064466,very-weak
202.38.97.230_19.19.19.4.out.average,0.073693,very-weak
202.8.44.105_19.19.19.23.out.average,-0.020469,very-weak
202.90.159.172_19.19.19.25.out.average,0.040230,very-weak
203.0.178.32_19.19.19.1.out.average,-0.017477,very-weak
203.178.132.80_19.19.19.19.out.average,0.103255,very-weak
212.110.161.69_19.19.19.45.out.average,0.100702,very-weak
212.191.2.18_19.19.19.26.out.average,-0.085231,very-weak
212.191.2.18_19.19.19.27.out.average,0.106571,very-weak
212.47.239.32_19.19.19.11.out.average,0.088271,very-weak
213.166.187.92_19.19.19.36.out.average,0.092854,very-weak
213.229.119.169_19.19.19.44.out.average,0.082388,very-weak
219.216.128.25_19.19.19.5.out.average,0.031210,very-weak
23.79.234.240_19.19.19.48.out.average,0.107745,very-weak
31.193.177.85_19.19.19.2.out.average,0.137087,very-weak
5.101.158.166_19.19.19.31.out.average,0.061253,very-weak
58.28.25.150_19.19.19.24.out.average,-0.009067,very-weak
62.44.96.38_19.19.19.3.out.average,0.013049,very-weak
78.154.171.62_19.19.19.43.out.average,0.063095,very-weak
78.96.7.8_19.19.19.30.out.average,0.087549,very-weak
95.173.191.11_19.19.19.42.out.average,-0.013123,very-weak
130.206.1.5_19.19.19.35.out.average, 
117.120.2.17_19.19.19.33.out.average,0.057661,very-weak
122.152.116.24_19.19.19.20.out.average,-0.056972,very-weak
130.133.3.130_19.19.19.12.out.average,0.011154,very-weak
130.161.131.20_19.19.19.21.out.average,0.011788,very-weak
130.206.1.5_19.19.19.35.out.average,0.630936,strong
130.225.254.116_19.19.19.8.out.average,-0.041751,very-weak
130.236.254.50_19.19.19.37.out.average,0.091600,very-weak
130.75.2.22_19.19.19.13.out.average,0.244950,weak
137.189.4.14_19.19.19.15.out.average,0.025099,very-weak
140.117.11.7_19.19.19.39.out.average,0.017079,very-weak
140.128.9.18_19.19.19.38.out.average,-0.083796,very-weak
141.217.0.199_19.19.19.47.out.average,0.100219,very-weak
147.102.222.211_19.19.19.14.out.average,0.026700,very-weak
149.20.37.36_19.19.19.22.out.average,0.124106,very-weak
153.19.251.225_19.19.19.28.out.average,0.121033,very-weak
155.210.4.101_19.19.19.34.out.average,0.113419,very-weak
162.213.3.248_19.19.19.49.out.average,0.290125,weak
163.1.221.67_19.19.19.46.out.average,0.005709,very-weak
163.178.174.25_19.19.19.6.out.average,-0.150352,very-weak
185.87.121.190_19.19.19.41.out.average,0.046154,very-weak
192.38.78.162_19.19.19.7.out.average,0.023583,very-weak
193.136.164.6_19.19.19.29.out.average,-0.047265,very-weak
193.166.3.3_19.19.19.9.out.average,-0.074231,very-weak
193.6.176.62_19.19.19.16.out.average,-0.068590,very-weak
194.105.226.20_19.19.19.17.out.average,-0.044610,very-weak
194.116.84.15_19.19.19.18.out.average,0.046622,very-weak
194.2.0.36_19.19.19.10.out.average,0.112147,very-weak
195.14.50.21_19.19.19.32.out.average,0.037521,very-weak
202.28.209.254_19.19.19.40.out.average,-0.084579,very-weak
202.38.97.230_19.19.19.4.out.average,-0.035243,very-weak
202.8.44.105_19.19.19.23.out.average,0.067939,very-weak
202.90.159.172_19.19.19.25.out.average,0.070994,very-weak
203.0.178.32_19.19.19.1.out.average,0.065369,very-weak
203.178.132.80_19.19.19.19.out.average,0.152016,very-weak
212.110.161.69_19.19.19.45.out.average,0.041929,very-weak
212.191.2.18_19.19.19.26.out.average,0.088372,very-weak
212.191.2.18_19.19.19.27.out.average,-0.113654,very-weak
212.47.239.32_19.19.19.11.out.average,0.104351,very-weak
213.166.187.92_19.19.19.36.out.average,0.054730,very-weak
213.229.119.169_19.19.19.44.out.average,-0.030145,very-weak
219.216.128.25_19.19.19.5.out.average,0.049183,very-weak
23.79.234.240_19.19.19.48.out.average,0.100868,very-weak
31.193.177.85_19.19.19.2.out.average,-0.012701,very-weak
5.101.158.166_19.19.19.31.out.average,-0.063489,very-weak
58.28.25.150_19.19.19.24.out.average,0.052774,very-weak
62.44.96.38_19.19.19.3.out.average,-0.055208,very-weak
78.154.171.62_19.19.19.43.out.average,0.063155,very-weak
78.96.7.8_19.19.19.30.out.average,-0.012702,very-weak
95.173.191.11_19.19.19.42.out.average,-0.044584,very-weak
130.225.254.116_19.19.19.8.out.average, 
117.120.2.17_19.19.19.33.out.average,0.055427,very-weak
122.152.116.24_19.19.19.20.out.average,0.045917,very-weak
130.133.3.130_19.19.19.12.out.average,-0.072347,very-weak
130.161.131.20_19.19.19.21.out.average,0.044552,very-weak
130.206.1.5_19.19.19.35.out.average,-0.106495,very-weak
130.225.254.116_19.19.19.8.out.average,0.598643,strong
130.236.254.50_19.19.19.37.out.average,0.007438,very-weak
130.75.2.22_19.19.19.13.out.average,0.042850,very-weak
137.189.4.14_19.19.19.15.out.average,0.042008,very-weak
140.117.11.7_19.19.19.39.out.average,-0.061550,very-weak
