117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.986271,very-strong
122.152.116.24_19.19.19.20.out.average,0.230621,weak
130.133.3.130_19.19.19.12.out.average,-0.051522,very-weak
130.161.131.20_19.19.19.21.out.average,0.268424,weak
130.206.1.5_19.19.19.35.out.average,0.096060,very-weak
130.225.254.116_19.19.19.8.out.average,0.353832,weak
130.236.254.50_19.19.19.37.out.average,0.157652,very-weak
130.75.2.22_19.19.19.13.out.average,-0.049205,very-weak
137.189.4.14_19.19.19.15.out.average,-0.008819,very-weak
140.117.11.7_19.19.19.39.out.average,0.165464,very-weak
140.128.9.18_19.19.19.38.out.average,0.099579,very-weak
141.217.0.199_19.19.19.47.out.average,0.089154,very-weak
147.102.222.211_19.19.19.14.out.average,0.027232,very-weak
149.20.37.36_19.19.19.22.out.average,0.392304,moderate
153.19.251.225_19.19.19.28.out.average,-0.015806,very-weak
155.210.4.101_19.19.19.34.out.average,0.090198,very-weak
162.213.3.248_19.19.19.49.out.average,0.335984,weak
163.1.160.163_19.19.19.46.out.average,-0.123898,very-weak
163.178.174.25_19.19.19.6.out.average,0.467063,moderate
185.87.121.190_19.19.19.41.out.average,0.397850,moderate
192.38.78.162_19.19.19.7.out.average,0.045085,very-weak
193.136.164.6_19.19.19.29.out.average,0.273210,weak
193.166.3.3_19.19.19.9.out.average,0.118517,very-weak
193.6.176.62_19.19.19.16.out.average,-0.102501,very-weak
194.105.226.20_19.19.19.17.out.average,0.034225,very-weak
194.116.84.15_19.19.19.18.out.average,0.261672,weak
194.2.0.36_19.19.19.10.out.average,0.038745,very-weak
195.14.50.21_19.19.19.32.out.average,0.388129,weak
202.28.209.254_19.19.19.40.out.average,0.503825,moderate
202.38.97.230_19.19.19.4.out.average,0.234998,weak
202.8.44.105_19.19.19.23.out.average,0.453625,moderate
202.90.159.172_19.19.19.25.out.average,0.173230,very-weak
203.0.178.32_19.19.19.1.out.average,0.139667,very-weak
203.178.132.80_19.19.19.19.out.average,0.141959,very-weak
212.110.161.69_19.19.19.45.out.average,0.331877,weak
212.191.2.18_19.19.19.26.out.average,0.149264,very-weak
212.191.2.18_19.19.19.27.out.average,0.342354,weak
212.47.239.32_19.19.19.11.out.average,0.284692,weak
213.166.187.92_19.19.19.36.out.average,0.383247,weak
213.229.119.169_19.19.19.44.out.average,0.182033,very-weak
219.216.128.25_19.19.19.5.out.average,-0.037550,very-weak
23.79.234.240_19.19.19.48.out.average,0.394727,moderate
31.193.177.85_19.19.19.2.out.average,0.353843,weak
5.101.158.166_19.19.19.31.out.average,0.332819,weak
58.28.25.150_19.19.19.24.out.average,0.280330,weak
62.44.96.38_19.19.19.3.out.average,0.401739,moderate
78.154.171.62_19.19.19.43.out.average,0.217133,weak
78.96.7.8_19.19.19.30.out.average,0.458681,moderate
95.173.191.11_19.19.19.42.out.average,0.402913,moderate
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,0.228964,weak
122.152.116.24_19.19.19.20.out.average,0.990464,very-strong
130.133.3.130_19.19.19.12.out.average,-0.029476,very-weak
130.161.131.20_19.19.19.21.out.average,-0.056581,very-weak
130.206.1.5_19.19.19.35.out.average,-0.077082,very-weak
130.225.254.116_19.19.19.8.out.average,0.518368,moderate
130.236.254.50_19.19.19.37.out.average,-0.026312,very-weak
130.75.2.22_19.19.19.13.out.average,-0.049655,very-weak
137.189.4.14_19.19.19.15.out.average,-0.127023,very-weak
140.117.11.7_19.19.19.39.out.average,-0.235675,weak
140.128.9.18_19.19.19.38.out.average,0.445075,moderate
141.217.0.199_19.19.19.47.out.average,-0.027221,very-weak
147.102.222.211_19.19.19.14.out.average,-0.014736,very-weak
149.20.37.36_19.19.19.22.out.average,-0.033099,very-weak
153.19.251.225_19.19.19.28.out.average,0.045922,very-weak
155.210.4.101_19.19.19.34.out.average,0.096773,very-weak
162.213.3.248_19.19.19.49.out.average,0.021160,very-weak
163.1.160.163_19.19.19.46.out.average,-0.152704,very-weak
163.178.174.25_19.19.19.6.out.average,0.220963,weak
185.87.121.190_19.19.19.41.out.average,0.218374,weak
192.38.78.162_19.19.19.7.out.average,-0.128872,very-weak
193.136.164.6_19.19.19.29.out.average,-0.008375,very-weak
193.166.3.3_19.19.19.9.out.average,-0.055696,very-weak
193.6.176.62_19.19.19.16.out.average,0.031943,very-weak
194.105.226.20_19.19.19.17.out.average,0.075500,very-weak
194.116.84.15_19.19.19.18.out.average,0.290789,weak
194.2.0.36_19.19.19.10.out.average,-0.023771,very-weak
195.14.50.21_19.19.19.32.out.average,0.276015,weak
202.28.209.254_19.19.19.40.out.average,0.271968,weak
202.38.97.230_19.19.19.4.out.average,0.181854,very-weak
202.8.44.105_19.19.19.23.out.average,0.355288,weak
202.90.159.172_19.19.19.25.out.average,0.533133,moderate
203.0.178.32_19.19.19.1.out.average,0.296514,weak
203.178.132.80_19.19.19.19.out.average,0.008565,very-weak
212.110.161.69_19.19.19.45.out.average,0.004023,very-weak
212.191.2.18_19.19.19.26.out.average,-0.063597,very-weak
212.191.2.18_19.19.19.27.out.average,-0.085545,very-weak
212.47.239.32_19.19.19.11.out.average,-0.074632,very-weak
213.166.187.92_19.19.19.36.out.average,0.390378,moderate
213.229.119.169_19.19.19.44.out.average,-0.075273,very-weak
219.216.128.25_19.19.19.5.out.average,-0.039691,very-weak
23.79.234.240_19.19.19.48.out.average,0.241200,weak
31.193.177.85_19.19.19.2.out.average,0.091187,very-weak
5.101.158.166_19.19.19.31.out.average,-0.051144,very-weak
58.28.25.150_19.19.19.24.out.average,-0.006248,very-weak
62.44.96.38_19.19.19.3.out.average,0.037709,very-weak
78.154.171.62_19.19.19.43.out.average,0.192570,weak
78.96.7.8_19.19.19.30.out.average,0.395326,moderate
95.173.191.11_19.19.19.42.out.average,0.175678,very-weak
130.133.3.130_19.19.19.12.out.average, 
