117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.531165,moderate
122.152.116.24_19.19.19.20.out.average,0.264406,weak
130.133.3.130_19.19.19.12.out.average,0.178754,very-weak
130.161.131.20_19.19.19.21.out.average,0.233018,weak
130.206.1.5_19.19.19.35.out.average,0.367489,weak
130.225.254.116_19.19.19.8.out.average,0.239477,weak
130.236.254.50_19.19.19.37.out.average,0.241356,weak
130.75.2.22_19.19.19.13.out.average,0.277536,weak
137.189.4.14_19.19.19.15.out.average,0.212103,weak
140.117.11.7_19.19.19.39.out.average,0.244341,weak
140.128.9.18_19.19.19.38.out.average,0.161226,very-weak
141.217.0.199_19.19.19.47.out.average,0.149081,very-weak
147.102.222.211_19.19.19.14.out.average,0.278495,weak
149.20.37.36_19.19.19.22.out.average,-0.666467,strong
153.19.251.225_19.19.19.28.out.average,0.257990,weak
155.210.4.101_19.19.19.34.out.average,0.217918,weak
162.213.3.248_19.19.19.49.out.average,0.230365,weak
163.1.221.67_19.19.19.46.out.average,0.298560,weak
163.178.174.25_19.19.19.6.out.average,0.168099,very-weak
185.87.121.190_19.19.19.41.out.average,0.197779,weak
192.38.78.162_19.19.19.7.out.average,0.139650,very-weak
193.136.164.6_19.19.19.29.out.average,0.317859,weak
193.166.3.3_19.19.19.9.out.average,0.217472,weak
193.6.176.62_19.19.19.16.out.average,0.244306,weak
194.105.226.20_19.19.19.17.out.average,0.309970,weak
194.116.84.15_19.19.19.18.out.average,0.243904,weak
194.2.0.36_19.19.19.10.out.average,0.278832,weak
195.14.50.21_19.19.19.32.out.average,0.288390,weak
202.28.209.254_19.19.19.40.out.average,0.267360,weak
202.38.97.230_19.19.19.4.out.average,0.188483,very-weak
202.8.44.105_19.19.19.23.out.average,0.131145,very-weak
202.90.159.172_19.19.19.25.out.average,0.170574,very-weak
203.0.178.32_19.19.19.1.out.average,0.289573,weak
203.178.132.80_19.19.19.19.out.average,0.311467,weak
212.110.161.69_19.19.19.45.out.average,0.248182,weak
212.191.2.18_19.19.19.26.out.average,0.327714,weak
212.191.2.18_19.19.19.27.out.average,0.284522,weak
212.47.239.32_19.19.19.11.out.average,0.200910,weak
213.166.187.92_19.19.19.36.out.average,0.241292,weak
213.229.119.169_19.19.19.44.out.average,0.267959,weak
219.216.128.25_19.19.19.5.out.average,0.171186,very-weak
23.79.234.240_19.19.19.48.out.average,0.118105,very-weak
31.193.177.85_19.19.19.2.out.average,0.331460,weak
5.101.158.166_19.19.19.31.out.average,0.208890,weak
58.28.25.150_19.19.19.24.out.average,0.306505,weak
62.44.96.38_19.19.19.3.out.average,0.252930,weak
78.154.171.62_19.19.19.43.out.average,0.296404,weak
78.96.7.8_19.19.19.30.out.average,0.266893,weak
95.173.191.11_19.19.19.42.out.average,0.282510,weak
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,0.302992,weak
122.152.116.24_19.19.19.20.out.average,0.367166,weak
130.133.3.130_19.19.19.12.out.average,0.198139,weak
130.161.131.20_19.19.19.21.out.average,0.182917,very-weak
130.206.1.5_19.19.19.35.out.average,0.274137,weak
130.225.254.116_19.19.19.8.out.average,0.250580,weak
130.236.254.50_19.19.19.37.out.average,0.227697,weak
130.75.2.22_19.19.19.13.out.average,0.242269,weak
137.189.4.14_19.19.19.15.out.average,0.140230,very-weak
140.117.11.7_19.19.19.39.out.average,0.204637,weak
140.128.9.18_19.19.19.38.out.average,0.120129,very-weak
141.217.0.199_19.19.19.47.out.average,0.111164,very-weak
147.102.222.211_19.19.19.14.out.average,0.216724,weak
149.20.37.36_19.19.19.22.out.average,-0.782794,strong
153.19.251.225_19.19.19.28.out.average,0.269899,weak
155.210.4.101_19.19.19.34.out.average,0.212151,weak
162.213.3.248_19.19.19.49.out.average,0.077324,very-weak
163.1.221.67_19.19.19.46.out.average,0.289353,weak
163.178.174.25_19.19.19.6.out.average,0.208979,weak
185.87.121.190_19.19.19.41.out.average,0.167671,very-weak
192.38.78.162_19.19.19.7.out.average,0.230050,weak
193.136.164.6_19.19.19.29.out.average,0.193747,weak
193.166.3.3_19.19.19.9.out.average,0.240097,weak
193.6.176.62_19.19.19.16.out.average,0.232868,weak
194.105.226.20_19.19.19.17.out.average,0.250455,weak
194.116.84.15_19.19.19.18.out.average,0.234012,weak
194.2.0.36_19.19.19.10.out.average,0.236337,weak
195.14.50.21_19.19.19.32.out.average,0.254679,weak
202.28.209.254_19.19.19.40.out.average,0.175875,very-weak
202.38.97.230_19.19.19.4.out.average,0.160120,very-weak
202.8.44.105_19.19.19.23.out.average,0.132252,very-weak
202.90.159.172_19.19.19.25.out.average,0.109715,very-weak
203.0.178.32_19.19.19.1.out.average,0.187006,very-weak
203.178.132.80_19.19.19.19.out.average,0.316258,weak
212.110.161.69_19.19.19.45.out.average,0.077026,very-weak
212.191.2.18_19.19.19.26.out.average,0.140285,very-weak
212.191.2.18_19.19.19.27.out.average,0.315016,weak
212.47.239.32_19.19.19.11.out.average,0.310314,weak
213.166.187.92_19.19.19.36.out.average,0.277271,weak
213.229.119.169_19.19.19.44.out.average,0.191079,weak
219.216.128.25_19.19.19.5.out.average,0.187456,very-weak
23.79.234.240_19.19.19.48.out.average,0.144025,very-weak
31.193.177.85_19.19.19.2.out.average,0.206484,weak
5.101.158.166_19.19.19.31.out.average,0.104692,very-weak
58.28.25.150_19.19.19.24.out.average,0.265588,weak
62.44.96.38_19.19.19.3.out.average,0.218048,weak
78.154.171.62_19.19.19.43.out.average,0.244715,weak
78.96.7.8_19.19.19.30.out.average,0.190714,weak
95.173.191.11_19.19.19.42.out.average,0.291244,weak
130.133.3.130_19.19.19.12.out.average, 
117.120.2.17_19.19.19.33.out.average,0.265013,weak
122.152.116.24_19.19.19.20.out.average,0.214813,weak
130.133.3.130_19.19.19.12.out.average,0.341813,weak
130.161.131.20_19.19.19.21.out.average,0.170811,very-weak
130.206.1.5_19.19.19.35.out.average,0.236945,weak
130.225.254.116_19.19.19.8.out.average,0.258695,weak
130.236.254.50_19.19.19.37.out.average,0.178558,very-weak
130.75.2.22_19.19.19.13.out.average,0.131903,very-weak
137.189.4.14_19.19.19.15.out.average,0.194025,weak
140.117.11.7_19.19.19.39.out.average,0.176657,very-weak
140.128.9.18_19.19.19.38.out.average,0.177407,very-weak
141.217.0.199_19.19.19.47.out.average,0.217635,weak
147.102.222.211_19.19.19.14.out.average,0.167385,very-weak
149.20.37.36_19.19.19.22.out.average,-0.809249,very-strong
153.19.251.225_19.19.19.28.out.average,0.135200,very-weak
