117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.686609,strong
122.152.116.24_19.19.19.20.out.average,-0.096367,very-weak
130.133.3.130_19.19.19.12.out.average,0.122075,very-weak
130.161.131.20_19.19.19.21.out.average,-0.094891,very-weak
130.206.1.5_19.19.19.35.out.average,-0.051341,very-weak
130.225.254.116_19.19.19.8.out.average,-0.067344,very-weak
130.236.254.50_19.19.19.37.out.average,-0.003724,very-weak
130.75.2.22_19.19.19.13.out.average,0.114947,very-weak
137.189.4.14_19.19.19.15.out.average,0.037124,very-weak
140.128.9.18_19.19.19.38.out.average,-0.082480,very-weak
141.217.0.199_19.19.19.47.out.average,-0.022489,very-weak
147.102.222.211_19.19.19.14.out.average,0.048484,very-weak
149.20.37.36_19.19.19.22.out.average,-0.047295,very-weak
153.19.251.225_19.19.19.28.out.average,-0.045129,very-weak
155.210.4.101_19.19.19.34.out.average,-0.080910,very-weak
162.213.3.248_19.19.19.49.out.average,0.041810,very-weak
163.1.221.67_19.19.19.46.out.average,-0.190917,weak
163.178.174.25_19.19.19.6.out.average,-0.018406,very-weak
185.87.121.190_19.19.19.41.out.average,0.057794,very-weak
192.38.78.162_19.19.19.7.out.average,0.071151,very-weak
193.136.164.6_19.19.19.29.out.average,0.052422,very-weak
193.166.3.3_19.19.19.9.out.average,0.027300,very-weak
193.6.176.62_19.19.19.16.out.average,0.055348,very-weak
194.105.226.20_19.19.19.17.out.average,-0.011671,very-weak
194.116.84.15_19.19.19.18.out.average,-0.015064,very-weak
194.2.0.36_19.19.19.10.out.average,0.069823,very-weak
195.14.50.21_19.19.19.32.out.average,0.188813,very-weak
202.28.209.254_19.19.19.40.out.average,0.045801,very-weak
202.38.97.230_19.19.19.4.out.average,0.035418,very-weak
202.8.44.105_19.19.19.23.out.average,0.085666,very-weak
202.90.159.172_19.19.19.25.out.average,0.073470,very-weak
203.0.178.32_19.19.19.1.out.average,-0.069738,very-weak
203.178.132.80_19.19.19.19.out.average,0.055959,very-weak
212.110.161.69_19.19.19.45.out.average,0.019771,very-weak
212.191.2.18_19.19.19.26.out.average,0.058660,very-weak
212.191.2.18_19.19.19.27.out.average,0.017234,very-weak
212.47.239.32_19.19.19.11.out.average,0.004295,very-weak
213.166.187.92_19.19.19.36.out.average,0.119155,very-weak
213.229.119.169_19.19.19.44.out.average,0.018836,very-weak
219.216.128.25_19.19.19.5.out.average,0.005542,very-weak
