117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.247223,weak
122.152.116.24_19.19.19.20.out.average,0.102408,very-weak
130.133.3.130_19.19.19.12.out.average,0.097136,very-weak
130.161.131.20_19.19.19.21.out.average,0.072166,very-weak
130.206.1.5_19.19.19.35.out.average,0.078087,very-weak
130.225.254.116_19.19.19.8.out.average,-0.067166,very-weak
130.236.254.50_19.19.19.37.out.average,-0.091401,very-weak
130.75.2.22_19.19.19.13.out.average,0.016465,very-weak
137.189.4.14_19.19.19.15.out.average,0.094643,very-weak
140.117.11.7_19.19.19.39.out.average,-0.012885,very-weak
140.128.9.18_19.19.19.38.out.average,0.099086,very-weak
141.217.0.199_19.19.19.47.out.average,-0.032499,very-weak
147.102.222.211_19.19.19.14.out.average,0.100495,very-weak
149.20.37.36_19.19.19.22.out.average,-0.035561,very-weak
153.19.251.225_19.19.19.28.out.average,-0.128591,very-weak
155.210.4.101_19.19.19.34.out.average,-0.004996,very-weak
162.213.3.248_19.19.19.49.out.average,0.138580,very-weak
163.1.160.163_19.19.19.46.out.average,0.132171,very-weak
163.178.174.25_19.19.19.6.out.average,0.000773,very-weak
185.87.121.190_19.19.19.41.out.average,-0.014911,very-weak
192.38.78.162_19.19.19.7.out.average,0.001527,very-weak
193.136.164.6_19.19.19.29.out.average,0.091345,very-weak
193.166.3.3_19.19.19.9.out.average,0.141600,very-weak
193.6.176.62_19.19.19.16.out.average,-0.047467,very-weak
194.105.226.20_19.19.19.17.out.average,0.105064,very-weak
194.116.84.15_19.19.19.18.out.average,0.176031,very-weak
194.2.0.36_19.19.19.10.out.average,-0.018299,very-weak
195.14.50.21_19.19.19.32.out.average,0.023549,very-weak
202.28.209.254_19.19.19.40.out.average,0.020717,very-weak
202.38.97.230_19.19.19.4.out.average,0.016088,very-weak
202.8.44.105_19.19.19.23.out.average,0.078188,very-weak
202.90.159.172_19.19.19.25.out.average,-0.030045,very-weak
203.0.178.32_19.19.19.1.out.average,0.065386,very-weak
203.178.132.80_19.19.19.19.out.average,-0.070566,very-weak
212.110.161.69_19.19.19.45.out.average,-0.004513,very-weak
212.191.2.18_19.19.19.26.out.average,-0.042812,very-weak
212.191.2.18_19.19.19.27.out.average,0.129382,very-weak
212.47.239.32_19.19.19.11.out.average,-0.088923,very-weak
213.166.187.92_19.19.19.36.out.average,0.160324,very-weak
213.229.119.169_19.19.19.44.out.average,-0.011065,very-weak
219.216.128.25_19.19.19.5.out.average,0.124673,very-weak
23.79.234.240_19.19.19.48.out.average,0.032909,very-weak
31.193.177.85_19.19.19.2.out.average,-0.043898,very-weak
5.101.158.166_19.19.19.31.out.average,0.037959,very-weak
58.28.25.150_19.19.19.24.out.average,-0.024141,very-weak
62.44.96.38_19.19.19.3.out.average,0.145171,very-weak
78.154.171.62_19.19.19.43.out.average,-0.019724,very-weak
78.96.7.8_19.19.19.30.out.average,-0.039326,very-weak
95.173.191.11_19.19.19.42.out.average,0.087765,very-weak
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,0.019622,very-weak
122.152.116.24_19.19.19.20.out.average,0.376352,weak
130.133.3.130_19.19.19.12.out.average,0.204024,weak
130.161.131.20_19.19.19.21.out.average,-0.087499,very-weak
130.206.1.5_19.19.19.35.out.average,0.026460,very-weak
130.225.254.116_19.19.19.8.out.average,-0.051906,very-weak
130.236.254.50_19.19.19.37.out.average,-0.041339,very-weak
130.75.2.22_19.19.19.13.out.average,0.180227,very-weak
137.189.4.14_19.19.19.15.out.average,0.057831,very-weak
140.117.11.7_19.19.19.39.out.average,-0.047874,very-weak
140.128.9.18_19.19.19.38.out.average,0.066150,very-weak
141.217.0.199_19.19.19.47.out.average,-0.100886,very-weak
147.102.222.211_19.19.19.14.out.average,0.161750,very-weak
149.20.37.36_19.19.19.22.out.average,-0.072590,very-weak
153.19.251.225_19.19.19.28.out.average,-0.074170,very-weak
155.210.4.101_19.19.19.34.out.average,-0.058702,very-weak
162.213.3.248_19.19.19.49.out.average,0.133722,very-weak
163.1.160.163_19.19.19.46.out.average,0.200344,weak
163.178.174.25_19.19.19.6.out.average,-0.028981,very-weak
185.87.121.190_19.19.19.41.out.average,0.028332,very-weak
192.38.78.162_19.19.19.7.out.average,0.000032,very-weak
193.136.164.6_19.19.19.29.out.average,-0.059962,very-weak
193.166.3.3_19.19.19.9.out.average,0.136641,very-weak
193.6.176.62_19.19.19.16.out.average,-0.150974,very-weak
194.105.226.20_19.19.19.17.out.average,0.157861,very-weak
194.116.84.15_19.19.19.18.out.average,0.004485,very-weak
194.2.0.36_19.19.19.10.out.average,-0.009772,very-weak
195.14.50.21_19.19.19.32.out.average,0.116321,very-weak
202.28.209.254_19.19.19.40.out.average,0.026973,very-weak
202.38.97.230_19.19.19.4.out.average,0.070760,very-weak
202.8.44.105_19.19.19.23.out.average,0.144579,very-weak
202.90.159.172_19.19.19.25.out.average,-0.016054,very-weak
203.0.178.32_19.19.19.1.out.average,0.102060,very-weak
203.178.132.80_19.19.19.19.out.average,-0.029628,very-weak
212.110.161.69_19.19.19.45.out.average,-0.003993,very-weak
212.191.2.18_19.19.19.26.out.average,-0.031391,very-weak
212.191.2.18_19.19.19.27.out.average,-0.037447,very-weak
212.47.239.32_19.19.19.11.out.average,-0.093763,very-weak
213.166.187.92_19.19.19.36.out.average,-0.015504,very-weak
213.229.119.169_19.19.19.44.out.average,0.025145,very-weak
