117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.999996,very-strong
122.152.116.24_19.19.19.20.out.average,-0.050511,very-weak
130.133.3.130_19.19.19.12.out.average,0.042539,very-weak
130.161.131.20_19.19.19.21.out.average,-0.068440,very-weak
130.206.1.5_19.19.19.35.out.average,-0.052751,very-weak
130.225.254.116_19.19.19.8.out.average,0.052713,very-weak
130.236.254.50_19.19.19.37.out.average,0.030169,very-weak
130.75.2.22_19.19.19.13.out.average,-0.030008,very-weak
137.189.4.14_19.19.19.15.out.average,0.036627,very-weak
140.117.11.7_19.19.19.39.out.average,-0.067078,very-weak
140.128.9.18_19.19.19.38.out.average,-0.018294,very-weak
141.217.0.199_19.19.19.47.out.average,0.051894,very-weak
147.102.222.211_19.19.19.14.out.average,0.021235,very-weak
149.20.37.36_19.19.19.22.out.average,-0.013306,very-weak
153.19.251.225_19.19.19.28.out.average,0.085448,very-weak
155.210.4.101_19.19.19.34.out.average,-0.034825,very-weak
162.213.3.248_19.19.19.49.out.average,-0.054072,very-weak
163.1.160.163_19.19.19.46.out.average,0.031976,very-weak
163.178.174.25_19.19.19.6.out.average,-0.017958,very-weak
185.87.121.190_19.19.19.41.out.average,0.002177,very-weak
192.38.78.162_19.19.19.7.out.average,-0.087136,very-weak
193.136.164.6_19.19.19.29.out.average,0.018557,very-weak
193.166.3.3_19.19.19.9.out.average,0.057104,very-weak
193.6.176.62_19.19.19.16.out.average,-0.006830,very-weak
194.105.226.20_19.19.19.17.out.average,-0.010965,very-weak
194.116.84.15_19.19.19.18.out.average,0.002336,very-weak
194.2.0.36_19.19.19.10.out.average,0.090836,very-weak
195.14.50.21_19.19.19.32.out.average,-0.031670,very-weak
202.28.209.254_19.19.19.40.out.average,-0.033248,very-weak
202.38.97.230_19.19.19.4.out.average,-0.079334,very-weak
202.8.44.105_19.19.19.23.out.average,0.113113,very-weak
202.90.159.172_19.19.19.25.out.average,-0.060111,very-weak
203.0.178.32_19.19.19.1.out.average,-0.022801,very-weak
203.178.132.80_19.19.19.19.out.average,-0.036754,very-weak
212.110.161.69_19.19.19.45.out.average,-0.064554,very-weak
212.191.2.18_19.19.19.26.out.average,-0.081450,very-weak
212.191.2.18_19.19.19.27.out.average,0.089125,very-weak
212.47.239.32_19.19.19.11.out.average,0.007483,very-weak
213.166.187.92_19.19.19.36.out.average,0.054048,very-weak
213.229.119.169_19.19.19.44.out.average,0.043798,very-weak
219.216.128.25_19.19.19.5.out.average,-0.123326,very-weak
23.79.234.240_19.19.19.48.out.average,-0.055714,very-weak
31.193.177.85_19.19.19.2.out.average,-0.037741,very-weak
5.101.158.166_19.19.19.31.out.average,-0.093871,very-weak
58.28.25.150_19.19.19.24.out.average,0.022306,very-weak
62.44.96.38_19.19.19.3.out.average,-0.037791,very-weak
78.154.171.62_19.19.19.43.out.average,0.037568,very-weak
78.96.7.8_19.19.19.30.out.average,0.054670,very-weak
95.173.191.11_19.19.19.42.out.average,-0.057968,very-weak
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,-0.050419,very-weak
122.152.116.24_19.19.19.20.out.average,0.999999,very-strong
130.133.3.130_19.19.19.12.out.average,-0.020422,very-weak
130.161.131.20_19.19.19.21.out.average,0.047492,very-weak
130.206.1.5_19.19.19.35.out.average,0.086178,very-weak
130.225.254.116_19.19.19.8.out.average,-0.041705,very-weak
130.236.254.50_19.19.19.37.out.average,-0.145030,very-weak
130.75.2.22_19.19.19.13.out.average,0.024087,very-weak
137.189.4.14_19.19.19.15.out.average,0.005810,very-weak
140.117.11.7_19.19.19.39.out.average,-0.059408,very-weak
140.128.9.18_19.19.19.38.out.average,-0.019670,very-weak
141.217.0.199_19.19.19.47.out.average,-0.025450,very-weak
147.102.222.211_19.19.19.14.out.average,0.045170,very-weak
149.20.37.36_19.19.19.22.out.average,0.053824,very-weak
153.19.251.225_19.19.19.28.out.average,-0.065989,very-weak
155.210.4.101_19.19.19.34.out.average,-0.108423,very-weak
162.213.3.248_19.19.19.49.out.average,-0.029095,very-weak
163.1.160.163_19.19.19.46.out.average,-0.056765,very-weak
163.178.174.25_19.19.19.6.out.average,0.091277,very-weak
185.87.121.190_19.19.19.41.out.average,-0.034572,very-weak
192.38.78.162_19.19.19.7.out.average,-0.037291,very-weak
193.136.164.6_19.19.19.29.out.average,0.101417,very-weak
193.166.3.3_19.19.19.9.out.average,0.053677,very-weak
193.6.176.62_19.19.19.16.out.average,0.080410,very-weak
194.105.226.20_19.19.19.17.out.average,0.021508,very-weak
194.116.84.15_19.19.19.18.out.average,0.000507,very-weak
194.2.0.36_19.19.19.10.out.average,-0.037660,very-weak
195.14.50.21_19.19.19.32.out.average,0.018493,very-weak
