117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.996831,very-strong
122.152.116.24_19.19.19.20.out.average,-0.005262,very-weak
130.133.3.130_19.19.19.12.out.average,-0.042409,very-weak
130.161.131.20_19.19.19.21.out.average,0.127118,very-weak
130.206.1.5_19.19.19.35.out.average,0.253179,weak
130.225.254.116_19.19.19.8.out.average,0.043429,very-weak
130.236.254.50_19.19.19.37.out.average,-0.031705,very-weak
130.75.2.22_19.19.19.13.out.average,0.188527,very-weak
137.189.4.14_19.19.19.15.out.average,-0.246209,weak
140.117.11.7_19.19.19.39.out.average,0.017594,very-weak
140.128.9.18_19.19.19.38.out.average,0.085639,very-weak
141.217.0.199_19.19.19.47.out.average,0.437228,moderate
147.102.222.211_19.19.19.14.out.average,0.001234,very-weak
149.20.37.36_19.19.19.22.out.average,0.140002,very-weak
153.19.251.225_19.19.19.28.out.average,0.369180,weak
155.210.4.101_19.19.19.34.out.average,0.414277,moderate
162.213.3.248_19.19.19.49.out.average,0.370926,weak
163.1.160.163_19.19.19.46.out.average,0.371981,weak
163.178.174.25_19.19.19.6.out.average,0.121268,very-weak
185.87.121.190_19.19.19.41.out.average,0.216476,weak
192.38.78.162_19.19.19.7.out.average,-0.006717,very-weak
193.136.164.6_19.19.19.29.out.average,0.138746,very-weak
193.166.3.3_19.19.19.9.out.average,0.159936,very-weak
193.6.176.62_19.19.19.16.out.average,0.036405,very-weak
194.105.226.20_19.19.19.17.out.average,-0.052122,very-weak
194.116.84.15_19.19.19.18.out.average,0.076965,very-weak
194.2.0.36_19.19.19.10.out.average,0.005831,very-weak
195.14.50.21_19.19.19.32.out.average,0.420800,moderate
202.28.209.254_19.19.19.40.out.average,0.081632,very-weak
202.38.97.230_19.19.19.4.out.average,0.168138,very-weak
202.8.44.105_19.19.19.23.out.average,-0.108857,very-weak
202.90.159.172_19.19.19.25.out.average,0.203125,weak
203.0.178.32_19.19.19.1.out.average,-0.063321,very-weak
203.178.132.80_19.19.19.19.out.average,0.179813,very-weak
212.110.161.69_19.19.19.45.out.average,0.251850,weak
212.191.2.18_19.19.19.26.out.average,0.451948,moderate
212.191.2.18_19.19.19.27.out.average,-0.097993,very-weak
212.47.239.32_19.19.19.11.out.average,-0.089906,very-weak
213.166.187.92_19.19.19.36.out.average,0.206907,weak
213.229.119.169_19.19.19.44.out.average,0.390350,moderate
219.216.128.25_19.19.19.5.out.average,0.046656,very-weak
23.79.234.240_19.19.19.48.out.average,-0.055229,very-weak
31.193.177.85_19.19.19.2.out.average,0.262105,weak
5.101.158.166_19.19.19.31.out.average,0.194355,weak
58.28.25.150_19.19.19.24.out.average,0.165507,very-weak
62.44.96.38_19.19.19.3.out.average,0.248479,weak
78.154.171.62_19.19.19.43.out.average,0.037991,very-weak
78.96.7.8_19.19.19.30.out.average,0.358138,weak
95.173.191.11_19.19.19.42.out.average,-0.010889,very-weak
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,-0.006517,very-weak
122.152.116.24_19.19.19.20.out.average,0.998226,very-strong
130.133.3.130_19.19.19.12.out.average,-0.023634,very-weak
130.161.131.20_19.19.19.21.out.average,0.049252,very-weak
130.206.1.5_19.19.19.35.out.average,0.085126,very-weak
130.225.254.116_19.19.19.8.out.average,-0.121644,very-weak
130.236.254.50_19.19.19.37.out.average,0.009287,very-weak
130.75.2.22_19.19.19.13.out.average,-0.081959,very-weak
137.189.4.14_19.19.19.15.out.average,0.172578,very-weak
140.117.11.7_19.19.19.39.out.average,0.177767,very-weak
140.128.9.18_19.19.19.38.out.average,-0.137054,very-weak
141.217.0.199_19.19.19.47.out.average,0.000392,very-weak
147.102.222.211_19.19.19.14.out.average,0.517413,moderate
149.20.37.36_19.19.19.22.out.average,-0.095424,very-weak
153.19.251.225_19.19.19.28.out.average,-0.182554,very-weak
155.210.4.101_19.19.19.34.out.average,-0.141242,very-weak
162.213.3.248_19.19.19.49.out.average,-0.065819,very-weak
163.1.160.163_19.19.19.46.out.average,0.192291,weak
163.178.174.25_19.19.19.6.out.average,-0.107072,very-weak
185.87.121.190_19.19.19.41.out.average,-0.093430,very-weak
192.38.78.162_19.19.19.7.out.average,0.066285,very-weak
193.136.164.6_19.19.19.29.out.average,0.084201,very-weak
193.166.3.3_19.19.19.9.out.average,0.544441,moderate
193.6.176.62_19.19.19.16.out.average,-0.015496,very-weak
194.105.226.20_19.19.19.17.out.average,-0.081949,very-weak
194.116.84.15_19.19.19.18.out.average,0.029634,very-weak
194.2.0.36_19.19.19.10.out.average,-0.116725,very-weak
195.14.50.21_19.19.19.32.out.average,-0.112523,very-weak
202.28.209.254_19.19.19.40.out.average,-0.131726,very-weak
202.38.97.230_19.19.19.4.out.average,0.026388,very-weak
202.8.44.105_19.19.19.23.out.average,0.128258,very-weak
202.90.159.172_19.19.19.25.out.average,-0.075123,very-weak
203.0.178.32_19.19.19.1.out.average,0.423856,moderate
203.178.132.80_19.19.19.19.out.average,-0.037566,very-weak
212.110.161.69_19.19.19.45.out.average,0.031499,very-weak
212.191.2.18_19.19.19.26.out.average,-0.083287,very-weak
212.191.2.18_19.19.19.27.out.average,-0.091580,very-weak
212.47.239.32_19.19.19.11.out.average,0.001964,very-weak
213.166.187.92_19.19.19.36.out.average,-0.011679,very-weak
213.229.119.169_19.19.19.44.out.average,0.066609,very-weak
219.216.128.25_19.19.19.5.out.average,0.022131,very-weak
23.79.234.240_19.19.19.48.out.average,-0.135580,very-weak
31.193.177.85_19.19.19.2.out.average,0.033733,very-weak
5.101.158.166_19.19.19.31.out.average,-0.138496,very-weak
58.28.25.150_19.19.19.24.out.average,0.113833,very-weak
62.44.96.38_19.19.19.3.out.average,0.097319,very-weak
78.154.171.62_19.19.19.43.out.average,0.439124,moderate
78.96.7.8_19.19.19.30.out.average,0.102322,very-weak
95.173.191.11_19.19.19.42.out.average,-0.051466,very-weak
130.133.3.130_19.19.19.12.out.average, 
117.120.2.17_19.19.19.33.out.average,-0.042667,very-weak
122.152.116.24_19.19.19.20.out.average,-0.028029,very-weak
130.133.3.130_19.19.19.12.out.average,0.998281,very-strong
130.161.131.20_19.19.19.21.out.average,0.252572,weak
130.206.1.5_19.19.19.35.out.average,0.117274,very-weak
130.225.254.116_19.19.19.8.out.average,-0.043866,very-weak
130.236.254.50_19.19.19.37.out.average,0.443486,moderate
130.75.2.22_19.19.19.13.out.average,0.290655,weak
137.189.4.14_19.19.19.15.out.average,-0.025847,very-weak
140.117.11.7_19.19.19.39.out.average,-0.053688,very-weak
140.128.9.18_19.19.19.38.out.average,0.547033,moderate
141.217.0.199_19.19.19.47.out.average,-0.151411,very-weak
147.102.222.211_19.19.19.14.out.average,-0.165988,very-weak
149.20.37.36_19.19.19.22.out.average,-0.075957,very-weak
153.19.251.225_19.19.19.28.out.average,-0.150641,very-weak
155.210.4.101_19.19.19.34.out.average,-0.166900,very-weak
162.213.3.248_19.19.19.49.out.average,-0.052490,very-weak
163.1.160.163_19.19.19.46.out.average,-0.054317,very-weak
163.178.174.25_19.19.19.6.out.average,0.038151,very-weak
185.87.121.190_19.19.19.41.out.average,-0.027631,very-weak
192.38.78.162_19.19.19.7.out.average,-0.088803,very-weak
193.136.164.6_19.19.19.29.out.average,0.290513,weak
193.166.3.3_19.19.19.9.out.average,0.054665,very-weak
193.6.176.62_19.19.19.16.out.average,-0.037420,very-weak
194.105.226.20_19.19.19.17.out.average,0.558168,moderate
194.116.84.15_19.19.19.18.out.average,0.024734,very-weak
194.2.0.36_19.19.19.10.out.average,-0.048472,very-weak
195.14.50.21_19.19.19.32.out.average,-0.062012,very-weak
202.28.209.254_19.19.19.40.out.average,0.435253,moderate
202.38.97.230_19.19.19.4.out.average,-0.016057,very-weak
202.8.44.105_19.19.19.23.out.average,0.030588,very-weak
202.90.159.172_19.19.19.25.out.average,-0.011598,very-weak
203.0.178.32_19.19.19.1.out.average,-0.074869,very-weak
203.178.132.80_19.19.19.19.out.average,-0.046811,very-weak
212.110.161.69_19.19.19.45.out.average,-0.112362,very-weak
212.191.2.18_19.19.19.26.out.average,-0.043254,very-weak
212.191.2.18_19.19.19.27.out.average,0.606526,strong
212.47.239.32_19.19.19.11.out.average,0.574336,moderate
213.166.187.92_19.19.19.36.out.average,-0.087139,very-weak
213.229.119.169_19.19.19.44.out.average,-0.107858,very-weak
219.216.128.25_19.19.19.5.out.average,0.340540,weak
23.79.234.240_19.19.19.48.out.average,-0.133858,very-weak
31.193.177.85_19.19.19.2.out.average,-0.132110,very-weak
5.101.158.166_19.19.19.31.out.average,-0.082001,very-weak
58.28.25.150_19.19.19.24.out.average,0.195791,weak
62.44.96.38_19.19.19.3.out.average,0.030028,very-weak
78.154.171.62_19.19.19.43.out.average,-0.007239,very-weak
78.96.7.8_19.19.19.30.out.average,0.003865,very-weak
95.173.191.11_19.19.19.42.out.average,-0.044497,very-weak
130.161.131.20_19.19.19.21.out.average, 
117.120.2.17_19.19.19.33.out.average,0.114866,very-weak
122.152.116.24_19.19.19.20.out.average,0.049929,very-weak
130.133.3.130_19.19.19.12.out.average,0.265531,weak
130.161.131.20_19.19.19.21.out.average,0.997208,very-strong
130.206.1.5_19.19.19.35.out.average,0.391902,moderate
130.225.254.116_19.19.19.8.out.average,-0.023899,very-weak
130.236.254.50_19.19.19.37.out.average,0.260533,weak
130.75.2.22_19.19.19.13.out.average,0.104777,very-weak
137.189.4.14_19.19.19.15.out.average,-0.219013,weak
140.117.11.7_19.19.19.39.out.average,-0.080325,very-weak
140.128.9.18_19.19.19.38.out.average,0.190856,weak
141.217.0.199_19.19.19.47.out.average,-0.039000,very-weak
147.102.222.211_19.19.19.14.out.average,0.041552,very-weak
149.20.37.36_19.19.19.22.out.average,-0.113046,very-weak
153.19.251.225_19.19.19.28.out.average,-0.144833,very-weak
155.210.4.101_19.19.19.34.out.average,-0.102303,very-weak
162.213.3.248_19.19.19.49.out.average,0.110254,very-weak
163.1.160.163_19.19.19.46.out.average,0.209334,weak
163.178.174.25_19.19.19.6.out.average,0.074440,very-weak
185.87.121.190_19.19.19.41.out.average,-0.041303,very-weak
192.38.78.162_19.19.19.7.out.average,-0.041277,very-weak
193.136.164.6_19.19.19.29.out.average,0.536126,moderate
193.166.3.3_19.19.19.9.out.average,0.259519,weak
193.6.176.62_19.19.19.16.out.average,-0.081077,very-weak
194.105.226.20_19.19.19.17.out.average,0.237589,weak
194.116.84.15_19.19.19.18.out.average,0.113120,very-weak
194.2.0.36_19.19.19.10.out.average,-0.100768,very-weak
195.14.50.21_19.19.19.32.out.average,-0.122771,very-weak
202.28.209.254_19.19.19.40.out.average,0.174983,very-weak
202.38.97.230_19.19.19.4.out.average,0.216693,weak
202.8.44.105_19.19.19.23.out.average,-0.148206,very-weak
202.90.159.172_19.19.19.25.out.average,0.180562,very-weak
203.0.178.32_19.19.19.1.out.average,0.113860,very-weak
203.178.132.80_19.19.19.19.out.average,0.068459,very-weak
212.110.161.69_19.19.19.45.out.average,0.344037,weak
212.191.2.18_19.19.19.26.out.average,0.044417,very-weak
212.191.2.18_19.19.19.27.out.average,0.337056,weak
212.47.239.32_19.19.19.11.out.average,0.283384,weak
213.166.187.92_19.19.19.36.out.average,0.149159,very-weak
213.229.119.169_19.19.19.44.out.average,0.287683,weak
219.216.128.25_19.19.19.5.out.average,0.281303,weak
23.79.234.240_19.19.19.48.out.average,-0.083486,very-weak
31.193.177.85_19.19.19.2.out.average,0.343406,weak
5.101.158.166_19.19.19.31.out.average,-0.003266,very-weak
58.28.25.150_19.19.19.24.out.average,0.297608,weak
62.44.96.38_19.19.19.3.out.average,0.306906,weak
78.154.171.62_19.19.19.43.out.average,0.080352,very-weak
78.96.7.8_19.19.19.30.out.average,0.249152,weak
95.173.191.11_19.19.19.42.out.average,0.000518,very-weak
130.206.1.5_19.19.19.35.out.average, 
117.120.2.17_19.19.19.33.out.average,0.245787,weak
122.152.116.24_19.19.19.20.out.average,0.068884,very-weak
130.133.3.130_19.19.19.12.out.average,0.116627,very-weak
130.161.131.20_19.19.19.21.out.average,0.392224,moderate
130.206.1.5_19.19.19.35.out.average,0.997325,very-strong
130.225.254.116_19.19.19.8.out.average,0.022255,very-weak
130.236.254.50_19.19.19.37.out.average,0.211209,weak
130.75.2.22_19.19.19.13.out.average,-0.007800,very-weak
137.189.4.14_19.19.19.15.out.average,-0.125815,very-weak
140.117.11.7_19.19.19.39.out.average,0.009922,very-weak
140.128.9.18_19.19.19.38.out.average,0.196999,weak
141.217.0.199_19.19.19.47.out.average,0.129350,very-weak
147.102.222.211_19.19.19.14.out.average,-0.039562,very-weak
149.20.37.36_19.19.19.22.out.average,0.079480,very-weak
153.19.251.225_19.19.19.28.out.average,0.030551,very-weak
155.210.4.101_19.19.19.34.out.average,0.018572,very-weak
162.213.3.248_19.19.19.49.out.average,0.204878,weak
163.1.160.163_19.19.19.46.out.average,0.301304,weak
163.178.174.25_19.19.19.6.out.average,0.033184,very-weak
185.87.121.190_19.19.19.41.out.average,-0.159135,very-weak
