117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.988021,very-strong
122.152.116.24_19.19.19.20.out.average,0.251058,weak
130.133.3.130_19.19.19.12.out.average,0.026089,very-weak
130.161.131.20_19.19.19.21.out.average,0.158913,very-weak
130.206.1.5_19.19.19.35.out.average,0.492477,moderate
130.225.254.116_19.19.19.8.out.average,0.419034,moderate
130.236.254.50_19.19.19.37.out.average,0.219454,weak
130.75.2.22_19.19.19.13.out.average,-0.082489,very-weak
137.189.4.14_19.19.19.15.out.average,-0.162753,very-weak
140.128.9.18_19.19.19.38.out.average,-0.113073,very-weak
141.217.0.199_19.19.19.47.out.average,0.031358,very-weak
147.102.222.211_19.19.19.14.out.average,0.383264,weak
149.20.37.36_19.19.19.22.out.average,0.018082,very-weak
153.19.251.225_19.19.19.28.out.average,0.355034,weak
155.210.4.101_19.19.19.34.out.average,-0.153914,very-weak
162.213.3.248_19.19.19.49.out.average,0.026481,very-weak
163.1.221.67_19.19.19.46.out.average,0.243226,weak
163.178.174.25_19.19.19.6.out.average,0.153120,very-weak
185.87.121.190_19.19.19.41.out.average,-0.003030,very-weak
192.38.78.162_19.19.19.7.out.average,-0.096296,very-weak
193.136.164.6_19.19.19.29.out.average,-0.055703,very-weak
193.166.3.3_19.19.19.9.out.average,0.426043,moderate
193.6.176.62_19.19.19.16.out.average,0.056295,very-weak
194.105.226.20_19.19.19.17.out.average,0.422717,moderate
194.116.84.15_19.19.19.18.out.average,0.283380,weak
194.2.0.36_19.19.19.10.out.average,0.038899,very-weak
195.14.50.21_19.19.19.32.out.average,-0.033133,very-weak
202.28.209.254_19.19.19.40.out.average,0.378905,weak
202.38.97.230_19.19.19.4.out.average,-0.013886,very-weak
202.8.44.105_19.19.19.23.out.average,0.002696,very-weak
202.90.159.172_19.19.19.25.out.average,-0.064226,very-weak
203.0.178.32_19.19.19.1.out.average,0.091093,very-weak
203.178.132.80_19.19.19.19.out.average,0.027301,very-weak
212.110.161.69_19.19.19.45.out.average,0.226748,weak
212.191.2.18_19.19.19.26.out.average,0.414589,moderate
212.191.2.18_19.19.19.27.out.average,0.406985,moderate
212.47.239.32_19.19.19.11.out.average,0.173110,very-weak
213.166.187.92_19.19.19.36.out.average,0.084571,very-weak
213.229.119.169_19.19.19.44.out.average,0.106978,very-weak
219.216.128.25_19.19.19.5.out.average,-0.023635,very-weak
23.79.234.240_19.19.19.48.out.average,0.046635,very-weak
31.193.177.85_19.19.19.2.out.average,-0.067193,very-weak
5.101.158.166_19.19.19.31.out.average,0.121897,very-weak
58.28.25.150_19.19.19.24.out.average,0.438065,moderate
62.44.96.38_19.19.19.3.out.average,0.108675,very-weak
78.154.171.62_19.19.19.43.out.average,0.474764,moderate
78.96.7.8_19.19.19.30.out.average,0.563891,moderate
95.173.191.11_19.19.19.42.out.average,0.372198,weak
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,0.254474,weak
122.152.116.24_19.19.19.20.out.average,0.987971,very-strong
130.133.3.130_19.19.19.12.out.average,-0.153957,very-weak
130.161.131.20_19.19.19.21.out.average,0.113879,very-weak
130.206.1.5_19.19.19.35.out.average,0.248821,weak
130.225.254.116_19.19.19.8.out.average,0.391660,moderate
130.236.254.50_19.19.19.37.out.average,0.108288,very-weak
130.75.2.22_19.19.19.13.out.average,-0.210203,weak
137.189.4.14_19.19.19.15.out.average,-0.130928,very-weak
140.128.9.18_19.19.19.38.out.average,0.107000,very-weak
141.217.0.199_19.19.19.47.out.average,0.444455,moderate
147.102.222.211_19.19.19.14.out.average,0.048268,very-weak
149.20.37.36_19.19.19.22.out.average,0.398458,moderate
153.19.251.225_19.19.19.28.out.average,0.304348,weak
155.210.4.101_19.19.19.34.out.average,0.122555,very-weak
162.213.3.248_19.19.19.49.out.average,0.406318,moderate
163.1.221.67_19.19.19.46.out.average,0.239762,weak
163.178.174.25_19.19.19.6.out.average,0.051947,very-weak
185.87.121.190_19.19.19.41.out.average,-0.007687,very-weak
192.38.78.162_19.19.19.7.out.average,0.063932,very-weak
193.136.164.6_19.19.19.29.out.average,0.088587,very-weak
193.166.3.3_19.19.19.9.out.average,0.339780,weak
193.6.176.62_19.19.19.16.out.average,0.040935,very-weak
194.105.226.20_19.19.19.17.out.average,0.463443,moderate
194.116.84.15_19.19.19.18.out.average,0.317513,weak
194.2.0.36_19.19.19.10.out.average,0.236005,weak
195.14.50.21_19.19.19.32.out.average,-0.006598,very-weak
202.28.209.254_19.19.19.40.out.average,0.300563,weak
202.38.97.230_19.19.19.4.out.average,-0.064966,very-weak
202.8.44.105_19.19.19.23.out.average,-0.053332,very-weak
202.90.159.172_19.19.19.25.out.average,-0.060221,very-weak
203.0.178.32_19.19.19.1.out.average,-0.085041,very-weak
203.178.132.80_19.19.19.19.out.average,0.146473,very-weak
212.110.161.69_19.19.19.45.out.average,0.156047,very-weak
212.191.2.18_19.19.19.26.out.average,0.162981,very-weak
212.191.2.18_19.19.19.27.out.average,0.135391,very-weak
212.47.239.32_19.19.19.11.out.average,0.249457,weak
213.166.187.92_19.19.19.36.out.average,0.087067,very-weak
213.229.119.169_19.19.19.44.out.average,0.264937,weak
219.216.128.25_19.19.19.5.out.average,0.010422,very-weak
23.79.234.240_19.19.19.48.out.average,0.492536,moderate
31.193.177.85_19.19.19.2.out.average,0.223559,weak
5.101.158.166_19.19.19.31.out.average,0.123143,very-weak
58.28.25.150_19.19.19.24.out.average,0.274825,weak
62.44.96.38_19.19.19.3.out.average,0.181586,very-weak
78.154.171.62_19.19.19.43.out.average,0.414656,moderate
78.96.7.8_19.19.19.30.out.average,0.295080,weak
95.173.191.11_19.19.19.42.out.average,0.337705,weak
130.133.3.130_19.19.19.12.out.average, 
117.120.2.17_19.19.19.33.out.average,0.019759,very-weak
122.152.116.24_19.19.19.20.out.average,-0.138212,very-weak
130.133.3.130_19.19.19.12.out.average,1.000000,very-strong
130.161.131.20_19.19.19.21.out.average,0.166048,very-weak
130.206.1.5_19.19.19.35.out.average,-0.108851,very-weak
130.225.254.116_19.19.19.8.out.average,-0.192934,weak
130.236.254.50_19.19.19.37.out.average,0.366481,weak
130.75.2.22_19.19.19.13.out.average,0.484505,moderate
137.189.4.14_19.19.19.15.out.average,-0.112764,very-weak
140.128.9.18_19.19.19.38.out.average,0.164781,very-weak
141.217.0.199_19.19.19.47.out.average,-0.012114,very-weak
147.102.222.211_19.19.19.14.out.average,0.249201,weak
149.20.37.36_19.19.19.22.out.average,-0.065729,very-weak
153.19.251.225_19.19.19.28.out.average,-0.058732,very-weak
155.210.4.101_19.19.19.34.out.average,0.253319,weak
162.213.3.248_19.19.19.49.out.average,-0.099669,very-weak
163.1.221.67_19.19.19.46.out.average,-0.118119,very-weak
163.178.174.25_19.19.19.6.out.average,0.013263,very-weak
185.87.121.190_19.19.19.41.out.average,0.268272,weak
192.38.78.162_19.19.19.7.out.average,-0.100186,very-weak
193.136.164.6_19.19.19.29.out.average,-0.000318,very-weak
193.166.3.3_19.19.19.9.out.average,-0.127148,very-weak
193.6.176.62_19.19.19.16.out.average,0.126625,very-weak
194.105.226.20_19.19.19.17.out.average,-0.189459,very-weak
194.116.84.15_19.19.19.18.out.average,-0.039106,very-weak
194.2.0.36_19.19.19.10.out.average,-0.104897,very-weak
195.14.50.21_19.19.19.32.out.average,0.282704,weak
202.28.209.254_19.19.19.40.out.average,-0.220848,weak
202.38.97.230_19.19.19.4.out.average,-0.018938,very-weak
202.8.44.105_19.19.19.23.out.average,0.400646,moderate
202.90.159.172_19.19.19.25.out.average,-0.079144,very-weak
203.0.178.32_19.19.19.1.out.average,0.542809,moderate
203.178.132.80_19.19.19.19.out.average,-0.007228,very-weak
212.110.161.69_19.19.19.45.out.average,0.064696,very-weak
212.191.2.18_19.19.19.26.out.average,0.044272,very-weak
212.191.2.18_19.19.19.27.out.average,0.100391,very-weak
212.47.239.32_19.19.19.11.out.average,0.103432,very-weak
213.166.187.92_19.19.19.36.out.average,0.468270,moderate
213.229.119.169_19.19.19.44.out.average,0.118399,very-weak
219.216.128.25_19.19.19.5.out.average,-0.009700,very-weak
23.79.234.240_19.19.19.48.out.average,-0.190596,weak
31.193.177.85_19.19.19.2.out.average,-0.159343,very-weak
5.101.158.166_19.19.19.31.out.average,0.260909,weak
58.28.25.150_19.19.19.24.out.average,-0.137200,very-weak
62.44.96.38_19.19.19.3.out.average,-0.144139,very-weak
78.154.171.62_19.19.19.43.out.average,-0.101391,very-weak
78.96.7.8_19.19.19.30.out.average,-0.172664,very-weak
95.173.191.11_19.19.19.42.out.average,-0.155642,very-weak
130.161.131.20_19.19.19.21.out.average, 
117.120.2.17_19.19.19.33.out.average,0.167994,very-weak
122.152.116.24_19.19.19.20.out.average,0.121440,very-weak
130.133.3.130_19.19.19.12.out.average,0.167603,very-weak
130.161.131.20_19.19.19.21.out.average,0.987779,very-strong
