122.152.116.24_19.19.19.20.out.average, 
122.152.116.24_19.19.19.20.out.average,1.000000,very-strong
130.133.3.130_19.19.19.12.out.average,0.864145,very-strong
130.161.131.20_19.19.19.21.out.average,0.899293,very-strong
130.225.254.116_19.19.19.8.out.average,0.977938,very-strong
130.75.2.22_19.19.19.13.out.average,0.851046,very-strong
137.189.4.14_19.19.19.15.out.average,0.879647,very-strong
147.102.222.211_19.19.19.14.out.average,0.984263,very-strong
153.19.251.225_19.19.19.28.out.average,0.914315,very-strong
163.178.174.25_19.19.19.6.out.average,0.940738,very-strong
192.38.78.162_19.19.19.7.out.average,0.872323,very-strong
193.136.164.6_19.19.19.29.out.average,0.970402,very-strong
193.166.3.3_19.19.19.9.out.average,0.951973,very-strong
193.6.176.62_19.19.19.16.out.average,0.925049,very-strong
194.105.226.20_19.19.19.17.out.average,0.951928,very-strong
194.116.84.15_19.19.19.18.out.average,0.918353,very-strong
194.2.0.36_19.19.19.10.out.average,0.927540,very-strong
198.145.20.143_19.19.19.22.out.average,0.986613,very-strong
202.38.97.230_19.19.19.4.out.average,0.957839,very-strong
202.8.44.105_19.19.19.23.out.average,0.909827,very-strong
202.90.159.172_19.19.19.25.out.average,0.946280,very-strong
203.0.178.32_19.19.19.1.out.average,0.979398,very-strong
203.178.132.80_19.19.19.19.out.average,0.880770,very-strong
212.191.2.18_19.19.19.26.out.average,0.893865,very-strong
212.191.2.18_19.19.19.27.out.average,0.928666,very-strong
212.47.239.32_19.19.19.11.out.average,0.922128,very-strong
219.216.128.25_19.19.19.5.out.average,0.952187,very-strong
31.193.177.85_19.19.19.2.out.average,0.903172,very-strong
58.28.25.150_19.19.19.24.out.average,0.926660,very-strong
62.44.96.38_19.19.19.3.out.average,0.878410,very-strong
78.96.7.8_19.19.19.30.out.average,0.911573,very-strong
130.133.3.130_19.19.19.12.out.average, 
122.152.116.24_19.19.19.20.out.average,0.864156,very-strong
130.133.3.130_19.19.19.12.out.average,1.000000,very-strong
130.161.131.20_19.19.19.21.out.average,0.938749,very-strong
130.225.254.116_19.19.19.8.out.average,0.888782,very-strong
130.75.2.22_19.19.19.13.out.average,0.943219,very-strong
137.189.4.14_19.19.19.15.out.average,0.947735,very-strong
147.102.222.211_19.19.19.14.out.average,0.859419,very-strong
153.19.251.225_19.19.19.28.out.average,0.937698,very-strong
163.178.174.25_19.19.19.6.out.average,0.925436,very-strong
192.38.78.162_19.19.19.7.out.average,0.943936,very-strong
193.136.164.6_19.19.19.29.out.average,0.774842,strong
193.166.3.3_19.19.19.9.out.average,0.921413,very-strong
193.6.176.62_19.19.19.16.out.average,0.948235,very-strong
