117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.107657,very-weak
122.152.116.24_19.19.19.20.out.average,0.036022,very-weak
130.133.3.130_19.19.19.12.out.average,0.138229,very-weak
130.161.131.20_19.19.19.21.out.average,0.014543,very-weak
130.206.1.5_19.19.19.35.out.average,-0.006084,very-weak
130.225.254.116_19.19.19.8.out.average,0.038830,very-weak
130.236.254.50_19.19.19.37.out.average,0.045100,very-weak
130.75.2.22_19.19.19.13.out.average,-0.005597,very-weak
137.189.4.14_19.19.19.15.out.average,0.032752,very-weak
140.117.11.7_19.19.19.39.out.average,0.036281,very-weak
140.128.9.18_19.19.19.38.out.average,0.003555,very-weak
141.217.0.199_19.19.19.47.out.average,0.045105,very-weak
147.102.222.211_19.19.19.14.out.average,0.023169,very-weak
149.20.37.36_19.19.19.22.out.average,0.007755,very-weak
153.19.251.225_19.19.19.28.out.average,0.102185,very-weak
155.210.4.101_19.19.19.34.out.average,0.172550,very-weak
162.213.3.248_19.19.19.49.out.average,0.017349,very-weak
163.1.160.163_19.19.19.46.out.average,-0.004520,very-weak
163.178.174.25_19.19.19.6.out.average,0.005321,very-weak
185.87.121.190_19.19.19.41.out.average,-0.034933,very-weak
192.38.78.162_19.19.19.7.out.average,-0.004497,very-weak
193.136.164.6_19.19.19.29.out.average,-0.008308,very-weak
193.166.3.3_19.19.19.9.out.average,0.082107,very-weak
193.6.176.62_19.19.19.16.out.average,0.061375,very-weak
194.105.226.20_19.19.19.17.out.average,-0.006628,very-weak
194.116.84.15_19.19.19.18.out.average,0.051641,very-weak
194.2.0.36_19.19.19.10.out.average,0.048305,very-weak
195.14.50.21_19.19.19.32.out.average,0.009989,very-weak
202.28.209.254_19.19.19.40.out.average,-0.015149,very-weak
202.38.97.230_19.19.19.4.out.average,0.014210,very-weak
202.8.44.105_19.19.19.23.out.average,0.031613,very-weak
202.90.159.172_19.19.19.25.out.average,0.037617,very-weak
203.0.178.32_19.19.19.1.out.average,-0.002212,very-weak
203.178.132.80_19.19.19.19.out.average,0.232000,weak
212.110.161.69_19.19.19.45.out.average,0.152522,very-weak
212.191.2.18_19.19.19.26.out.average,0.117008,very-weak
212.191.2.18_19.19.19.27.out.average,0.029556,very-weak
212.47.239.32_19.19.19.11.out.average,0.084439,very-weak
213.166.187.92_19.19.19.36.out.average,0.001081,very-weak
213.229.119.169_19.19.19.44.out.average,0.058633,very-weak
219.216.128.25_19.19.19.5.out.average,-0.031602,very-weak
23.79.234.240_19.19.19.48.out.average,0.062622,very-weak
31.193.177.85_19.19.19.2.out.average,0.060172,very-weak
5.101.158.166_19.19.19.31.out.average,0.019677,very-weak
58.28.25.150_19.19.19.24.out.average,0.063398,very-weak
62.44.96.38_19.19.19.3.out.average,-0.007740,very-weak
78.154.171.62_19.19.19.43.out.average,0.065151,very-weak
78.96.7.8_19.19.19.30.out.average,0.046885,very-weak
95.173.191.11_19.19.19.42.out.average,0.084905,very-weak
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,0.180448,very-weak
122.152.116.24_19.19.19.20.out.average,0.104621,very-weak
130.133.3.130_19.19.19.12.out.average,0.009996,very-weak
130.161.131.20_19.19.19.21.out.average,0.052848,very-weak
130.206.1.5_19.19.19.35.out.average,0.069018,very-weak
130.225.254.116_19.19.19.8.out.average,0.038076,very-weak
130.236.254.50_19.19.19.37.out.average,0.000021,very-weak
130.75.2.22_19.19.19.13.out.average,0.079143,very-weak
137.189.4.14_19.19.19.15.out.average,0.019342,very-weak
140.117.11.7_19.19.19.39.out.average,-0.002524,very-weak
140.128.9.18_19.19.19.38.out.average,0.028042,very-weak
141.217.0.199_19.19.19.47.out.average,0.033101,very-weak
147.102.222.211_19.19.19.14.out.average,0.100382,very-weak
149.20.37.36_19.19.19.22.out.average,0.033630,very-weak
153.19.251.225_19.19.19.28.out.average,0.072548,very-weak
155.210.4.101_19.19.19.34.out.average,0.076811,very-weak
162.213.3.248_19.19.19.49.out.average,0.018645,very-weak
163.1.160.163_19.19.19.46.out.average,0.141574,very-weak
163.178.174.25_19.19.19.6.out.average,-0.034633,very-weak
185.87.121.190_19.19.19.41.out.average,0.015629,very-weak
192.38.78.162_19.19.19.7.out.average,-0.000586,very-weak
193.136.164.6_19.19.19.29.out.average,0.026352,very-weak
193.166.3.3_19.19.19.9.out.average,0.073737,very-weak
193.6.176.62_19.19.19.16.out.average,0.061723,very-weak
194.105.226.20_19.19.19.17.out.average,0.032091,very-weak
194.116.84.15_19.19.19.18.out.average,-0.000085,very-weak
194.2.0.36_19.19.19.10.out.average,0.025889,very-weak
195.14.50.21_19.19.19.32.out.average,-0.008046,very-weak
202.28.209.254_19.19.19.40.out.average,0.087113,very-weak
202.38.97.230_19.19.19.4.out.average,0.133467,very-weak
202.8.44.105_19.19.19.23.out.average,0.068392,very-weak
202.90.159.172_19.19.19.25.out.average,0.130142,very-weak
203.0.178.32_19.19.19.1.out.average,0.017483,very-weak
203.178.132.80_19.19.19.19.out.average,0.058009,very-weak
212.110.161.69_19.19.19.45.out.average,0.076475,very-weak
212.191.2.18_19.19.19.26.out.average,-0.001648,very-weak
212.191.2.18_19.19.19.27.out.average,0.012192,very-weak
212.47.239.32_19.19.19.11.out.average,0.067205,very-weak
213.166.187.92_19.19.19.36.out.average,0.026351,very-weak
213.229.119.169_19.19.19.44.out.average,0.045098,very-weak
219.216.128.25_19.19.19.5.out.average,-0.000495,very-weak
23.79.234.240_19.19.19.48.out.average,0.053714,very-weak
31.193.177.85_19.19.19.2.out.average,0.027604,very-weak
5.101.158.166_19.19.19.31.out.average,0.034806,very-weak
58.28.25.150_19.19.19.24.out.average,0.066684,very-weak
62.44.96.38_19.19.19.3.out.average,-0.021756,very-weak
78.154.171.62_19.19.19.43.out.average,0.085153,very-weak
78.96.7.8_19.19.19.30.out.average,0.069198,very-weak
95.173.191.11_19.19.19.42.out.average,-0.036015,very-weak
130.133.3.130_19.19.19.12.out.average, 
117.120.2.17_19.19.19.33.out.average,0.164016,very-weak
122.152.116.24_19.19.19.20.out.average,0.057701,very-weak
130.133.3.130_19.19.19.12.out.average,0.218079,weak
130.161.131.20_19.19.19.21.out.average,0.022387,very-weak
130.206.1.5_19.19.19.35.out.average,0.113691,very-weak
130.225.254.116_19.19.19.8.out.average,-0.014760,very-weak
130.236.254.50_19.19.19.37.out.average,0.012715,very-weak
130.75.2.22_19.19.19.13.out.average,0.043106,very-weak
137.189.4.14_19.19.19.15.out.average,0.040597,very-weak
140.117.11.7_19.19.19.39.out.average,-0.044288,very-weak
140.128.9.18_19.19.19.38.out.average,0.057877,very-weak
141.217.0.199_19.19.19.47.out.average,-0.057449,very-weak
147.102.222.211_19.19.19.14.out.average,0.162652,very-weak
149.20.37.36_19.19.19.22.out.average,0.074743,very-weak
153.19.251.225_19.19.19.28.out.average,0.036351,very-weak
155.210.4.101_19.19.19.34.out.average,0.204290,weak
162.213.3.248_19.19.19.49.out.average,-0.001278,very-weak
163.1.160.163_19.19.19.46.out.average,0.127548,very-weak
163.178.174.25_19.19.19.6.out.average,-0.010416,very-weak
185.87.121.190_19.19.19.41.out.average,0.023656,very-weak
192.38.78.162_19.19.19.7.out.average,0.010189,very-weak
193.136.164.6_19.19.19.29.out.average,0.088605,very-weak
193.166.3.3_19.19.19.9.out.average,0.090896,very-weak
193.6.176.62_19.19.19.16.out.average,-0.043108,very-weak
194.105.226.20_19.19.19.17.out.average,0.015660,very-weak
194.116.84.15_19.19.19.18.out.average,0.024637,very-weak
194.2.0.36_19.19.19.10.out.average,0.006398,very-weak
195.14.50.21_19.19.19.32.out.average,0.060777,very-weak
202.28.209.254_19.19.19.40.out.average,0.071100,very-weak
202.38.97.230_19.19.19.4.out.average,0.067168,very-weak
202.8.44.105_19.19.19.23.out.average,0.030815,very-weak
202.90.159.172_19.19.19.25.out.average,0.048674,very-weak
203.0.178.32_19.19.19.1.out.average,0.040988,very-weak
203.178.132.80_19.19.19.19.out.average,-0.002334,very-weak
212.110.161.69_19.19.19.45.out.average,0.030010,very-weak
212.191.2.18_19.19.19.26.out.average,0.010630,very-weak
212.191.2.18_19.19.19.27.out.average,0.003571,very-weak
212.47.239.32_19.19.19.11.out.average,-0.069852,very-weak
213.166.187.92_19.19.19.36.out.average,-0.015036,very-weak
213.229.119.169_19.19.19.44.out.average,0.050865,very-weak
219.216.128.25_19.19.19.5.out.average,-0.028673,very-weak
23.79.234.240_19.19.19.48.out.average,-0.050706,very-weak
31.193.177.85_19.19.19.2.out.average,0.056545,very-weak
5.101.158.166_19.19.19.31.out.average,-0.020195,very-weak
58.28.25.150_19.19.19.24.out.average,0.104330,very-weak
62.44.96.38_19.19.19.3.out.average,-0.032300,very-weak
78.154.171.62_19.19.19.43.out.average,-0.035021,very-weak
78.96.7.8_19.19.19.30.out.average,0.028748,very-weak
95.173.191.11_19.19.19.42.out.average,0.085247,very-weak
130.161.131.20_19.19.19.21.out.average, 
117.120.2.17_19.19.19.33.out.average,0.052132,very-weak
122.152.116.24_19.19.19.20.out.average,-0.014421,very-weak
