117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.030816,very-weak
122.152.116.24_19.19.19.20.out.average,-0.192002,weak
130.133.3.130_19.19.19.12.out.average,-0.121646,very-weak
130.161.131.20_19.19.19.21.out.average,-0.015661,very-weak
130.206.1.5_19.19.19.35.out.average,0.055372,very-weak
130.225.254.116_19.19.19.8.out.average,-0.191286,weak
130.236.254.50_19.19.19.37.out.average,-0.051788,very-weak
130.75.2.22_19.19.19.13.out.average,-0.067308,very-weak
137.189.4.14_19.19.19.15.out.average,-0.242526,weak
140.117.11.7_19.19.19.39.out.average,-0.227038,weak
140.128.9.18_19.19.19.38.out.average,-0.095892,very-weak
141.217.0.199_19.19.19.47.out.average,-0.350451,weak
147.102.222.211_19.19.19.14.out.average,-0.203446,weak
149.20.37.36_19.19.19.22.out.average,-0.176345,very-weak
153.19.251.225_19.19.19.28.out.average,-0.227543,weak
155.210.4.101_19.19.19.34.out.average,-0.220980,weak
162.213.3.248_19.19.19.49.out.average,-0.108835,very-weak
163.1.160.163_19.19.19.46.out.average,-0.163071,very-weak
163.178.174.25_19.19.19.6.out.average,0.030592,very-weak
185.87.121.190_19.19.19.41.out.average,-0.219574,weak
192.38.78.162_19.19.19.7.out.average,-0.268302,weak
193.136.164.6_19.19.19.29.out.average,-0.058434,very-weak
193.166.3.3_19.19.19.9.out.average,-0.103437,very-weak
193.6.176.62_19.19.19.16.out.average,-0.092207,very-weak
194.105.226.20_19.19.19.17.out.average,-0.151378,very-weak
194.116.84.15_19.19.19.18.out.average,-0.053223,very-weak
194.2.0.36_19.19.19.10.out.average,-0.031819,very-weak
195.14.50.21_19.19.19.32.out.average,-0.260562,weak
202.28.209.254_19.19.19.40.out.average,-0.036494,very-weak
202.38.97.230_19.19.19.4.out.average,0.129226,very-weak
202.8.44.105_19.19.19.23.out.average,-0.155369,very-weak
202.90.159.172_19.19.19.25.out.average,-0.151682,very-weak
203.0.178.32_19.19.19.1.out.average,-0.105139,very-weak
203.178.132.80_19.19.19.19.out.average,-0.108276,very-weak
212.110.161.69_19.19.19.45.out.average,-0.008926,very-weak
212.191.2.18_19.19.19.26.out.average,-0.282544,weak
212.191.2.18_19.19.19.27.out.average,-0.259610,weak
212.47.239.32_19.19.19.11.out.average,-0.053074,very-weak
213.166.187.92_19.19.19.36.out.average,-0.099410,very-weak
213.229.119.169_19.19.19.44.out.average,-0.048037,very-weak
219.216.128.25_19.19.19.5.out.average,-0.053220,very-weak
23.79.234.240_19.19.19.48.out.average,-0.187692,very-weak
31.193.177.85_19.19.19.2.out.average,-0.036154,very-weak
5.101.158.166_19.19.19.31.out.average,-0.062238,very-weak
58.28.25.150_19.19.19.24.out.average,-0.228670,weak
62.44.96.38_19.19.19.3.out.average,-0.138404,very-weak
78.154.171.62_19.19.19.43.out.average,-0.125137,very-weak
78.96.7.8_19.19.19.30.out.average,-0.208584,weak
95.173.191.11_19.19.19.42.out.average,-0.109389,very-weak
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,-0.057248,very-weak
122.152.116.24_19.19.19.20.out.average,0.008245,very-weak
130.133.3.130_19.19.19.12.out.average,-0.039493,very-weak
130.161.131.20_19.19.19.21.out.average,-0.015038,very-weak
130.206.1.5_19.19.19.35.out.average,-0.033047,very-weak
130.225.254.116_19.19.19.8.out.average,-0.141317,very-weak
130.236.254.50_19.19.19.37.out.average,0.015396,very-weak
130.75.2.22_19.19.19.13.out.average,-0.012764,very-weak
137.189.4.14_19.19.19.15.out.average,-0.036787,very-weak
140.117.11.7_19.19.19.39.out.average,-0.012460,very-weak
140.128.9.18_19.19.19.38.out.average,-0.149345,very-weak
141.217.0.199_19.19.19.47.out.average,-0.033115,very-weak
147.102.222.211_19.19.19.14.out.average,-0.067087,very-weak
149.20.37.36_19.19.19.22.out.average,-0.115169,very-weak
153.19.251.225_19.19.19.28.out.average,-0.044227,very-weak
155.210.4.101_19.19.19.34.out.average,0.038740,very-weak
162.213.3.248_19.19.19.49.out.average,-0.087350,very-weak
163.1.160.163_19.19.19.46.out.average,-0.065860,very-weak
163.178.174.25_19.19.19.6.out.average,0.059121,very-weak
185.87.121.190_19.19.19.41.out.average,-0.177659,very-weak
192.38.78.162_19.19.19.7.out.average,-0.102701,very-weak
193.136.164.6_19.19.19.29.out.average,-0.120808,very-weak
193.166.3.3_19.19.19.9.out.average,-0.082725,very-weak
193.6.176.62_19.19.19.16.out.average,-0.046760,very-weak
194.105.226.20_19.19.19.17.out.average,0.003576,very-weak
194.116.84.15_19.19.19.18.out.average,-0.168498,very-weak
194.2.0.36_19.19.19.10.out.average,-0.105573,very-weak
195.14.50.21_19.19.19.32.out.average,-0.144707,very-weak
202.28.209.254_19.19.19.40.out.average,0.031099,very-weak
202.38.97.230_19.19.19.4.out.average,0.058864,very-weak
202.8.44.105_19.19.19.23.out.average,-0.109664,very-weak
202.90.159.172_19.19.19.25.out.average,-0.176494,very-weak
203.0.178.32_19.19.19.1.out.average,-0.150799,very-weak
203.178.132.80_19.19.19.19.out.average,-0.009631,very-weak
212.110.161.69_19.19.19.45.out.average,-0.196877,weak
212.191.2.18_19.19.19.26.out.average,-0.134982,very-weak
212.191.2.18_19.19.19.27.out.average,-0.171297,very-weak
212.47.239.32_19.19.19.11.out.average,-0.087689,very-weak
213.166.187.92_19.19.19.36.out.average,-0.155740,very-weak
213.229.119.169_19.19.19.44.out.average,-0.082704,very-weak
219.216.128.25_19.19.19.5.out.average,-0.048837,very-weak
23.79.234.240_19.19.19.48.out.average,-0.131147,very-weak
31.193.177.85_19.19.19.2.out.average,-0.159609,very-weak
5.101.158.166_19.19.19.31.out.average,0.017786,very-weak
58.28.25.150_19.19.19.24.out.average,-0.054732,very-weak
62.44.96.38_19.19.19.3.out.average,-0.092893,very-weak
78.154.171.62_19.19.19.43.out.average,-0.024886,very-weak
78.96.7.8_19.19.19.30.out.average,-0.087381,very-weak
95.173.191.11_19.19.19.42.out.average,-0.078260,very-weak
130.133.3.130_19.19.19.12.out.average, 
117.120.2.17_19.19.19.33.out.average,-0.253571,weak
122.152.116.24_19.19.19.20.out.average,-0.149432,very-weak
130.133.3.130_19.19.19.12.out.average,-0.018915,very-weak
130.161.131.20_19.19.19.21.out.average,-0.024205,very-weak
130.206.1.5_19.19.19.35.out.average,0.006165,very-weak
130.225.254.116_19.19.19.8.out.average,-0.161244,very-weak
130.236.254.50_19.19.19.37.out.average,-0.094640,very-weak
130.75.2.22_19.19.19.13.out.average,-0.154092,very-weak
137.189.4.14_19.19.19.15.out.average,-0.276478,weak
140.117.11.7_19.19.19.39.out.average,-0.065855,very-weak
140.128.9.18_19.19.19.38.out.average,-0.054439,very-weak
141.217.0.199_19.19.19.47.out.average,-0.305430,weak
147.102.222.211_19.19.19.14.out.average,-0.115076,very-weak
149.20.37.36_19.19.19.22.out.average,-0.105780,very-weak
153.19.251.225_19.19.19.28.out.average,-0.100993,very-weak
155.210.4.101_19.19.19.34.out.average,-0.229522,weak
162.213.3.248_19.19.19.49.out.average,-0.001283,very-weak
163.1.160.163_19.19.19.46.out.average,0.072313,very-weak
163.178.174.25_19.19.19.6.out.average,-0.147589,very-weak
185.87.121.190_19.19.19.41.out.average,-0.191125,weak
192.38.78.162_19.19.19.7.out.average,0.013059,very-weak
193.136.164.6_19.19.19.29.out.average,-0.123866,very-weak
193.166.3.3_19.19.19.9.out.average,-0.210992,weak
193.6.176.62_19.19.19.16.out.average,0.022741,very-weak
194.105.226.20_19.19.19.17.out.average,-0.247376,weak
194.116.84.15_19.19.19.18.out.average,-0.152465,very-weak
194.2.0.36_19.19.19.10.out.average,-0.257460,weak
195.14.50.21_19.19.19.32.out.average,-0.312941,weak
202.28.209.254_19.19.19.40.out.average,-0.003374,very-weak
202.38.97.230_19.19.19.4.out.average,0.156658,very-weak
202.8.44.105_19.19.19.23.out.average,-0.240610,weak
202.90.159.172_19.19.19.25.out.average,-0.299748,weak
203.0.178.32_19.19.19.1.out.average,-0.324949,weak
203.178.132.80_19.19.19.19.out.average,-0.096604,very-weak
212.110.161.69_19.19.19.45.out.average,-0.114002,very-weak
212.191.2.18_19.19.19.26.out.average,-0.230534,weak
212.191.2.18_19.19.19.27.out.average,-0.203775,weak
212.47.239.32_19.19.19.11.out.average,-0.046881,very-weak
213.166.187.92_19.19.19.36.out.average,-0.111527,very-weak
213.229.119.169_19.19.19.44.out.average,-0.045682,very-weak
219.216.128.25_19.19.19.5.out.average,-0.048016,very-weak
23.79.234.240_19.19.19.48.out.average,-0.302278,weak
31.193.177.85_19.19.19.2.out.average,-0.123549,very-weak
5.101.158.166_19.19.19.31.out.average,-0.166642,very-weak
58.28.25.150_19.19.19.24.out.average,-0.134846,very-weak
62.44.96.38_19.19.19.3.out.average,-0.345627,weak
78.154.171.62_19.19.19.43.out.average,-0.127563,very-weak
78.96.7.8_19.19.19.30.out.average,-0.217520,weak
95.173.191.11_19.19.19.42.out.average,-0.095368,very-weak
130.161.131.20_19.19.19.21.out.average, 
