117.120.2.17_19.19.19.33.out.average, 
117.120.2.17_19.19.19.33.out.average,0.540321,moderate
122.152.116.24_19.19.19.20.out.average,-0.014951,very-weak
130.133.3.130_19.19.19.12.out.average,0.171241,very-weak
130.161.131.20_19.19.19.21.out.average,0.037492,very-weak
130.206.1.5_19.19.19.35.out.average,0.018208,very-weak
130.225.254.116_19.19.19.8.out.average,0.006745,very-weak
130.236.254.50_19.19.19.37.out.average,-0.075982,very-weak
130.75.2.22_19.19.19.13.out.average,0.194444,weak
137.189.4.14_19.19.19.15.out.average,0.036238,very-weak
140.117.11.7_19.19.19.39.out.average,0.063728,very-weak
140.128.9.18_19.19.19.38.out.average,0.020123,very-weak
141.217.0.199_19.19.19.47.out.average,-0.059892,very-weak
147.102.222.211_19.19.19.14.out.average,0.027689,very-weak
149.20.37.36_19.19.19.22.out.average,0.068572,very-weak
153.19.251.225_19.19.19.28.out.average,0.165162,very-weak
155.210.4.101_19.19.19.34.out.average,0.035655,very-weak
162.213.3.248_19.19.19.49.out.average,-0.039763,very-weak
163.1.160.163_19.19.19.46.out.average,-0.104893,very-weak
163.178.174.25_19.19.19.6.out.average,0.006755,very-weak
185.87.121.190_19.19.19.41.out.average,-0.007246,very-weak
192.38.78.162_19.19.19.7.out.average,0.106761,very-weak
193.136.164.6_19.19.19.29.out.average,0.015749,very-weak
193.166.3.3_19.19.19.9.out.average,-0.007841,very-weak
193.6.176.62_19.19.19.16.out.average,0.013812,very-weak
194.105.226.20_19.19.19.17.out.average,0.177685,very-weak
194.116.84.15_19.19.19.18.out.average,0.019897,very-weak
194.2.0.36_19.19.19.10.out.average,0.082611,very-weak
195.14.50.21_19.19.19.32.out.average,0.016494,very-weak
202.28.209.254_19.19.19.40.out.average,0.100552,very-weak
202.38.97.230_19.19.19.4.out.average,-0.128429,very-weak
202.8.44.105_19.19.19.23.out.average,0.052900,very-weak
202.90.159.172_19.19.19.25.out.average,-0.024323,very-weak
203.0.178.32_19.19.19.1.out.average,-0.062896,very-weak
203.178.132.80_19.19.19.19.out.average,0.065529,very-weak
212.110.161.69_19.19.19.45.out.average,0.025953,very-weak
212.191.2.18_19.19.19.26.out.average,0.086737,very-weak
212.191.2.18_19.19.19.27.out.average,-0.100112,very-weak
212.47.239.32_19.19.19.11.out.average,-0.007024,very-weak
213.166.187.92_19.19.19.36.out.average,0.003686,very-weak
213.229.119.169_19.19.19.44.out.average,0.084952,very-weak
219.216.128.25_19.19.19.5.out.average,-0.123256,very-weak
23.79.234.240_19.19.19.48.out.average,-0.067046,very-weak
31.193.177.85_19.19.19.2.out.average,-0.030736,very-weak
5.101.158.166_19.19.19.31.out.average,-0.068297,very-weak
58.28.25.150_19.19.19.24.out.average,-0.147751,very-weak
62.44.96.38_19.19.19.3.out.average,-0.028065,very-weak
78.154.171.62_19.19.19.43.out.average,-0.108184,very-weak
78.96.7.8_19.19.19.30.out.average,0.152948,very-weak
95.173.191.11_19.19.19.42.out.average,0.105155,very-weak
122.152.116.24_19.19.19.20.out.average, 
117.120.2.17_19.19.19.33.out.average,-0.014671,very-weak
122.152.116.24_19.19.19.20.out.average,0.644968,strong
130.133.3.130_19.19.19.12.out.average,0.015055,very-weak
130.161.131.20_19.19.19.21.out.average,-0.030901,very-weak
130.206.1.5_19.19.19.35.out.average,0.085774,very-weak
130.225.254.116_19.19.19.8.out.average,0.094989,very-weak
130.236.254.50_19.19.19.37.out.average,-0.011072,very-weak
130.75.2.22_19.19.19.13.out.average,0.179238,very-weak
137.189.4.14_19.19.19.15.out.average,0.025443,very-weak
140.117.11.7_19.19.19.39.out.average,-0.129040,very-weak
140.128.9.18_19.19.19.38.out.average,-0.028787,very-weak
141.217.0.199_19.19.19.47.out.average,0.040071,very-weak
147.102.222.211_19.19.19.14.out.average,-0.016340,very-weak
149.20.37.36_19.19.19.22.out.average,0.205748,weak
153.19.251.225_19.19.19.28.out.average,-0.064234,very-weak
155.210.4.101_19.19.19.34.out.average,-0.054066,very-weak
162.213.3.248_19.19.19.49.out.average,0.132130,very-weak
163.1.160.163_19.19.19.46.out.average,-0.221701,weak
163.178.174.25_19.19.19.6.out.average,0.012108,very-weak
185.87.121.190_19.19.19.41.out.average,0.010265,very-weak
192.38.78.162_19.19.19.7.out.average,-0.169392,very-weak
193.136.164.6_19.19.19.29.out.average,-0.006516,very-weak
193.166.3.3_19.19.19.9.out.average,0.065539,very-weak
193.6.176.62_19.19.19.16.out.average,-0.033913,very-weak
194.105.226.20_19.19.19.17.out.average,-0.005209,very-weak
194.116.84.15_19.19.19.18.out.average,0.091715,very-weak
194.2.0.36_19.19.19.10.out.average,-0.048454,very-weak
195.14.50.21_19.19.19.32.out.average,-0.117071,very-weak
202.28.209.254_19.19.19.40.out.average,0.025596,very-weak
202.38.97.230_19.19.19.4.out.average,0.097872,very-weak
202.8.44.105_19.19.19.23.out.average,-0.041510,very-weak
202.90.159.172_19.19.19.25.out.average,-0.018071,very-weak
203.0.178.32_19.19.19.1.out.average,0.179571,very-weak
203.178.132.80_19.19.19.19.out.average,0.027571,very-weak
212.110.161.69_19.19.19.45.out.average,-0.037987,very-weak
212.191.2.18_19.19.19.26.out.average,0.120923,very-weak
212.191.2.18_19.19.19.27.out.average,-0.030074,very-weak
212.47.239.32_19.19.19.11.out.average,0.035975,very-weak
213.166.187.92_19.19.19.36.out.average,0.000517,very-weak
213.229.119.169_19.19.19.44.out.average,0.013505,very-weak
219.216.128.25_19.19.19.5.out.average,0.002374,very-weak
23.79.234.240_19.19.19.48.out.average,0.115873,very-weak
31.193.177.85_19.19.19.2.out.average,0.023462,very-weak
5.101.158.166_19.19.19.31.out.average,-0.021028,very-weak
58.28.25.150_19.19.19.24.out.average,-0.031844,very-weak
62.44.96.38_19.19.19.3.out.average,0.084144,very-weak
78.154.171.62_19.19.19.43.out.average,0.046809,very-weak
78.96.7.8_19.19.19.30.out.average,-0.127213,very-weak
95.173.191.11_19.19.19.42.out.average,0.012118,very-weak
130.133.3.130_19.19.19.12.out.average, 
117.120.2.17_19.19.19.33.out.average,0.049504,very-weak
122.152.116.24_19.19.19.20.out.average,-0.110167,very-weak
130.133.3.130_19.19.19.12.out.average,1.000000,very-strong
130.161.131.20_19.19.19.21.out.average,0.170372,very-weak
130.206.1.5_19.19.19.35.out.average,-0.030085,very-weak
130.225.254.116_19.19.19.8.out.average,0.058016,very-weak
130.236.254.50_19.19.19.37.out.average,0.053019,very-weak
130.75.2.22_19.19.19.13.out.average,0.134673,very-weak
137.189.4.14_19.19.19.15.out.average,0.092659,very-weak
140.117.11.7_19.19.19.39.out.average,0.165853,very-weak
140.128.9.18_19.19.19.38.out.average,-0.004157,very-weak
141.217.0.199_19.19.19.47.out.average,0.034298,very-weak
147.102.222.211_19.19.19.14.out.average,0.027205,very-weak
149.20.37.36_19.19.19.22.out.average,-0.041133,very-weak
153.19.251.225_19.19.19.28.out.average,0.002271,very-weak
155.210.4.101_19.19.19.34.out.average,-0.023392,very-weak
162.213.3.248_19.19.19.49.out.average,-0.058494,very-weak
163.1.160.163_19.19.19.46.out.average,-0.088201,very-weak
163.178.174.25_19.19.19.6.out.average,0.030391,very-weak
185.87.121.190_19.19.19.41.out.average,0.056115,very-weak
192.38.78.162_19.19.19.7.out.average,0.049878,very-weak
193.136.164.6_19.19.19.29.out.average,0.011045,very-weak
193.166.3.3_19.19.19.9.out.average,0.058964,very-weak
193.6.176.62_19.19.19.16.out.average,0.097871,very-weak
194.105.226.20_19.19.19.17.out.average,0.049968,very-weak
194.116.84.15_19.19.19.18.out.average,0.024262,very-weak
194.2.0.36_19.19.19.10.out.average,0.045798,very-weak
195.14.50.21_19.19.19.32.out.average,0.160367,very-weak
202.28.209.254_19.19.19.40.out.average,0.040815,very-weak
202.38.97.230_19.19.19.4.out.average,-0.077355,very-weak
202.8.44.105_19.19.19.23.out.average,0.054188,very-weak
202.90.159.172_19.19.19.25.out.average,-0.007341,very-weak
203.0.178.32_19.19.19.1.out.average,-0.020715,very-weak
203.178.132.80_19.19.19.19.out.average,0.109344,very-weak
212.110.161.69_19.19.19.45.out.average,0.025033,very-weak
212.191.2.18_19.19.19.26.out.average,0.030050,very-weak
212.191.2.18_19.19.19.27.out.average,0.127442,very-weak
212.47.239.32_19.19.19.11.out.average,0.072221,very-weak
