117.120.2.17_19.19.19.33,112,0,0,0,0,0,0,0,0,0,0,4542,145694,0,4542,320351,4542,1514,0,9084,81756,457228,13626,0,0,0,3028,7570,3028,6056,9084,99924,1514,0,0,1514,0,0,0,0,0,3028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93868,9084,0,302800,608628,0,0,257380,634150,454200,155942,0,189250,593488,278576,30280,92354,22710,237698,0,0,0,9084,0,9084,1514,0,0,9084,0,42392,9084,0,275548,183194,0,56018,196820,0,0,0,0,0,0,0,0,0,0,0,0,0,62074,0,0,0,
122.152.116.24_19.19.19.20,154942,4532,5896,0,0,6423,0,0,0,0,0,221110,0,356860,233394,76253,535052,0,0,0,0,135024,8844,0,44220,0,0,0,1474,0,0,0,0,0,45694,107602,0,0,0,0,0,0,61908,397980,0,30954,561594,537190,8844,0,0,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141504,563778,33526,15078,0,0,2948,0,0,0,66330,20636,4422,1474,0,0,0,0,0,0,0,0,4422,0,0,0,0,0,0,0,0,0,0,0,8844,0,5896,98758,92862,0,2948,170984,592778,6508,77111,720786,770902,159192,361130,253528,0,
130.133.3.130_19.19.19.12,100,0,0,0,0,0,0,0,0,0,0,360,1141,214784,93860,0,359656,0,5896,162140,797892,0,290378,0,148874,1474,0,0,178354,30954,0,11792,250580,891770,137082,439252,148874,399454,686884,1474,347864,490842,402402,293326,1474,5896,135608,434830,383240,1474,616132,396506,0,191620,414194,0,224048,716364,1474,0,331650,489368,0,5896,0,0,0,137082,374396,8844,514426,8844,331650,4422,262372,4422,54538,249106,878504,1230790,619080,383240,832810,0,4422,0,0,0,181829,0,229944,471680,228470,0,5896,427460,288904,5896,0,0,0,0,284482,638242,22110,138556,0,206360,86966,213730,14740,107602,19162,493790,510004,336072,0,0,5896,0,
130.161.131.20_19.19.19.21,244204,0,280802,0,1474,0,0,0,0,0,0,0,0,321859,0,384714,79596,0,150348,200464,14740,0,451044,452696,5896,0,5896,1474,0,0,8844,0,1474,0,0,1474,0,0,0,0,0,1474,0,0,0,0,0,0,0,0,0,0,0,5896,0,0,0,0,0,0,0,0,0,0,0,106128,7370,0,0,0,0,552750,829500,0,395032,540958,100232,0,11792,0,0,0,0,172458,0,0,0,0,1474,0,0,0,0,0,222574,0,0,209308,0,0,0,0,144452,8844,0,0,0,0,250580,39798,0,0,0,0,0,7370,0,0,0,0,
130.206.1.5_19.19.19.35,58984,9084,756217,889164,901792,333080,0,4542,638908,87812,245268,505676,407266,1514,51476,219530,452686,455714,6056,3028,149886,3028,6056,0,0,280090,40878,161998,485994,1018922,708552,115064,234670,720664,1514,0,0,0,0,0,0,0,0,6056,1514,78728,15140,149886,0,0,0,0,0,314912,1709306,0,6056,0,0,0,17686,27252,6056,10598,0,187736,0,1514,0,0,98410,18168,508704,687356,625872,802420,113550,9084,39364,195306,0,6056,19682,587432,228614,6056,0,305828,638908,740346,657076,411808,0,0,0,0,0,0,0,0,0,9084,0,342164,732776,131718,43906,131718,0,10598,39364,647992,272520,15140,0,40878,66616,935652,949278,0,
130.225.254.116_19.19.19.8,239936,0,41272,0,0,22448,72226,852540,311014,0,16214,10318,0,512952,713416,1208680,511478,299222,33902,0,728156,0,2948,0,0,0,5896,0,0,0,0,0,8844,0,7370,70752,36850,151822,596970,632346,371448,0,147400,493790,526218,0,0,0,0,0,132660,191620,0,0,0,122342,474628,26532,437778,0,2948,0,0,1474,0,0,0,0,0,163614,272690,2948,1087812,700150,732578,514426,567490,0,70752,138556,30954,0,1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5896,0,0,0,0,0,0,0,0,0,0,0,10318,0,0,0,1474,16214,8844,1474,0,0,4422,
130.236.254.50_19.19.19.37,320424,248296,10598,1514,988648,873578,0,4542,121120,10598,1514,101438,205904,437546,452686,323996,3028,261922,0,4542,493564,676758,489022,593488,228614,0,211960,685842,900830,508704,0,7570,6056,1514,214988,78728,136260,9084,623768,3028,349734,121120,228614,417864,7570,1514,231642,233156,0,0,0,0,0,27252,30280,684328,112036,225586,1093108,1121874,428462,24224,169568,475396,425434,121120,0,6056,0,0,0,0,25738,40878,228614,543526,632852,520816,808476,364874,22710,246782,19682,208932,10598,0,267978,649506,862980,958362,411808,139288,330052,0,0,307342,540498,66616,1267218,1395908,1514,10598,6056,0,9084,0,0,0,4542,0,9084,46934,343678,342164,0,0,0,80242,572292,0,
130.75.2.22_19.19.19.13,91,0,0,600,740,147604,0,179506,79596,0,507575,37686,290469,249106,296274,703582,126598,228470,688358,441910,0,872724,0,107602,8844,0,10318,386188,605814,0,284482,328702,0,181302,95810,203412,439252,484946,657550,16214,250580,735526,35376,185724,533588,10318,0,1474,0,0,0,0,322806,577808,554188,0,72226,4422,717838,14740,2948,2948,241736,552750,5896,4422,140030,0,4422,841654,218296,23584,820646,0,0,11792,0,198990,566826,723102,38274,364078,240262,11792,564542,359656,356708,0,247632,680380,561594,256476,5896,241736,442200,636768,434830,512952,495264,534660,4422,381090,0,210782,215204,0,29480,293326,19162,645612,848134,0,5896,0,0,0,48430,717838,543568,0,
137.189.4.14_19.19.19.15,102,0,0,0,0,0,0,1200,918,687,29123,20802,142592,236246,101602,170984,561222,0,218726,67804,0,839712,392150,0,271625,0,1078550,0,106128,8844,0,7370,260898,552750,0,405350,0,474628,372922,4422,5896,0,10318,176880,275638,0,1474,707520,707520,386188,1474,538010,619080,288904,1474,414194,0,243210,579282,635294,234366,76648,1474,0,0,4422,252054,2948,2948,142978,423038,483472,739948,769428,466412,0,0,0,16058,1030546,0,165088,8844,477576,433356,16214,389136,8844,207834,8844,221100,30954,616132,421564,521796,868186,371448,520322,966944,738474,0,0,299222,436304,857868,396506,512952,487894,635294,912406,17688,114972,238788,520322,539484,294800,0,5896,0,29480,
140.117.11.7_19.19.19.39,133060,0,9084,1514,0,0,1514,210446,323996,0,6056,1514,3028,225586,184708,1514,4542,0,0,0,137774,113550,192278,485994,168054,122634,4542,6056,77214,9084,145344,6056,9084,827594,4542,561694,419378,0,266464,133232,139288,15140,225586,9084,445116,4542,13626,423920,222558,0,0,0,9084,9084,0,251324,261922,6056,0,0,19682,386070,15140,416350,246782,48448,75700,1514,0,0,201362,383042,271006,33308,222558,30280,199848,0,27252,788794,595002,546554,573806,25738,248296,445116,0,9084,0,98410,45420,452686,0,0,6056,0,9084,77214,115064,850868,852382,89326,1137014,570778,578348,0,384556,806962,370930,119606,112036,240726,502648,142316,3028,0,0,186222,0,0,
