10.0.2.2_19.19.19.12,254,0,0,0,0,518,0,1333,64056,0,132552,10696,33870,19864,9168,10696,19864,15280,13752,19864,24448,18336,10696,18336,27504,13752,16808,6112,12224,32088,15280,16808,13752,29032,22920,9168,12224,7640,30560,12224,15280,16808,29032,4584,19864,15280,25976,7640,7640,24448,15280,13752,10696,12224,22920,9168,16808,12224,30560,0,32088,12224,9168,12224,32088,13752,13752,13752,16808,21392,13752,10696,13752,21392,15280,10696,13752,24448,13752,13752,19864,16808,18336,6112,21392,25976,16808,19864,10696,25976,13752,13752,15280,33616,12224,10696,10696,18336,29032,18336,15280,33616,9168,15280,10696,18336,19864,3056,21392,22920,13752,10696,16808,29032,15280,16808,12224,12224,24448,18336,6112,13752,21392,15280,9168,10696,24448,12224,13752,18336,16808,12224,10696,9168,30560,22920,10696,13752,30560,15280,10696,12224,27504,15280,12224,13752,29032,15280,18336,15280,22920,16808,15280,13752,27504,15280,13752,15280,35144,13752,12224,6112,18336,13752,6112,19864,6112,7640,13752,12224,24448,16808,10696,27504,12224,10696,9168,13752,30560,12224,16808,10696,30560,0,25976,19864,10696,15280,35144,21392,12224,15280,33616,13752,13752,10696,29032,10696,10696,18336,29032,15280,16808,9168,25976,10696,12224,18336,29032,16808,12224,13752,27504,7640,16808,16808,30560,15280,15280,12224,38200,10696,12224,16808,27504,16808,16808,13752,13752,29032,16808,12224,15280,15280,15280,13752,10696,13752,16808,21392,15280,25976,12224,15280,18336,16808,18336,30560,9168,19864,19864,30560,15280,15280,15280,25976,18336,9168,7640,29032,15280,12224,15280,22920,13752,12224,12224,12224,22920,9168,13752,12224,10696,22920,13752,16808,13752,29032,10696,16808,10696,32088,13752,10696,12224,32088,10696,4584,12224,25976,13752,18336,15280,27504,15280,13752,10696,29032,6112,15280,
10.0.2.2_19.19.19.15,258,0,0,0,0,0,922,108,568,509,10212,38864,64822,54972,30560,15280,12224,33616,18336,30560,12224,15280,10696,25976,15280,13752,9168,30560,13752,16808,18336,25976,13752,15280,12224,27504,9168,9168,25976,10696,13752,16808,16808,30560,15280,12224,13752,21392,12224,10696,13752,27504,16808,9168,9168,30560,0,24448,15280,12224,12224,24448,15280,13752,7640,29032,15280,18336,15280,30560,16808,10696,9168,15280,22920,15280,9168,13752,25976,19864,15280,12224,21392,4584,9168,15280,16808,25976,15280,9168,18336,27504,16808,13752,13752,27504,13752,15280,12224,21392,15280,15280,22920,13752,15280,12224,22920,10696,12224,9168,29032,10696,18336,15280,30560,9168,12224,13752,25976,10696,6112,13752,25976,13752,10696,12224,21392,9168,7640,27504,13752,12224,16808,12224,22920,16808,13752,24448,16808,12224,12224,25976,9168,13752,13752,16808,30560,12224,15280,16808,32088,13752,10696,13752,25976,15280,18336,12224,27504,13752,12224,9168,30560,15280,12224,22920,13752,10696,15280,29032,13752,13752,13752,22920,13752,10696,6112,27504,10696,16808,10696,29032,13752,13752,13752,27504,15280,12224,15280,22920,7640,12224,15280,27504,15280,15280,12224,33616,9168,19864,12224,21392,7640,15280,9168,29032,10696,7640,10696,30560,10696,9168,9168,24448,9168,36672,18336,9168,16808,18336,19864,29032,16808,13752,9168,29032,18336,13752,13752,13752,25976,10696,13752,13752,22920,15280,13752,15280,24448,21392,10696,10696,30560,13752,12224,19864,19864,9168,22920,15280,25976,15280,18336,18336,25976,18336,18336,15280,27504,7640,10696,9168,29032,18336,15280,13752,38200,19864,10696,9168,29032,13752,10696,12224,39728,16808,4584,12224,21392,15280,10696,15280,22920,9168,10696,16808,30560,10696,13752,12224,25976,22920,12224,10696,22920,12224,16808,16808,10696,32088,
10.0.2.2_19.19.19.7,165,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
117.120.2.17_19.19.19.33,203124,272370,13374,78824,47708,66924,34280,55186,58134,29966,85152,38702,34172,29804,88046,31332,46288,44814,79148,32806,49290,26856,86734,44706,28384,38864,86680,53874,32914,46234,64030,35754,41866,38756,77512,40338,35862,40338,66870,40284,35754,70142,37336,41866,44868,74456,35754,37228,43340,76092,35754,38756,40284,35754,83678,37228,38810,35700,63814,41812,43340,40284,83678,41812,37282,40284,71508,40338,44868,43340,40284,91264,35808,41920,71454,44922,38864,28168,71454,34226,35754,44868,86680,46396,41812,37282,83678,43340,34226,38756,40284,82150,34226,41812,41812,67194,41812,35808,85260,43340,38810,38756,69872,37228,38756,38810,34172,76146,40284,41866,80622,38810,37282,37282,88262,44868,40284,34226,79202,38810,37282,37228,77566,35754,43394,38810,79202,40284,43394,41812,73036,37282,38756,38756,80730,35754,40284,35808,82096,43340,38810,38810,77620,40284,37282,38756,80568,46396,41866,35754,76038,38756,41812,44868,31224,71562,35808,43394,72982,35754,38810,40338,74564,34226,41812,35754,79040,35754,40338,46396,79202,34172,38756,37282,77512,35754,40284,41866,74510,35754,44868,38756,49452,40284,72982,35808,43340,31170,79040,35700,40338,40338,83678,41812,44868,43340,37228,82096,32644,41812,40284,79040,38810,43340,37282,75984,37228,46396,32752,37228,82096,41812,37228,40284,79040,37282,38756,38756,35754,44868,76092,40284,41812,35700,91264,38810,38810,41866,88208,38756,32698,35754,34172,83678,40284,40284,38756,85152,35754,37228,38756,38756,88262,43340,41866,41812,85152,46396,35808,35754,80622,26640,32752,77566,44868,38864,41866,86680,31170,40338,41866,40284,82150,40284,44868,31170,82204,40338,38756,32698,76038,34226,38810,37228,77566,37336,40338,68614,43340,37228,38810,82150,44868,37228,38756,38756,82150,40284,41812,40338,74510,32752,37336,44868,82150,47924,35700,65612,38756,35808,
122.152.116.24_19.19.19.20,4696,304470,144822,53874,85206,55132,25274,58134,58026,37336,43394,40338,95632,35916,40338,40338,80568,40338,37282,40338,88208,41812,37228,41812,38756,79094,35754,37282,40284,77620,40338,37282,32698,72982,37228,37228,37228,69926,41866,34280,38810,77512,41812,40338,43394,86680,38756,44868,44868,37228,37228,83678,38810,34226,37228,82150,43394,31224,38810,80568,41812,44868,34226,72982,37336,43340,43340,79094,43340,35700,38810,43340,89736,37282,34226,73036,37282,35754,37228,71562,40284,43340,31278,79148,37282,38810,38756,71508,34226,37336,41812,85152,44868,44868,41812,85206,40284,32698,43340,35754,72982,37228,40284,40284,73036,40338,40284,34226,73090,41812,38810,41812,72928,41812,35700,40284,38756,82096,32698,40284,38756,86680,38756,37282,35808,74618,40284,41866,37282,82096,41812,37228,41812,38756,37228,76092,38810,40284,38756,73036,40338,77620,0,71454,37282,34226,41812,79040,43340,43340,40284,86680,44922,37282,40284,41812,85152,40284,44868,35754,80622,38756,41866,35754,86734,46396,40284,37228,76146,40338,38756,29642,79040,40284,40284,35754,40284,85152,40338,35862,37282,86680,34226,40284,40284,82150,35700,40284,41812,82150,0,74564,41866,79148,41812,37282,37282,77512,0,76038,37336,83624,0,82096,35754,32752,37228,72982,40338,37282,37228,72982,37228,44868,43394,91264,40338,44868,40284,43340,86734,43340,34226,46396,82096,44868,41812,35754,83624,37282,40284,37228,73036,38810,41812,41866,40284,76092,43340,37228,34226,74456,43340,40284,37282,85152,37228,37282,37282,77566,0,77566,38756,38810,41812,85152,43340,35700,40284,85152,37228,38756,40284,34172,77566,38810,46396,44868,88262,37282,37228,38756,40284,86680,40284,37228,40284,79040,0,82204,35808,71508,37228,40284,37282,77620,41812,44868,43340,63922,37282,35754,35754,72982,35700,38756,35700,38810,35700,71454,
130.133.3.130_19.19.19.12,582,331,872,106693,97402,149964,50116,22110,30954,22110,56012,20636,25058,25058,53064,25058,32428,20636,47168,26532,26532,26532,25058,53064,25058,26532,25058,53064,26532,26532,26532,26532,26532,53064,26532,25058,25058,48642,25058,26532,25058,51590,23584,51590,25058,26532,25058,26532,26532,53064,26532,25058,26532,53064,26532,25058,26532,26532,53064,26532,26532,26532,26532,53064,26532,25058,26532,51590,25058,26532,26532,51590,25058,26532,25058,51590,23584,26532,25058,51590,26532,25058,25058,50116,25058,26532,26532,51590,26532,23584,26532,51590,0,53064,23584,50116,23584,22110,25058,51590,26532,26532,25058,53064,25058,25058,26532,50116,26532,26532,26532,26532,26532,53064,26532,25058,26532,53064,25058,25058,25058,50116,23584,25058,26532,51590,26532,23584,25058,53064,26532,26532,23584,53064,25058,25058,25058,51590,26532,25058,23584,48642,25058,50116,0,50116,25058,26532,26532,51590,25058,26532,25058,53064,26532,23584,25058,50116,23584,50116,26532,26532,23584,51590,0,53064,25058,25058,50116,25058,26532,25058,26532,53064,26532,26532,26532,53064,26532,26532,26532,26532,50116,26532,26532,25058,50116,25058,26532,25058,50116,26532,25058,25058,51590,26532,26532,25058,53064,26532,23584,25058,47168,25058,26532,23584,51590,26532,25058,50116,25058,25058,26532,25058,53064,26532,26532,26532,51590,26532,26532,26532,26532,53064,26532,26532,26532,50116,26532,26532,26532,26532,25058,51590,25058,26532,48642,25058,26532,26532,26532,51590,25058,23584,26532,51590,26532,25058,26532,51590,26532,26532,26532,50116,26532,25058,25058,51590,26532,26532,26532,25058,53064,26532,26532,26532,53064,26532,25058,25058,25058,51590,26532,26532,25058,53064,25058,25058,25058,51590,25058,25058,50116,25058,25058,26532,26532,53064,25058,25058,25058,53064,26532,25058,26532,51590,23584,26532,26532,51590,
130.161.131.20_19.19.19.21,398614,67804,32914,126506,37282,40392,75984,31386,52400,73198,44814,43286,32806,80622,40176,40392,41704,74510,28276,47762,38918,79094,34226,34226,38864,76092,38810,40338,35754,86518,32806,35754,40284,63922,44814,32644,37282,88262,31170,31224,32752,67032,38810,37282,77566,40338,38756,38810,83678,38810,37336,41812,76092,40284,40284,40284,37228,79094,40338,38810,37282,82150,38756,43340,35700,82150,40284,37228,43340,40284,34172,80568,35700,38756,47924,72982,41866,35754,44922,79094,43340,40284,41812,41812,76092,37228,35754,40338,72982,37282,31278,74618,37282,44922,38810,66924,40284,40284,34172,80568,38756,37228,32644,44868,65504,43394,38810,71508,38864,35808,40284,79094,40284,43340,38756,73036,38756,34280,34226,82150,40284,37228,37282,69980,41812,37282,41866,77512,44868,35700,38756,35700,85206,46396,37228,38810,82096,44868,41812,37282,79148,40284,38810,35700,38756,83624,44868,35700,41812,41812,38756,71454,37228,41812,41866,77512,38756,40284,40284,44868,80568,43394,41812,34226,83678,35754,32752,74564,38756,34226,44868,38756,77512,43340,38810,37228,74456,37228,31116,38756,40392,71562,37282,34226,76092,35754,35700,41866,72928,38810,38756,38756,74564,41812,34172,37282,76146,38810,35754,32698,80730,37336,40338,40284,74510,35700,40284,44922,77620,37282,37228,40338,72982,34172,38756,34226,77620,35754,41866,41812,74510,40284,35754,46396,40284,80622,37228,41812,38756,77566,35754,41866,38756,82096,43340,40284,35700,40284,37228,71562,32698,32698,74510,35808,38810,73090,38810,41866,40284,77512,34226,40284,37228,69926,37336,41812,43340,35754,79094,40338,40284,47924,43340,75984,41812,40284,40284,76092,40284,37282,40284,35754,76038,38810,38810,37228,77566,29750,32698,83678,38756,41812,40284,46396,82150,40338,35754,40284,72928,41866,43340,37228,80622,41812,41812,38756,72982,32698,41812,43340,
130.206.1.5_19.19.19.35,111103,0,0,462233,32860,49290,37390,46234,76200,49236,29804,38810,66924,41812,43340,34226,77620,29696,37282,32644,83624,35700,37282,43340,71508,37282,41812,40284,80568,38810,35754,35700,70034,40338,40338,37228,74456,41812,46396,35754,31116,44868,77512,35754,38756,38702,70034,38756,38810,35754,82096,43340,37282,49506,74564,35700,40284,38756,38756,74510,46396,38756,40284,79094,35754,38810,32752,76092,35700,34280,34226,85152,43394,38756,38756,76092,37336,41812,46396,79040,35754,41812,34226,76092,38864,35808,35754,76038,37228,38756,70034,38756,40284,44868,40338,76038,37228,41812,40284,82096,41812,37228,41812,40284,83732,40338,41866,73090,44868,37228,37228,32698,86734,41812,40338,41812,68506,38810,35862,79256,40284,37282,43340,74510,37336,35700,35754,76146,38810,37282,40284,77512,43340,37282,41812,71454,44868,37336,44868,80622,34172,44868,35754,38756,74510,44868,40284,40338,82150,37228,38756,38864,86680,43340,35700,35700,43340,41812,82150,41812,38810,34226,79040,40338,37282,37282,82150,35754,40284,38756,83624,35700,41812,41812,37228,79040,37282,34172,43340,79148,38810,37282,35700,83624,43340,35700,37228,46396,83678,37282,32698,40338,85206,43340,38810,37282,76254,32698,40284,77566,43340,44868,41812,37282,82150,38756,40284,35700,82150,40284,41812,40284,40284,40284,80568,38756,67194,32752,40338,40338,86680,35700,32644,34172,77566,40338,35754,43340,40284,44868,77512,28168,44868,40338,76092,41812,34226,41866,82150,31170,38756,47978,71562,38810,41812,35700,79094,38810,41812,41812,83624,41866,37282,31116,75984,38756,38756,44922,40338,71508,37228,44922,37228,80568,34172,38756,40284,79040,38756,40284,43394,68506,35808,37282,38756,76038,40284,43340,44868,38810,85152,35754,46450,35754,76038,37228,37228,38756,77512,40284,38756,43340,38756,40284,76146,35808,35754,76092,41812,40284,
130.225.254.116_19.19.19.8,35492,376658,88274,35700,49236,67194,28222,37336,76092,35754,38810,68398,34280,40284,41812,38810,71400,43394,37228,40284,82096,40284,41812,40338,82150,38756,32698,40284,35754,79094,40284,40392,73036,43340,35700,44868,43340,88208,37228,41812,34172,79148,31170,37282,38756,38756,34172,77512,43340,38756,34172,76038,37282,35754,40284,80568,32752,34226,38810,83624,44868,38810,47924,40284,77512,34172,35754,32644,68506,35754,44868,43340,79094,40338,40284,43340,73090,37228,34226,40284,83678,35754,44922,44868,79094,38810,38756,41812,40338,74564,44868,40284,40284,53712,67194,43394,44868,67410,64192,38810,37336,41596,76308,41812,35754,35754,74510,35700,37282,37228,72928,41812,46396,35700,38810,77566,37228,43340,35754,80622,35754,40338,70142,41866,41866,44868,80622,40284,41866,37228,40284,77512,37228,40284,37228,68452,37282,34226,40338,82096,38810,37228,40284,73036,35700,37228,43340,41812,79040,40284,31170,31170,80568,38810,41812,40338,71562,38756,34226,37336,79094,43340,38756,41812,41812,74510,43340,40284,37282,43340,83678,35754,40284,41812,79094,32644,32644,41866,82150,40284,38756,41812,38756,71454,32644,41812,43340,76038,31170,38810,32644,43340,82096,41812,41812,37228,86734,35700,49452,41812,38756,44868,83624,44868,37228,41812,71454,38756,43340,44868,34172,79040,40284,40284,41812,43340,80622,46396,43340,38756,86680,35700,43340,35700,34226,41812,80568,37228,43340,37336,82096,37228,44868,44868,80676,41866,35700,37336,77566,34226,37228,34226,43340,82096,35754,43340,38810,72928,40338,37282,38756,66924,34172,43340,38810,77566,37282,37282,38810,82150,38756,38810,37282,76038,46396,46396,43340,40284,74456,40284,32698,74618,34226,41812,35754,38756,79040,43340,40284,35754,70034,34280,37282,32698,82096,40338,35754,41812,89736,40284,41866,41812,79148,43340,47924,40284,43340,38756,85152,37282,
130.236.254.50_19.19.19.37,153546,64562,72834,299114,49236,49290,80676,44760,35808,43286,76038,34334,41650,29750,71508,49290,31386,35808,72982,32752,50818,34334,69980,40338,34172,41812,77566,38810,43394,37282,69980,35754,32698,41812,79094,37282,65558,38864,41866,44868,73036,40284,40338,35754,80568,0,76038,37282,41866,40284,77512,38756,38756,40284,73036,46396,34172,34226,77512,38756,35700,35700,38756,82150,40284,41812,38810,77566,37228,38756,37282,47924,82096,40284,32644,34226,91264,35754,47924,44868,77620,40338,38810,43340,37228,46396,68506,41866,79094,34226,37282,44868,80622,0,76038,37282,37228,44868,80568,40284,40338,35700,79148,34226,43340,37282,77566,38756,34226,37228,79040,37228,37228,41812,74618,37282,43340,38756,41812,76092,35754,40284,38810,74564,34226,44868,40284,77512,32698,41866,40284,76092,41812,37228,40284,77620,46396,34172,34226,43340,74456,34172,38810,41866,71454,38810,35754,34226,76038,34172,38810,44868,79148,35700,35700,44922,77566,43394,38756,34226,80568,34280,43340,43340,82150,38810,35808,34226,77566,38810,41812,37282,88208,0,77620,41866,44868,79094,35754,38810,80622,0,69872,43394,35700,32752,77566,34226,41812,35700,75984,38756,41812,40284,46396,82096,37228,40284,40284,68506,43340,38756,37282,77566,38864,43340,40338,74510,41812,40284,35700,40284,69872,38756,44922,47924,80622,40284,41812,41812,43340,46396,80568,37228,40284,44922,77512,43340,40284,34172,40284,74510,38756,41812,44868,80568,38756,37228,35754,69980,35754,41866,35700,79094,38810,37282,41812,32644,69926,35754,37336,37228,77566,40338,31170,76146,40284,41812,37282,41866,91264,41866,37228,37282,76038,38756,37282,41812,89790,40284,40284,34226,80568,0,83624,37228,43394,40338,82096,37228,40338,31170,76038,38756,44868,35754,85206,38756,43340,37282,38756,82150,34172,43340,35700,82096,38756,23908,71562,43340,
